Time,audit_cycle,strategy,fog_count,avg_reputation,avg_collateral,avg_profit,audit_type,audit_result
1.8683268745862123,56,Opportunistic,1000,6.984,3.0,-0.010020716979763566,False,False
1.8964007481826222,57,Aggressive,1000,6.9875,3.0,-0.006471631620200736,False,True
1.9086732471181693,58,Conservative,1000,7.0035,3.0,-0.0029498350430689347,False,True
1.918361996658402,59,Aggressive,1000,6.985,3.0,-0.007502777159701451,False,False
1.923367922544851,59,Aggressive,1000,6.986,3.0,-0.007375089566381121,False,True
1.925709546320366,59,Conservative,1000,7.0045,3.0,-0.002823222149137054,False,True
1.9529142775629567,60,Progressive,1000,6.992,3.0,-0.00759903280737096,False,True
1.9846581144701478,61,Balanced,1000,7.0015,3.0,-0.0023119586935599072,False,False
2.015490497319686,62,Conservative,1000,7.0055,3.0,-0.0027865277314054345,False,True
2.0241223217285325,62,Conservative,1000,7.0065,3.0,-0.0027194720180325938,False,True
2.033987220520868,62,Opportunistic,1000,6.985,3.0,-0.009906902717074988,False,True
2.069468967640314,62,Aggressive,1000,6.987,3.0,-0.00726291994524594,False,True
2.0871227909410295,63,Opportunistic,1000,6.9825,3.0,-0.010981048129049419,False,False
2.0882444679378045,64,Conservative,1000,7.004,3.0,-0.0037383542315953216,False,False
2.1063013268164292,65,Conservative,1000,7.005,3.0,-0.0037075371209401753,False,True
2.1393765639808615,65,Opportunistic,1000,6.9835,3.0,-0.010919076635170121,False,True
2.1604691867874224,66,Balanced,1000,6.999,3.0,-0.0033556016701760446,False,False
2.2027146048371176,67,Progressive,1000,6.9895,3.0,-0.008668634560964839,False,False
2.229567460101255,68,Opportunistic,1000,6.981,3.0,-0.01193602638583155,False,False
2.2360585291879804,68,Balanced,1000,6.9965,2.999,-0.00431919280106068,True,False
2.2374274678654986,69,Opportunistic,1000,6.9785,3.0,-0.012989037688371627,False,False
2.2487691782169343,70,Opportunistic,1000,6.976,3.0,-0.0140591841938661,False,False
2.250027160132244,71,Balanced,1000,6.994,2.999,-0.00535979886230348,False,False
2.253993970872882,72,Conservative,1000,7.0025,3.0,-0.004796475884915356,False,False
2.255417931877505,73,Conservative,1000,7.0035,3.0,-0.004779739947698561,False,True
2.2875931792382036,74,Progressive,1000,6.987,3.0,-0.009724403638255335,False,False
2.291577391105761,75,Progressive,1000,6.988,3.0,-0.009126448619655001,False,True
2.299712054486579,76,Progressive,1000,6.9855,3.0,-0.010173382379445222,False,False
2.300807176450595,77,Balanced,1000,6.9915,2.999,-0.006379437792365595,False,False
2.313889277588122,78,Opportunistic,1000,6.977,3.0,-0.01394117155625683,False,True
2.3604957498978587,79,Progressive,1000,6.983,3.0,-0.011196692153412128,False,False
2.3663153320941173,80,Progressive,1000,6.9805,3.0,-0.012228074866632993,False,False
2.4161762659961465,80,Balanced,1000,6.9925,2.999,-0.006297039115852613,False,True
2.4321001787765097,80,Conservative,1000,7.0045,3.0,-0.004687374258987939,False,True
2.45276483514841,81,Opportunistic,1000,6.9745,3.0,-0.015010480441714612,False,False
2.467963378886504,82,Opportunistic,1000,6.972,3.0,-0.016041691279907646,False,False
2.478742040758745,83,Aggressive,1000,6.9845,3.0,-0.008274846083525592,False,False
2.4874530994048434,83,Progressive,1000,6.9815,3.0,-0.01216595187287725,False,True
2.4949881103185954,84,Aggressive,1000,6.982,3.0,-0.009291935205236232,False,False
2.5042111018500437,84,Balanced,1000,6.9935,2.999,-0.0061245499097614025,False,True
2.510595086875431,85,Progressive,1000,6.9825,3.0,-0.012133627815804774,False,True
2.515556720567068,85,Balanced,1000,6.9945,2.999,-0.006072961833986112,False,True
2.571734075383763,85,Progressive,1000,6.9835,3.0,-0.012023538125475138,False,True
2.6120626073468767,85,Conservative,1000,7.0055,3.0,-0.00466616243247927,False,True
2.615140070542927,86,Progressive,1000,6.9845,3.0,-0.011981849386463872,False,True
2.6216778427516707,87,Balanced,1000,6.9955,2.999,-0.006049932929772629,False,True
2.6400139714071544,88,Conservative,1000,7.0065,3.0,-0.0046462817758627616,False,True
2.6549139443891545,89,Opportunistic,1000,6.9695,3.0,-0.01711037839845267,False,False
2.6808395371122025,90,Opportunistic,1000,6.967,3.0,-0.018137714310715345,False,False
2.6910103593086223,91,Balanced,1000,6.993,2.999,-0.007106004354210706,False,False
2.6983881319496645,92,Progressive,1000,6.9855,3.0,-0.011892593956334586,False,True
2.7268353333432658,93,Opportunistic,1000,6.968,3.0,-0.018061707166491373,False,True
2.7544926913744128,93,Opportunistic,1000,6.969,3.0,-0.01799086854712659,False,True
2.773934871119472,94,Aggressive,1000,6.9795,3.0,-0.010294299153434237,False,False
2.7834753274762183,95,Progressive,1000,6.983,3.0,-0.012967022973666488,False,False
2.8035364591437775,96,Aggressive,1000,6.977,3.0,-0.011302309531778668,False,False
2.8087756026428776,97,Conservative,1000,7.0075,3.0,-0.004620655849089824,False,True
2.8182977296124774,98,Progressive,1000,6.984,3.0,-0.012902592170900468,False,True
2.832627730266331,99,Balanced,1000,6.994,2.999,-0.007023410621741825,False,True
2.8642410034944463,99,Balanced,1000,6.995,2.999,-0.0068934446559245615,False,True
2.8692946844582714,100,Balanced,1000,6.9925,2.999,-0.00800585120411394,False,False
2.87670307809779,100,Progressive,1000,6.985,3.0,-0.012857077307163844,False,True
2.885555110191726,101,Conservative,1000,7.0085,3.0,-0.004564464465796406,False,True
2.9379712754294993,102,Progressive,1000,6.9825,3.0,-0.013869839981657488,False,False
2.9404009581488673,103,Conservative,1000,7.006,3.0,-0.005811209272320521,False,False
2.9634608408815795,104,Aggressive,1000,6.9745,3.0,-0.012304803947449552,False,False
2.964278920715708,104,Conservative,1000,7.007,3.0,-0.005799430401955268,False,True
2.983218193020615,105,Aggressive,1000,6.972,3.0,-0.013311688052191727,False,False
3.0005798134944293,106,Opportunistic,1000,6.97,3.0,-0.017923084114520406,False,True
3.0111633512584337,107,Progressive,1000,6.98,3.0,-0.014990755030016924,False,False
3.016931876623357,108,Opportunistic,1000,6.9675,3.0,-0.018962629413789026,False,False
3.0200425103439503,108,Opportunistic,1000,6.9685,3.0,-0.01883939379572084,False,True
3.021783947929788,109,Progressive,1000,6.9775,3.0,-0.016019413661824373,False,False
3.0466872908546967,110,Conservative,1000,7.008,3.0,-0.005757307667437109,False,True
3.0788955755425813,111,Balanced,1000,6.9935,2.999,-0.007981084558545926,False,True
3.1180260019491537,112,Opportunistic,1000,6.966,3.0,-0.01995996618144725,False,False
3.121888852021836,113,Progressive,1000,6.9785,3.0,-0.01594897100945455,False,True
3.149324394603595,113,Progressive,1000,6.976,2.999,-0.0168316121504206,True,False
3.1543771859581087,114,Conservative,1000,7.009,3.0,-0.005732406650292889,False,True
3.175336070426221,115,Aggressive,1000,6.9695,3.0,-0.014317704115706953,False,False
3.208815811661911,116,Conservative,1000,7.01,3.0,-0.005700453134824848,False,True
3.24120955709438,116,Aggressive,1000,6.9705,3.0,-0.014221872013961334,False,True
3.2486256202654737,117,Balanced,1000,6.991,2.999,-0.009057816147249355,False,False
3.266886990139732,117,Conservative,1000,7.011,3.0,-0.0054999254489193706,False,True
3.2876646386192263,118,Progressive,1000,6.9735,2.999,-0.017934014977768593,False,False
3.289149691454748,118,Progressive,1000,6.9745,2.999,-0.01779841473429968,False,True
3.315494518639681,119,Aggressive,1000,6.968,3.0,-0.015224978925210058,False,False
3.3263497243215485,119,Aggressive,1000,6.969,3.0,-0.015042341689946542,False,True
3.332963537313353,120,Conservative,1000,7.0085,3.0,-0.0066257861249343335,False,False
3.350390203089209,121,Progressive,1000,6.9755,2.999,-0.01774256438779145,False,True
3.3590935209142967,122,Conservative,1000,7.0095,3.0,-0.006560586543791167,False,True
3.3900929383744844,122,Conservative,1000,7.0105,3.0,-0.006525985304967732,False,True
3.409432973866428,122,Balanced,1000,6.992,2.999,-0.008974853702756663,False,True
3.414569255651832,123,Balanced,1000,6.993,2.999,-0.00890892137615512,False,True
3.4289555574551422,124,Progressive,1000,6.973,2.999,-0.018767467408278896,False,False
3.4785875850195023,124,Progressive,1000,6.974,2.999,-0.018663409319520412,False,True
3.486104607603549,125,Progressive,1000,6.9715,2.999,-0.019725917994034562,False,False
3.496973538772496,125,Conservative,1000,7.0115,3.0,-0.006508766143851576,False,True
3.5125441008980105,126,Aggressive,1000,6.9665,3.0,-0.016073133517694082,False,False
3.5195873092973757,127,Conservative,1000,7.0125,3.0,-0.006478328898933373,False,True
3.5198024031563,128,Aggressive,1000,6.964,3.0,-0.01707610419361577,False,False
3.525605053477138,129,Aggressive,1000,6.9615,3.0,-0.018099624016567097,False,False
3.556410940486342,130,Aggressive,1000,6.959,3.0,-0.019106900633629072,False,False
3.562084044016451,130,Progressive,1000,6.9725,2.999,-0.01964969745919572,False,True
3.5807325277988786,131,Balanced,1000,6.994,2.999,-0.008759277837318094,False,True
3.5814386610149835,132,Conservative,1000,7.0135,3.0,-0.006323294422508231,False,True
3.594450527148671,133,Opportunistic,1000,6.9635,3.0,-0.02100898073696723,False,False
3.660823556604375,133,Progressive,1000,6.9735,2.999,-0.019426762224440203,False,True
3.6895590448470457,133,Opportunistic,1000,6.9645,3.0,-0.020878863426389713,False,True
3.7431936050383547,133,Aggressive,1000,6.96,3.0,-0.019025502433603358,False,True
3.7445108182975235,134,Balanced,1000,6.9915,2.999,-0.009812062341405322,False,False
3.8096158217564877,135,Aggressive,1000,6.9575,3.0,-0.020076629515608218,False,False
3.823958182052472,136,Balanced,1000,6.989,2.999,-0.01085055412692314,False,False
3.8434456534252393,137,Progressive,1000,6.971,2.999,-0.020481124165817932,False,False
3.8485999336089907,138,Conservative,1000,7.0145,3.0,-0.006272972420447042,False,True
3.880461160777988,139,Progressive,1000,6.972,2.999,-0.020407120825393428,False,True
3.920901667175468,139,Opportunistic,1000,6.9655,3.0,-0.020826251932342103,False,True
3.9386543240024965,139,Conservative,1000,7.0155,3.0,-0.0062236520787022215,False,True
3.9459089027955376,139,Opportunistic,1000,6.9665,3.0,-0.020691057923710746,False,True
3.946773088604759,140,Progressive,1000,6.973,2.999,-0.02022641380636663,False,True
3.971071000245678,141,Conservative,1000,7.0165,3.0,-0.006147389230990884,False,True
3.979944996815259,142,Aggressive,1000,6.955,3.0,-0.021082367687691245,False,False
3.9880755467778806,143,Progressive,1000,6.9705,2.999,-0.021253236923961864,False,False
4.01349559708512,144,Aggressive,1000,6.9525,3.0,-0.022093358081103888,False,False
4.034343413843881,145,Conservative,1000,7.0175,3.0,-0.006128313039242448,False,True
4.045478158771728,146,Aggressive,1000,6.95,3.0,-0.023132700278385366,False,False
4.073255775611399,147,Aggressive,1000,6.951,3.0,-0.022941491659448175,False,True
4.0774634373045595,147,Conservative,1000,7.0185,3.0,-0.00612072246968345,False,True
4.079584370169805,148,Opportunistic,1000,6.9675,3.0,-0.02061167247196973,False,True
4.107029007455701,149,Balanced,1000,6.99,2.999,-0.010827400308559252,False,True
4.108663920125858,150,Progressive,1000,6.9715,2.999,-0.021210208305912356,False,True
4.112325144583623,151,Balanced,1000,6.991,2.999,-0.010761052086685893,False,True
4.1423026603661794,152,Progressive,1000,6.969,2.999,-0.022252620037499223,False,False
4.147758571111857,152,Aggressive,1000,6.952,3.0,-0.022845144090480572,False,True
4.151713832409772,152,Aggressive,1000,6.953,3.0,-0.022781466997143673,False,True
4.171750577135211,153,Balanced,1000,6.9885,2.999,-0.011799123874474014,False,False
4.191576926710232,154,Balanced,1000,6.986,2.999,-0.012854450727239293,False,False
4.191956807559763,155,Conservative,1000,7.0195,3.0,-0.00607031194435853,False,True
4.201145953316228,156,Aggressive,1000,6.9505,3.0,-0.023794692832034413,False,False
4.224196392620293,157,Opportunistic,1000,6.965,3.0,-0.021630310045810404,False,False
4.227988305423177,158,Aggressive,1000,6.948,3.0,-0.024804473395671597,False,False
4.270245806097119,158,Conservative,1000,7.0205,3.0,-0.006040875999216302,False,True
4.287781024542391,159,Conservative,1000,7.0215,3.0,-0.0060013317355384664,False,True
4.2925655644188705,160,Conservative,1000,7.019,3.0,-0.007090744516038135,False,False
4.298163887154262,161,Balanced,1000,6.9835,2.999,-0.01391114648808624,False,False
4.343110166664377,162,Opportunistic,1000,6.9625,3.0,-0.022647567038578592,False,False
4.372650758623568,162,Balanced,1000,6.9845,2.999,-0.013775879615269791,False,True
4.385098041728181,163,Balanced,1000,6.9855,2.999,-0.013683990375536961,False,True
4.389687072654995,164,Progressive,1000,6.97,2.999,-0.02222689513537566,False,True
4.414667028929834,165,Aggressive,1000,6.9455,3.0,-0.025846528285718384,False,False
4.449006043107163,166,Opportunistic,1000,6.96,3.0,-0.023653742418881563,False,False
4.513616755549616,167,Progressive,1000,6.9675,2.999,-0.023257838711706478,False,False
4.520508659430186,168,Balanced,1000,6.983,2.999,-0.014848002653281988,False,False
4.536252171619571,168,Balanced,1000,6.984,2.999,-0.014777915317112682,False,True
4.554491157714796,169,Balanced,1000,6.9815,2.999,-0.015897459198872994,False,False
4.554837282899826,170,Balanced,1000,6.979,2.999,-0.016972594618248533,False,False
4.555183180994882,171,Conservative,1000,7.02,3.0,-0.007053486467109149,False,True
4.5699310834147315,172,Opportunistic,1000,6.9575,3.0,-0.024774199545997327,False,False
4.570686375771489,173,Progressive,1000,6.965,2.999,-0.024311918124621905,False,False
4.587139435167055,173,Opportunistic,1000,6.9585,3.0,-0.024647712052410484,False,True
4.594521831020621,174,Opportunistic,1000,6.956,3.0,-0.02574857919186606,False,False
4.598367013132731,175,Progressive,1000,6.9625,2.999,-0.02548282927752358,False,False
4.60250349748125,176,Aggressive,1000,6.943,3.0,-0.026860972876868006,False,False
4.604919598277898,177,Progressive,1000,6.9635,2.999,-0.025371904194626194,False,True
4.6171095513525495,178,Balanced,1000,6.9765,2.999,-0.01810221590697926,False,False
4.620269624406741,179,Conservative,1000,7.021,3.0,-0.006997229157698319,False,True
4.621867791578412,180,Aggressive,1000,6.944,3.0,-0.026815172407725726,False,True
4.634869615774962,181,Opportunistic,1000,6.9535,3.0,-0.026812466462225223,False,False
4.6903521973663835,182,Opportunistic,1000,6.951,3.0,-0.0278758636916963,False,False
4.697135773935464,183,Conservative,1000,7.022,3.0,-0.006954711157023919,False,True
4.710780061793115,184,Conservative,1000,7.023,3.0,-0.006945296247906541,False,True
4.730479316796364,185,Balanced,1000,6.9775,2.999,-0.018052906796559534,False,True
4.7420071987407555,186,Progressive,1000,6.961,2.999,-0.026420216995060235,False,False
4.810218856423411,187,Balanced,1000,6.9785,2.999,-0.0179065725715664,False,True
4.811582049176443,188,Aggressive,1000,6.9415,3.0,-0.027834553163123714,False,False
4.824462056331872,188,Progressive,1000,6.962,2.999,-0.02634469981120022,False,True
4.828107203010228,189,Opportunistic,1000,6.9485,3.0,-0.028943705880651056,False,False
4.834260282805177,190,Aggressive,1000,6.939,3.0,-0.028899947157519777,False,False
4.841091345657608,191,Opportunistic,1000,6.946,3.0,-0.030009185689263494,False,False
4.863807188509137,192,Conservative,1000,7.024,3.0,-0.0068783696499551145,False,True
4.876777602949632,193,Opportunistic,1000,6.947,3.0,-0.02991710006983508,False,True
4.887062780494398,194,Aggressive,1000,6.9365,3.0,-0.02992980571047915,False,False
4.931792331598378,194,Conservative,1000,7.025,3.0,-0.006846954455450262,False,True
4.948692475908432,195,Aggressive,1000,6.934,3.0,-0.030950146077917195,False,False
4.984334335369338,195,Opportunistic,1000,6.9445,2.999,-0.03090296528690524,True,False
5.019604708901173,196,Balanced,1000,6.9795,2.999,-0.01769948847557705,False,True
5.020991390577909,197,Balanced,1000,6.9805,2.999,-0.017585027688626808,False,True
5.046519515681318,198,Opportunistic,1000,6.9455,2.999,-0.030715720645077355,False,True
5.053536059499968,199,Balanced,1000,6.978,2.999,-0.01862051306853667,False,False
5.060768882962305,200,Balanced,1000,6.979,2.999,-0.01857055323610868,False,True
5.065362697498455,200,Progressive,1000,6.963,2.999,-0.026258468121238415,False,True
5.074766121777404,200,Opportunistic,1000,6.9465,2.999,-0.030603364332939316,False,True
5.123165397677136,200,Conservative,1000,7.026,3.0,-0.006782154321573266,False,True
5.152767249339178,200,Balanced,1000,6.98,2.999,-0.01844945264527185,False,True
5.157037225242427,201,Balanced,1000,6.9775,2.999,-0.019480964326416994,False,False
5.158582358480153,202,Progressive,1000,6.9605,2.999,-0.027281334994137388,False,False
5.159677259611633,203,Aggressive,1000,6.9315,3.0,-0.031966940269232365,False,False
5.164550353343194,204,Opportunistic,1000,6.944,2.999,-0.03164149126027869,False,False
5.183144339380911,205,Opportunistic,1000,6.9415,2.999,-0.03270787304953015,False,False
5.230930755211068,206,Aggressive,1000,6.929,3.0,-0.03297208425705488,False,False
5.248883388166612,207,Opportunistic,1000,6.9425,2.999,-0.032645396278556324,False,True
5.260161539835271,208,Aggressive,1000,6.93,3.0,-0.03289679383330601,False,True
5.261395945709541,209,Progressive,1000,6.958,2.999,-0.028372727771660885,False,False
5.293217707924172,210,Conservative,1000,7.027,3.0,-0.006631000610561995,False,True
5.300553941918865,211,Balanced,1000,6.9785,2.999,-0.019420866467610567,False,True
5.33248067480553,212,Opportunistic,1000,6.94,2.999,-0.03370164482345856,False,False
5.343174455863585,213,Conservative,1000,7.028,3.0,-0.00661924861661666,False,True
5.353209971674814,214,Balanced,1000,6.9795,2.999,-0.019235268872273614,False,True
5.3556833292455055,214,Aggressive,1000,6.9275,2.999,-0.03372225165442086,True,False
5.372632891760245,215,Progressive,1000,6.9555,2.999,-0.02944845783670594,False,False
5.388403376013046,216,Balanced,1000,6.977,2.999,-0.020325775558659838,False,False
5.3904834361917136,216,Opportunistic,1000,6.941,2.999,-0.0335324698400724,False,True
5.391276148398403,216,Conservative,1000,7.029,3.0,-0.006588232002540312,False,True
5.450652397693379,217,Aggressive,1000,6.925,2.999,-0.034746137865545326,False,False
5.452816287593922,218,Conservative,1000,7.03,3.0,-0.00651749995766376,False,True
5.453315806108971,219,Aggressive,1000,6.9225,2.999,-0.03576542892921296,False,False
5.457555689269314,220,Opportunistic,1000,6.9385,2.999,-0.03454150457617054,False,False
5.461877714960802,221,Conservative,1000,7.031,3.0,-0.00649363339338896,False,True
5.477490827007812,222,Aggressive,1000,6.92,2.999,-0.03680395254267613,False,False
5.502284322549385,223,Opportunistic,1000,6.936,2.999,-0.03561290957204777,False,False
5.503068047621208,224,Progressive,1000,6.9565,2.999,-0.02916908583096206,False,True
5.506139332198146,224,Aggressive,1000,6.921,2.999,-0.03651874489675937,False,True
5.533167516941828,225,Balanced,1000,6.978,2.999,-0.020160836760833308,False,True
5.533367684544055,226,Opportunistic,1000,6.9335,2.999,-0.03666540067892126,False,False
5.549335477039343,227,Progressive,1000,6.954,2.999,-0.030276017270690864,False,False
5.557113188662543,228,Aggressive,1000,6.9185,2.999,-0.03753000520853195,False,False
5.619278152741533,229,Progressive,1000,6.9515,2.999,-0.031333240256404535,False,False
5.634669133729466,230,Aggressive,1000,6.916,2.999,-0.03854488527353976,False,False
5.636605706479879,231,Balanced,1000,6.9755,2.999,-0.021230576432982193,False,False
5.655192255320067,232,Conservative,1000,7.032,3.0,-0.006468253176625445,False,True
5.660166466863951,233,Opportunistic,1000,6.931,2.999,-0.037684327953460696,False,False
5.705882336641083,234,Progressive,1000,6.949,2.999,-0.03240008453204691,False,False
5.731257175598456,235,Opportunistic,1000,6.932,2.999,-0.037617320560347806,False,True
5.751095228848055,235,Opportunistic,1000,6.933,2.999,-0.03756705298060984,False,True
5.769725817367807,236,Aggressive,1000,6.9135,2.999,-0.03959387788172237,False,False
5.776245638623918,236,Progressive,1000,6.95,2.999,-0.03217345267307258,False,True
5.789123882932983,237,Conservative,1000,7.0295,3.0,-0.007584627051772531,False,False
5.869107614313955,238,Conservative,1000,7.0305,3.0,-0.0075498758458334,False,True
5.878422454069597,239,Progressive,1000,6.9475,2.999,-0.03320544720613686,False,False
5.880262013037455,240,Progressive,1000,6.9485,2.999,-0.03315469428308304,False,True
5.919075369847623,241,Balanced,1000,6.9765,2.999,-0.021178383867382692,False,True
5.924651772352508,242,Progressive,1000,6.9495,2.999,-0.033135748684183584,False,True
5.929004724039575,243,Balanced,1000,6.9775,2.999,-0.021103881854300656,False,True
5.93796905222002,244,Progressive,1000,6.947,2.999,-0.034340821571805624,False,False
5.948180918588187,245,Progressive,1000,6.948,2.999,-0.03428055177405693,False,True
5.9519211466793855,246,Aggressive,1000,6.911,2.999,-0.040600902636353006,False,False
5.959944889899908,247,Opportunistic,1000,6.9305,2.999,-0.03859827697955019,False,False
5.968249990838823,248,Conservative,1000,7.0315,3.0,-0.007530306060483728,False,True
5.969862778568137,249,Balanced,1000,6.975,2.999,-0.0221614192519355,False,False
5.9960283354386545,249,Progressive,1000,6.949,2.999,-0.03423091836943229,False,True
6.007470888267352,249,Balanced,1000,6.976,2.999,-0.02213729990540123,False,True
6.025517269889483,250,Progressive,1000,6.9465,2.999,-0.03532029602662285,False,False
6.038854904928818,251,Opportunistic,1000,6.928,2.999,-0.03966653799740201,False,False
6.039613141938959,251,Balanced,1000,6.977,2.999,-0.022101148554570235,False,True
6.047121508525199,252,Progressive,1000,6.944,2.999,-0.03636446723079951,False,False
6.0698562949918555,253,Aggressive,1000,6.9085,2.999,-0.04161691735690962,False,False
6.092861173620732,254,Balanced,1000,6.9745,2.999,-0.02315993219211461,False,False
6.097444296562435,255,Opportunistic,1000,6.9255,2.999,-0.040682699513275355,False,False
