Time,strategy,avg_profit
0.0,Aggressive,0.0
0.0,Balanced,0.0
0.0,Opportunistic,0.0
0.0,Conservative,0.0
0.0,Cyclic,0.0
0.05,Opportunistic,-0.0007642324828618067
0.05,Cyclic,-0.0008603022951321235
0.05,Conservative,-0.0002351511544550449
0.05,Aggressive,-0.000918126412761512
0.05,Balanced,-0.0004885421862676169
0.1,Cyclic,-0.0018341375379656419
0.1,Opportunistic,-0.0014926455867817026
0.1,Aggressive,-0.0016858450864265658
0.1,Conservative,-0.0005056300999951662
0.1,Balanced,-0.0009845011122178544
0.15,Aggressive,-0.002388098755529252
0.15,Balanced,-0.001586825367272214
0.15,Conservative,-0.0007313224411352698
0.15,Cyclic,-0.0026188338687578878
0.15,Opportunistic,-0.002164136123767459
0.2,Opportunistic,-0.0028309404123629746
0.2,Conservative,-0.0008401512985684309
0.2,Balanced,-0.002120070020646
0.2,Aggressive,-0.00351893644117518
0.2,Cyclic,-0.003642307874241636
0.25,Conservative,-0.0010737476350330744
0.25,Balanced,-0.0029209214346306855
0.25,Cyclic,-0.004545764028577601
0.25,Opportunistic,-0.003525508916622797
0.25,Aggressive,-0.00450493940104949
0.3,Opportunistic,-0.004053096643329879
0.3,Aggressive,-0.005793362491867637
0.3,Conservative,-0.001155374823333214
0.3,Balanced,-0.00347211698928329
0.3,Cyclic,-0.005430412796311663
0.35,Aggressive,-0.006695188354117658
0.35,Conservative,-0.0014055683869025242
0.35,Balanced,-0.004114234272047629
0.35,Opportunistic,-0.004564974710328977
0.35,Cyclic,-0.006308653770687034
0.4,Aggressive,-0.007580560350946788
0.4,Conservative,-0.001474000138692026
0.4,Balanced,-0.004832040847774805
0.4,Opportunistic,-0.004995704504928728
0.4,Cyclic,-0.0070967097252391835
0.45,Aggressive,-0.008663199396198267
0.45,Balanced,-0.005455504612126618
0.45,Conservative,-0.0016614990203500063
0.45,Cyclic,-0.007935997006075056
0.45,Opportunistic,-0.0057323823772248515
0.5,Balanced,-0.005889332122434699
0.5,Conservative,-0.00181816790336585
0.5,Cyclic,-0.008761052217219512
0.5,Aggressive,-0.009819171746073335
0.5,Opportunistic,-0.006244104274598288
0.55,Cyclic,-0.00984889397612407
0.55,Aggressive,-0.010764014440782302
0.55,Opportunistic,-0.006858358199325098
0.55,Conservative,-0.00197190719646023
0.55,Balanced,-0.006560663435759851
0.6,Balanced,-0.00709554194139067
0.6,Cyclic,-0.010732294774484025
0.6,Aggressive,-0.011567530979813738
0.6,Conservative,-0.002172093332472098
0.6,Opportunistic,-0.0074169295181219334
0.65,Conservative,-0.0023105644175027084
0.65,Opportunistic,-0.008072591175628167
0.65,Cyclic,-0.011241314948460986
0.65,Balanced,-0.007599203019764621
0.65,Aggressive,-0.012513535463291809
0.7,Cyclic,-0.012142285709496105
0.7,Balanced,-0.008268231394750058
0.7,Conservative,-0.0024036659889801436
0.7,Opportunistic,-0.008723374459429703
0.7,Aggressive,-0.013333134267113855
0.75,Conservative,-0.002490884669719974
0.75,Cyclic,-0.012967440621896274
0.75,Balanced,-0.008760506473903272
0.75,Opportunistic,-0.009399664912231894
0.75,Aggressive,-0.01432417141141475
0.8,Conservative,-0.0025414906678505557
0.8,Opportunistic,-0.010188367008460293
0.8,Balanced,-0.009465973540811226
0.8,Aggressive,-0.01533160580076982
0.8,Cyclic,-0.01384747082105065
0.85,Cyclic,-0.014735137600449547
0.85,Balanced,-0.010124042914779459
0.85,Opportunistic,-0.01082349229546933
0.85,Aggressive,-0.016278067568330657
0.85,Conservative,-0.0026936016638183418
0.9,Conservative,-0.002849996886684792
0.9,Cyclic,-0.015910345846451707
0.9,Opportunistic,-0.011363978270280864
0.9,Aggressive,-0.017055521984171682
0.9,Balanced,-0.010700432610477793
0.95,Opportunistic,-0.012060163713279257
0.95,Cyclic,-0.01682015014661303
0.95,Balanced,-0.011043469393389668
0.95,Aggressive,-0.01777261177616828
0.95,Conservative,-0.0030124909635267337
1.0,Cyclic,-0.01747857269584327
