Time,strategy,fog_count,avg_reputation,avg_profit,avg_honesty,audit_type,audit_result
0,Aggressive,1000,7,0,nan
0,Conservative,1000,7,0,nan
0,Balanced,1000,7,0,nan
0,Cyclic,1000,7,0,nan
0,Opportunistic,1000,7,0,nan
0.003001444629459635,Balanced,1000,7.001,8.803918427750724e-05,0.48873731765110984,False,True
0.02307426344053441,Conservative,1000,7.001,4.790582684359279e-05,0.8337578052557404,False,True
0.03165784459013424,Opportunistic,1000,6.997,-0.001025407952260589,0.42017291084016595,False,False
0.036646755820153254,Balanced,1000,6.998,-0.0009434358938648124,0.48873658745660803,False,False
0.037365718829384206,Balanced,1000,6.999,-0.0008663811483669121,0.4889695348364772,False,True
0.041223284491603084,Aggressive,1000,7.001,0.00010535725482625403,0.16626408955199204,False,True
0.041235348130660675,Conservative,1000,7.002,0.00010823574207456144,0.8338490254262753,False,True
0.049645679778565696,Aggressive,1000,6.998,-0.0009006113281552403,0.16608589665836934,False,False
0.058108614811661664,Opportunistic,1000,6.994,-0.0020487692978120586,0.4204564945326633,False,False
0.06291829320967858,Balanced,1000,6.996,-0.0019046434478727256,0.48884937279390434,False,False
0.063067071619625,Opportunistic,1000,6.991,-0.003086959049973987,0.4206839925478096,False,False
0.07921563070636531,Opportunistic,1000,6.988,-0.004123065682628384,0.42097670887085803,False,False
0.09335508963230012,Conservative,1000,7.003,0.00019494316213945152,0.8339624026031974,False,True
0.10577000762523672,Cyclic,1000,6.997,-0.0010022100006737346,0.16414351195998533,False,False
0.1121230794535961,Aggressive,1000,6.995,-0.0019096694336308317,0.16614675344108418,False,False
0.11977647466269681,Aggressive,1000,6.992,-0.002929518605045854,0.16626081952591293,False,False
0.12979265511272683,Opportunistic,1000,6.989,-0.004053848535096181,0.4212513211899942,False,True
0.1435358012916239,Cyclic,1000,6.994,-0.0020269505880406873,0.16425083603757945,False,False
0.14653255645248184,Balanced,1000,6.993,-0.0029280679021154274,0.48930151795409355,False,False
0.1654170819704523,Cyclic,1000,6.991,-0.003035246790661808,0.16415132826984624,False,False
0.17228367625460017,Aggressive,1000,6.989,-0.003945082239060781,0.1662353980524959,True,False
0.17338969786044223,Aggressive,1000,6.986,-0.004958033766390166,0.16627354663844238,False,False
0.18311778312885477,Cyclic,1000,6.988,-0.004067820544585514,0.1642663094987039,False,False
0.1898288671132717,Conservative,1000,7.004,0.0002452628279314615,0.834452049410482,False,True
0.19153653338789264,Balanced,1000,6.99,-0.003972335268651615,0.4895596665724406,False,False
0.2135783273139319,Conservative,1000,7.005,0.00027863437597139826,0.8344996724547702,False,True
0.22374791183084355,Conservative,1000,7.006,0.0003253412737616426,0.8344220731919493,False,True
0.2380925026387093,Cyclic,1000,6.985,-0.005087163292538513,0.1641016959822125,True,False
0.24563939394760806,Balanced,1000,6.991,-0.003922415124658143,0.4897627944162739,False,True
0.24802247888203313,Cyclic,1000,6.986,-0.004997369249027292,0.16419079543070278,False,True
0.28464412001234574,Balanced,1000,6.992,-0.0038268196747863275,0.4894362039931895,False,True
0.2847418947639913,Conservative,1000,7.007,0.0003713833898042873,0.8344143916802832,False,True
0.2862995705327242,Opportunistic,1000,6.986,-0.0050860717020317445,0.4210076860192365,False,False
0.29340917639029324,Conservative,1000,7.008,0.00041377322107673107,0.8344918195364643,False,True
0.2950749870391284,Conservative,1000,7.005,-0.0006736196672830097,0.8344528946593082,True,False
0.29939113452778193,Cyclic,1000,6.987,-0.004885854138429146,0.1639067531420535,False,True
0.31994963470208837,Aggressive,1000,6.983,-0.005969214251155136,0.16622002709768985,False,False
0.34054144259212116,Cyclic,1000,6.988,-0.004784120304475197,0.16389100542581303,False,True
0.34654868437882774,Opportunistic,1000,6.983,-0.006132823078948447,0.4211463980379146,False,False
0.35681343512557206,Conservative,1000,7.006,-0.0006384498387251112,0.8340642665553695,False,True
0.3718061012076509,Cyclic,1000,6.985,-0.0057974696001455136,0.1636928214490273,False,False
0.3749175495867215,Balanced,1000,6.989,-0.004856494786974651,0.48962595084734734,False,False
0.3836282444157946,Opportunistic,1000,6.98,-0.0071673079839570854,0.4213220045834345,False,False
0.3872970091918933,Balanced,1000,6.99,-0.004773327734643759,0.4897362822759228,False,True
0.39883532204558414,Aggressive,1000,6.98,-0.006976652277971138,0.16628698067532577,False,False
0.4208739410411931,Cyclic,1000,6.982,-0.006803072428503456,0.16370611280678316,False,False
0.4387296071716078,Opportunistic,1000,6.977,-0.008218396969812292,0.42175293447970547,False,False
0.4517434589354287,Balanced,1000,6.987,-0.005819154342337055,0.489667765727168,False,False
0.45243723221475246,Opportunistic,1000,6.974,-0.009270498736284126,0.4218425602223322,False,False
0.4566068047579107,Opportunistic,1000,6.971,-0.010284063521077805,0.421755650055136,False,False
0.462698562764585,Balanced,1000,6.984,-0.006884677254897629,0.4899253615894382,False,False
0.46560040682260495,Aggressive,1000,6.977,-0.007996110042369798,0.16623460728081607,False,False
0.48562300198015157,Aggressive,1000,6.974,-0.009004473676687318,0.16612025569228558,False,False
0.5181805875915085,Conservative,1000,7.007,-0.0005869046975243774,0.8340347791325137,False,True
0.5380694448532272,Opportunistic,1000,6.972,-0.0101825714091865,0.4225020357431376,False,True
0.5395852894349474,Aggressive,1000,6.971,-0.010025431417952806,0.1661041975137084,False,False
0.5737229364286893,Conservative,1000,7.008,-0.0005175959877814273,0.8340189109025231,False,True
0.5775582180109196,Balanced,1000,6.981,-0.007910330202212016,0.48968181652864573,False,False
0.5932619054492831,Conservative,1000,7.009,-0.0004751965338694397,0.8343097146511012,False,True
0.6167177315092657,Conservative,1000,7.01,-0.00043927923735511776,0.8343507869531706,False,True
0.6186426401425112,Aggressive,1000,6.968,-0.011056868305289033,0.1662683859025749,False,False
0.6211779665121471,Balanced,1000,6.982,-0.007827391314442973,0.4900325118117356,False,True
0.626815986590958,Aggressive,1000,6.969,-0.010946624561058502,0.16614609173349584,False,True
