Time,strategy,fog_count,avg_reputation,avg_profit,avg_honesty,audit_type,audit_result
0,Aggressive,1000,7,0,nan
0,Conservative,1000,7,0,nan
0,Balanced,1000,7,0,nan
0,Cyclic,1000,7,0,nan
0,Opportunistic,1000,7,0,nan
0.00847341188729963,Conservative,1000,7.001,4.4302760541904184e-05,0.8306225503539294,False,True
0.02825324753048723,Opportunistic,1000,6.997,-0.001049404063195494,0.4226503225307909,False,False
0.04995471955292514,Opportunistic,1000,6.994,-0.002104639402800711,0.42277684811332256,False,False
0.051619043304107756,Balanced,1000,6.997,-0.0010412475706731402,0.4907850430334753,False,False
0.052266946831436276,Aggressive,1000,6.997,-0.0010157988018292326,0.1685368784516121,False,False
0.0701106224299835,Cyclic,1000,6.997,-0.0010331829347611868,0.16900921033249347,False,False
0.09836046474075777,Aggressive,1000,6.994,-0.0020198782143890544,0.16872818179401122,False,False
0.11205547787301517,Opportunistic,1000,6.991,-0.003166352630223273,0.4227830681459939,True,False
0.11289114196490826,Conservative,1000,7.002,9.506115850822994e-05,0.8307119781264471,False,True
0.1290457236970313,Opportunistic,1000,6.992,-0.0030684404146703254,0.42276308330489293,False,True
0.13239765224596123,Opportunistic,1000,6.989,-0.004102451894874098,0.4225793269142797,False,False
0.13927282528526636,Balanced,1000,6.998,-0.0009521240262635855,0.49084845327375437,False,True
0.15103135285315844,Conservative,1000,7.003,0.00013903562888666076,0.8308450751682706,False,True
0.16419323175280567,Cyclic,1000,6.994,-0.0020364866267951857,0.16876181816934208,False,False
0.1683989618254048,Cyclic,1000,6.991,-0.0030618900202367422,0.16898283037619882,False,False
0.17825907223250692,Cyclic,1000,6.992,-0.0029572498546169054,0.16897957359083085,False,True
0.18371061491567295,Cyclic,1000,6.989,-0.00399491857497772,0.16884376801132006,False,False
0.18432638030241,Opportunistic,1000,6.986,-0.00515592575680789,0.4230035169124942,False,False
0.207724469786754,Conservative,1000,7.004,0.00018696732062134026,0.8307131423936832,False,True
0.2129483266418354,Opportunistic,1000,6.983,-0.006217060316538199,0.4230334326715152,False,False
0.21857966845452792,Conservative,1000,7.005,0.00022576873103321126,0.8307562676136384,False,True
0.22381049911798476,Cyclic,1000,6.986,-0.00500567595187317,0.16854618440745725,False,False
0.23056374409527208,Balanced,1000,6.999,-0.0008978376244376563,0.4909724584254844,False,True
0.2369177372352922,Conservative,1000,7.006,0.00027798045224691845,0.830651705216502,False,True
0.2409366396301278,Aggressive,1000,6.991,-0.0030303956787013906,0.16874750447380935,False,False
0.2612450224599496,Conservative,1000,7.007,0.0003566338011552013,0.8306454876527515,False,True
0.26212683618819466,Conservative,1000,7.004,-0.000733101695668088,0.8308810134560471,False,False
0.26295523083966715,Conservative,1000,7.005,-0.00069923543785813,0.8309325537032394,False,True
0.2678329450766852,Aggressive,1000,6.988,-0.004035792931699458,0.16878574492152934,False,False
0.2803940422605848,Conservative,1000,7.006,-0.0006574031831941278,0.8306811981549571,False,True
0.2906756619713205,Opportunistic,1000,6.98,-0.007256191029869189,0.4231704001533267,False,False
0.29249718840748173,Conservative,1000,7.007,-0.0006137575002190161,0.8307454988591281,False,True
0.2952038726066946,Balanced,1000,6.996,-0.0019403922460981028,0.4908329114213176,False,False
0.29706779300164565,Aggressive,1000,6.985,-0.005065686421475085,0.16880348006830231,False,False
0.2975040440902331,Conservative,1000,7.008,-0.0005788011896769083,0.8308102636550311,False,True
0.3048858467403359,Opportunistic,1000,6.977,-0.008296204901769091,0.42320195645157177,True,False
0.31179757138311204,Aggressive,1000,6.982,-0.006077500694675438,0.1686944127728472,False,False
0.3199528526780291,Cyclic,1000,6.983,-0.0060208469087907925,0.16850680980667895,False,False
0.3416108073004629,Opportunistic,1000,6.974,-0.009329147265795234,0.4233641861128536,False,False
0.35544497906484,Conservative,1000,7.009,-0.0005340761524179313,0.8306775731518121,False,True
0.358591420711333,Balanced,1000,6.993,-0.0029999129170834474,0.4910578255636477,False,False
0.3705566368252975,Conservative,1000,7.006,-0.0016265103899626308,0.830404046370542,False,False
0.37471418700979275,Cyclic,1000,6.984,-0.0058984861908201805,0.16844604042126335,False,True
0.3986917857396456,Aggressive,1000,6.979,-0.007088345310756717,0.16868768132985537,False,False
0.4317545448516009,Opportunistic,1000,6.975,-0.009233794110847057,0.42394538458694453,False,True
0.43955131414497345,Aggressive,1000,6.976,-0.008093021636709745,0.1688454067231613,False,False
0.451442338171222,Balanced,1000,6.994,-0.0028989714790872883,0.49105591489446426,False,True
0.45481193920457935,Balanced,1000,6.995,-0.0028302852372848494,0.4913906731528833,False,True
0.4579113119634474,Opportunistic,1000,6.976,-0.009137736500649729,0.42379248688777715,False,True
0.4998544393795883,Conservative,1000,7.003,-0.002686494081674283,0.8304277199378614,False,False
0.5117482983225504,Cyclic,1000,6.981,-0.006938082839559629,0.16845034317111693,False,False
0.5122054188671223,Opportunistic,1000,6.977,-0.00905392814622509,0.4239206831603195,False,True
0.5342972178709586,Aggressive,1000,6.973,-0.009093945855643546,0.1688370464400478,False,False
0.534754360489778,Conservative,1000,7.0,-0.0037591673738688663,0.8306843829594859,False,False
0.5364837233664308,Conservative,1000,7.001,-0.0037130501817436243,0.8308088357691839,False,True
0.539814317138414,Conservative,1000,7.002,-0.0036772647053047126,0.830795525115466,False,True
0.5406635457168811,Opportunistic,1000,6.978,-0.008948751008159611,0.423715676729591,False,True
0.5633253372412392,Conservative,1000,7.003,-0.0036432866121453482,0.8305891491110025,False,True
0.5666248123153242,Aggressive,1000,6.97,-0.010130832471689206,0.16900195325794293,False,False
0.5691621086807184,Cyclic,1000,6.978,-0.007947933419680522,0.1681056843157694,False,False
0.5751509605138244,Cyclic,1000,6.975,-0.008956421983225878,0.16820913360446518,False,False
0.5772550314591354,Conservative,1000,7.004,-0.0036074118623142287,0.8303183557632121,False,True
0.5800875549313945,Conservative,1000,7.005,-0.0035651559584957953,0.8301472502136602,False,True
