Time,strategy,fog_count
1.6,Cyclic,999.88
1.6,Aggressive,999.86
1.65,Opportunistic,999.98
1.65,Aggressive,999.86
1.65,Conservative,999.98
1.65,Balanced,999.94
1.65,Cyclic,999.88
1.7,Aggressive,999.86
1.7,Opportunistic,999.98
1.7,Balanced,999.94
1.7,Conservative,999.98
1.7,Cyclic,999.88
1.75,Opportunistic,999.98
1.75,Aggressive,999.86
1.75,Cyclic,999.84
1.75,Conservative,999.98
1.75,Balanced,999.94
1.8,Balanced,999.94
1.8,Cyclic,999.82
1.8,Aggressive,999.86
1.8,Opportunistic,999.98
1.8,Conservative,999.98
1.85,Cyclic,999.82
1.85,Aggressive,999.84
1.85,Opportunistic,999.98
1.85,Balanced,999.94
1.85,Conservative,999.98
1.9,Aggressive,999.84
1.9,Cyclic,999.82
1.9,Conservative,999.98
1.9,Opportunistic,999.98
1.9,Balanced,999.94
1.95,Balanced,999.94
1.95,Aggressive,999.84
1.95,Conservative,999.98
1.95,Opportunistic,999.96
1.95,Cyclic,999.8
2.0,Cyclic,999.78
2.0,Opportunistic,999.96
2.0,Aggressive,999.84
2.0,Balanced,999.94
2.0,Conservative,999.98
2.05,Cyclic,999.76
2.05,Conservative,999.98
2.05,Opportunistic,999.94
2.05,Balanced,999.94
2.05,Aggressive,999.84
2.1,Cyclic,999.72
2.1,Opportunistic,999.92
2.1,Aggressive,999.8
2.1,Balanced,999.94
2.1,Conservative,999.98
2.15,Conservative,999.98
2.15,Cyclic,999.72
2.15,Balanced,999.94
2.15,Opportunistic,999.9
2.15,Aggressive,999.8
2.2,Cyclic,999.72
2.2,Conservative,999.98
2.2,Balanced,999.94
2.2,Aggressive,999.8
2.2,Opportunistic,999.9
2.25,Conservative,999.98
2.25,Cyclic,999.72
2.25,Opportunistic,999.9
2.25,Balanced,999.92
2.25,Aggressive,999.8
2.3,Opportunistic,999.9
2.3,Balanced,999.92
2.3,Aggressive,999.8
2.3,Conservative,999.98
2.3,Cyclic,999.72
2.35,Aggressive,999.8
2.35,Balanced,999.9
2.35,Opportunistic,999.9
2.35,Conservative,999.98
2.35,Cyclic,999.72
2.4,Balanced,999.9
2.4,Opportunistic,999.9
2.4,Cyclic,999.72
2.4,Aggressive,999.78
2.4,Conservative,999.98
2.45,Aggressive,999.76
2.45,Opportunistic,999.86
2.45,Cyclic,999.72
2.45,Balanced,999.9
2.45,Conservative,999.98
2.5,Conservative,999.98
2.5,Opportunistic,999.86
2.5,Cyclic,999.7
2.5,Aggressive,999.76
2.5,Balanced,999.9
2.55,Balanced,999.9
2.55,Conservative,999.98
2.55,Cyclic,999.7
2.55,Aggressive,999.74
2.55,Opportunistic,999.86
2.6,Conservative,999.98
2.6,Cyclic,999.7
2.6,Aggressive,999.72
2.6,Balanced,999.9
2.6,Opportunistic,999.86
2.65,Balanced,999.88
2.65,Conservative,999.98
2.65,Aggressive,999.72
2.65,Opportunistic,999.86
2.65,Cyclic,999.66
2.7,Balanced,999.88
2.7,Aggressive,999.7
2.7,Conservative,999.98
2.7,Opportunistic,999.86
2.7,Cyclic,999.66
2.75,Balanced,999.88
2.75,Aggressive,999.7
2.75,Conservative,999.98
2.75,Opportunistic,999.86
2.75,Cyclic,999.66
2.8,Opportunistic,999.86
2.8,Balanced,999.86
2.8,Aggressive,999.7
2.8,Conservative,999.98
2.8,Cyclic,999.66
2.85,Cyclic,999.66
2.85,Aggressive,999.7
2.85,Opportunistic,999.86
2.85,Conservative,999.98
2.85,Balanced,999.86
2.9,Aggressive,999.7
2.9,Opportunistic,999.86
2.9,Cyclic,999.66
2.9,Conservative,999.98
2.9,Balanced,999.86
2.95,Conservative,999.98
2.95,Opportunistic,999.82
2.95,Balanced,999.86
2.95,Cyclic,999.64
2.95,Aggressive,999.7
3.0,Balanced,999.86
3.0,Cyclic,999.64
3.0,Aggressive,999.7
3.0,Opportunistic,999.8
3.0,Conservative,999.98
3.05,Cyclic,999.64
3.05,Aggressive,999.7
3.05,Conservative,999.98
3.05,Balanced,999.86
3.05,Opportunistic,999.8
3.1,Cyclic,999.6
3.1,Aggressive,999.7
3.1,Opportunistic,999.8
3.1,Balanced,999.86
3.1,Conservative,999.98
3.15,Conservative,999.98
3.15,Cyclic,999.6
3.15,Opportunistic,999.8
3.15,Aggressive,999.68
3.15,Balanced,999.86
3.2,Opportunistic,999.8
3.2,Aggressive,999.68
3.2,Conservative,999.98
3.2,Cyclic,999.6
3.2,Balanced,999.84
3.25,Cyclic,999.6
3.25,Conservative,999.98
3.25,Opportunistic,999.8
3.25,Aggressive,999.68
3.25,Balanced,999.84
3.3,Aggressive,999.62
3.3,Conservative,999.98
3.3,Balanced,999.84
3.3,Cyclic,999.56
3.3,Opportunistic,999.8
3.35,Conservative,999.98
3.35,Cyclic,999.54
3.35,Balanced,999.84
3.35,Aggressive,999.62
3.35,Opportunistic,999.8
3.4,Cyclic,999.52
3.4,Aggressive,999.62
3.4,Balanced,999.84
3.4,Conservative,999.98
3.4,Opportunistic,999.8
3.45,Opportunistic,999.8
3.45,Conservative,999.98
3.45,Cyclic,999.52
3.45,Balanced,999.82
3.45,Aggressive,999.6
3.5,Aggressive,999.56
3.5,Cyclic,999.5
3.5,Conservative,999.98
3.5,Balanced,999.82
3.5,Opportunistic,999.8
3.55,Cyclic,999.48
3.55,Aggressive,999.56
3.55,Conservative,999.98
3.55,Balanced,999.82
3.55,Opportunistic,999.8
3.6,Aggressive,999.56
3.6,Conservative,999.98
3.6,Balanced,999.82
3.6,Opportunistic,999.78
3.6,Cyclic,999.48
3.65,Opportunistic,999.78
3.65,Cyclic,999.46
3.65,Balanced,999.82
3.65,Aggressive,999.56
3.65,Conservative,999.98
3.7,Cyclic,999.46
3.7,Balanced,999.82
3.7,Aggressive,999.54
3.7,Opportunistic,999.76
3.7,Conservative,999.98
3.75,Aggressive,999.54
3.75,Cyclic,999.46
3.75,Balanced,999.82
3.75,Opportunistic,999.76
3.75,Conservative,999.98
3.8,Cyclic,999.46
3.8,Aggressive,999.52
3.8,Balanced,999.8
3.8,Opportunistic,999.74
3.8,Conservative,999.98
3.85,Conservative,999.98
3.85,Opportunistic,999.7
3.85,Balanced,999.78
3.85,Aggressive,999.52
3.85,Cyclic,999.46
3.9,Conservative,999.98
3.9,Opportunistic,999.68
3.9,Balanced,999.78
3.9,Aggressive,999.52
3.9,Cyclic,999.46
3.95,Aggressive,999.5
3.95,Balanced,999.76
3.95,Conservative,999.98
3.95,Cyclic,999.46
3.95,Opportunistic,999.68
4.0,Aggressive,999.48
4.0,Balanced,999.76
4.0,Cyclic,999.44
4.0,Opportunistic,999.68
4.0,Conservative,999.96
4.05,Conservative,999.96
4.05,Opportunistic,999.66
4.05,Balanced,999.76
4.05,Cyclic,999.42
4.05,Aggressive,999.44
4.1,Balanced,999.76
4.1,Cyclic,999.4
4.1,Conservative,999.96
4.1,Opportunistic,999.64
4.1,Aggressive,999.42
4.15,Balanced,999.76
4.15,Aggressive,999.42
4.15,Opportunistic,999.64
4.15,Cyclic,999.4
4.15,Conservative,999.96
4.2,Aggressive,999.42
4.2,Opportunistic,999.62
4.2,Conservative,999.96
4.2,Cyclic,999.36
4.2,Balanced,999.76
4.25,Conservative,999.94
4.25,Aggressive,999.42
4.25,Cyclic,999.36
4.25,Opportunistic,999.62
4.25,Balanced,999.76
4.3,Conservative,999.94
4.3,Cyclic,999.36
4.3,Opportunistic,999.62
4.3,Balanced,999.76
4.3,Aggressive,999.42
4.35,Opportunistic,999.62
4.35,Cyclic,999.36
4.35,Aggressive,999.42
4.35,Conservative,999.94
4.35,Balanced,999.76
4.4,Aggressive,999.42
4.4,Cyclic,999.34
4.4,Opportunistic,999.62
4.4,Balanced,999.74
4.4,Conservative,999.94
4.45,Cyclic,999.32
4.45,Aggressive,999.42
4.45,Opportunistic,999.62
4.45,Conservative,999.94
4.45,Balanced,999.74
4.5,Conservative,999.94
4.5,Aggressive,999.38
4.5,Opportunistic,999.62
4.5,Cyclic,999.3
4.5,Balanced,999.74
4.55,Conservative,999.94
4.55,Cyclic,999.28
4.55,Balanced,999.74
4.55,Aggressive,999.38
4.55,Opportunistic,999.58
4.6,Balanced,999.74
4.6,Conservative,999.94
4.6,Aggressive,999.36
4.6,Opportunistic,999.58
4.6,Cyclic,999.28
4.65,Cyclic,999.28
4.65,Opportunistic,999.58
4.65,Conservative,999.94
4.65,Aggressive,999.34
4.65,Balanced,999.74
4.7,Aggressive,999.34
4.7,Balanced,999.72
4.7,Conservative,999.94
4.7,Opportunistic,999.58
4.7,Cyclic,999.28
4.75,Cyclic,999.28
4.75,Aggressive,999.34
4.75,Conservative,999.94
4.75,Opportunistic,999.58
4.75,Balanced,999.72
4.8,Conservative,999.94
4.8,Balanced,999.7
4.8,Cyclic,999.28
4.8,Opportunistic,999.58
4.8,Aggressive,999.34
4.85,Conservative,999.94
4.85,Opportunistic,999.58
4.85,Cyclic,999.28
4.85,Balanced,999.7
4.85,Aggressive,999.34
4.9,Aggressive,999.34
4.9,Conservative,999.94
4.9,Cyclic,999.26
4.9,Balanced,999.68
4.9,Opportunistic,999.58
4.95,Conservative,999.92
4.95,Balanced,999.68
4.95,Aggressive,999.34
4.95,Opportunistic,999.58
4.95,Cyclic,999.26
5.0,Balanced,999.68
5.0,Cyclic,999.26
5.0,Opportunistic,999.58
5.0,Conservative,999.92
5.0,Aggressive,999.34
5.05,Aggressive,999.34
5.05,Cyclic,999.26
5.05,Balanced,999.68
5.05,Opportunistic,999.58
5.05,Conservative,999.92
5.1,Opportunistic,999.56
5.1,Cyclic,999.26
5.1,Aggressive,999.32
5.1,Conservative,999.9
5.1,Balanced,999.68
5.15,Aggressive,999.32
5.15,Conservative,999.9
5.15,Balanced,999.68
5.15,Cyclic,999.24
5.15,Opportunistic,999.56
5.2,Balanced,999.64
5.2,Cyclic,999.22
5.2,Opportunistic,999.54
5.2,Aggressive,999.3
5.2,Conservative,999.9
5.25,Conservative,999.9
5.25,Opportunistic,999.52
5.25,Balanced,999.62
5.25,Cyclic,999.22
5.25,Aggressive,999.3
5.3,Balanced,999.62
5.3,Opportunistic,999.5
5.3,Cyclic,999.22
5.3,Aggressive,999.28
5.3,Conservative,999.9
5.35,Opportunistic,999.46
5.35,Cyclic,999.2
5.35,Aggressive,999.28
5.35,Balanced,999.62
5.35,Conservative,999.9
5.4,Balanced,999.58
5.4,Cyclic,999.2
5.4,Aggressive,999.28
5.4,Conservative,999.9
5.4,Opportunistic,999.44
5.45,Opportunistic,999.44
5.45,Aggressive,999.28
5.45,Cyclic,999.2
5.45,Conservative,999.9
5.45,Balanced,999.58
5.5,Aggressive,999.28
5.5,Opportunistic,999.44
5.5,Conservative,999.9
5.5,Cyclic,999.18
5.5,Balanced,999.58
5.55,Balanced,999.58
5.55,Aggressive,999.28
5.55,Opportunistic,999.4
5.55,Conservative,999.9
5.55,Cyclic,999.16
5.6,Balanced,999.58
5.6,Conservative,999.9
5.6,Opportunistic,999.4
5.6,Aggressive,999.28
5.6,Cyclic,999.14
5.65,Aggressive,999.26
5.65,Cyclic,999.12
5.65,Conservative,999.9
5.65,Opportunistic,999.4
5.65,Balanced,999.54
5.7,Cyclic,999.1
5.7,Conservative,999.9
5.7,Balanced,999.54
5.7,Aggressive,999.24
5.7,Opportunistic,999.4
5.75,Balanced,999.52
5.75,Opportunistic,999.4
5.75,Conservative,999.9
5.75,Cyclic,999.06
5.75,Aggressive,999.24
5.8,Opportunistic,999.38
5.8,Conservative,999.9
5.8,Cyclic,999.04
5.8,Balanced,999.52
5.8,Aggressive,999.22
5.85,Balanced,999.52
5.85,Opportunistic,999.38
5.85,Conservative,999.9
5.85,Aggressive,999.22
5.85,Cyclic,999.02
5.9,Balanced,999.52
5.9,Opportunistic,999.38
5.9,Aggressive,999.2
5.9,Conservative,999.9
5.9,Cyclic,999.02
5.95,Aggressive,999.2
5.95,Conservative,999.9
5.95,Balanced,999.52
5.95,Opportunistic,999.38
5.95,Cyclic,999.02
6.0,Balanced,999.52
6.0,Cyclic,999.02
6.0,Conservative,999.9
6.0,Opportunistic,999.36
6.0,Aggressive,999.18
6.05,Cyclic,998.98
6.05,Aggressive,999.14
6.05,Conservative,999.9
6.05,Balanced,999.52
6.05,Opportunistic,999.36
6.1,Aggressive,999.14
6.1,Conservative,999.9
6.1,Cyclic,998.96
6.1,Opportunistic,999.36
6.1,Balanced,999.52
6.15,Cyclic,998.92
6.15,Balanced,999.5
6.15,Conservative,999.9
6.15,Opportunistic,999.36
6.15,Aggressive,999.12
6.2,Conservative,999.88
6.2,Balanced,999.48
6.2,Aggressive,999.12
6.2,Cyclic,998.92
6.2,Opportunistic,999.34
6.25,Cyclic,998.92
6.25,Opportunistic,999.32
6.25,Aggressive,999.1
6.25,Conservative,999.88
6.25,Balanced,999.46
6.3,Conservative,999.88
6.3,Cyclic,998.92
6.3,Balanced,999.46
6.3,Aggressive,999.08
6.3,Opportunistic,999.32
6.35,Cyclic,998.92
6.35,Balanced,999.46
6.35,Aggressive,999.06
6.35,Opportunistic,999.3
6.35,Conservative,999.88
6.4,Cyclic,998.92
6.4,Conservative,999.88
6.4,Balanced,999.46
6.4,Aggressive,999.06
6.4,Opportunistic,999.3
6.45,Opportunistic,999.3
6.45,Balanced,999.44
6.45,Cyclic,998.92
6.45,Conservative,999.86
6.45,Aggressive,999.04
6.5,Conservative,999.86
6.5,Opportunistic,999.3
6.5,Balanced,999.42
6.5,Aggressive,999.04
6.5,Cyclic,998.92
6.55,Opportunistic,999.3
6.55,Cyclic,998.92
6.55,Conservative,999.86
6.55,Aggressive,999.02
6.55,Balanced,999.42
6.6,Opportunistic,999.28
6.6,Cyclic,998.9
6.6,Balanced,999.4
6.6,Conservative,999.86
6.6,Aggressive,999.02
6.65,Cyclic,998.9
6.65,Aggressive,999.02
6.65,Balanced,999.4
6.65,Conservative,999.84
6.65,Opportunistic,999.28
6.7,Aggressive,999.02
6.7,Cyclic,998.88
6.7,Conservative,999.84
6.7,Opportunistic,999.28
6.7,Balanced,999.38
6.75,Balanced,999.38
6.75,Aggressive,999.02
6.75,Opportunistic,999.28
6.75,Conservative,999.84
6.75,Cyclic,998.84
6.8,Aggressive,999.02
6.8,Balanced,999.36
6.8,Conservative,999.84
6.8,Opportunistic,999.28
6.8,Cyclic,998.82
6.85,Conservative,999.84
6.85,Cyclic,998.8
6.85,Balanced,999.36
6.85,Aggressive,999.0
6.85,Opportunistic,999.24
6.9,Cyclic,998.78
6.9,Aggressive,999.0
6.9,Balanced,999.36
6.9,Opportunistic,999.22
6.9,Conservative,999.84
6.95,Cyclic,998.76
6.95,Aggressive,999.0
6.95,Balanced,999.36
6.95,Opportunistic,999.22
6.95,Conservative,999.84
7.0,Balanced,999.36
7.0,Conservative,999.84
7.0,Aggressive,998.98
7.0,Opportunistic,999.22
7.0,Cyclic,998.76
7.05,Aggressive,998.98
7.05,Balanced,999.36
7.05,Cyclic,998.7
7.05,Opportunistic,999.22
7.05,Conservative,999.84
7.1,Balanced,999.36
7.1,Opportunistic,999.22
7.1,Aggressive,998.98
7.1,Cyclic,998.68
7.1,Conservative,999.84
7.15,Balanced,999.32
7.15,Opportunistic,999.22
7.15,Aggressive,998.96
7.15,Cyclic,998.68
7.15,Conservative,999.84
7.2,Balanced,999.32
7.2,Opportunistic,999.22
7.2,Conservative,999.84
7.2,Cyclic,998.64
7.2,Aggressive,998.96
7.25,Opportunistic,999.22
7.25,Cyclic,998.62
7.25,Aggressive,998.94
7.25,Conservative,999.82
7.25,Balanced,999.32
7.3,Balanced,999.32
7.3,Opportunistic,999.22
7.3,Aggressive,998.94
7.3,Conservative,999.8
7.3,Cyclic,998.62
7.35,Cyclic,998.62
7.35,Conservative,999.78
7.35,Aggressive,998.94
7.35,Balanced,999.32
7.35,Opportunistic,999.22
7.4,Aggressive,998.94
7.4,Conservative,999.78
7.4,Balanced,999.32
7.4,Opportunistic,999.22
7.4,Cyclic,998.6
7.45,Cyclic,998.6
7.45,Aggressive,998.94
7.45,Balanced,999.32
7.45,Conservative,999.78
7.45,Opportunistic,999.22
7.5,Aggressive,998.92
7.5,Balanced,999.32
7.5,Cyclic,998.6
7.5,Conservative,999.78
7.5,Opportunistic,999.22
7.55,Aggressive,998.9
7.55,Cyclic,998.6
7.55,Conservative,999.78
7.55,Opportunistic,999.22
7.55,Balanced,999.32
7.6,Balanced,999.32
7.6,Cyclic,998.58
7.6,Opportunistic,999.22
7.6,Conservative,999.78
7.6,Aggressive,998.84
7.65,Opportunistic,999.2
7.65,Conservative,999.76
7.65,Cyclic,998.58
7.65,Balanced,999.32
7.65,Aggressive,998.8
7.7,Opportunistic,999.16
7.7,Conservative,999.76
7.7,Cyclic,998.58
7.7,Balanced,999.3
7.7,Aggressive,998.78
7.75,Aggressive,998.78
7.75,Conservative,999.76
7.75,Balanced,999.3
7.75,Cyclic,998.58
7.75,Opportunistic,999.14
7.8,Cyclic,998.58
7.8,Conservative,999.76
7.8,Aggressive,998.72
7.8,Opportunistic,999.14
7.8,Balanced,999.28
7.85,Conservative,999.74
7.85,Cyclic,998.58
7.85,Aggressive,998.7
7.85,Opportunistic,999.14
7.85,Balanced,999.28
7.9,Aggressive,998.66
7.9,Opportunistic,999.14
7.9,Conservative,999.72
7.9,Cyclic,998.54
7.9,Balanced,999.22
7.95,Opportunistic,999.14
7.95,Cyclic,998.5
7.95,Conservative,999.72
7.95,Balanced,999.18
7.95,Aggressive,998.66
8.0,Aggressive,998.66
8.0,Opportunistic,999.14
8.0,Cyclic,998.5
8.0,Balanced,999.18
8.0,Conservative,999.72
8.05,Conservative,999.72
8.05,Aggressive,998.66
8.05,Cyclic,998.48
8.05,Balanced,999.18
8.05,Opportunistic,999.14
8.1,Cyclic,998.46
8.1,Aggressive,998.62
8.1,Opportunistic,999.12
8.1,Conservative,999.72
8.1,Balanced,999.16
8.15,Conservative,999.72
8.15,Balanced,999.16
8.15,Opportunistic,999.12
8.15,Aggressive,998.62
8.15,Cyclic,998.42
8.2,Conservative,999.72
8.2,Cyclic,998.42
8.2,Opportunistic,999.12
8.2,Balanced,999.16
8.2,Aggressive,998.62
8.25,Aggressive,998.58
8.25,Cyclic,998.36
8.25,Opportunistic,999.12
8.25,Conservative,999.72
8.25,Balanced,999.16
8.3,Opportunistic,999.12
8.3,Balanced,999.16
8.3,Aggressive,998.56
8.3,Cyclic,998.34
8.3,Conservative,999.72
8.35,Balanced,999.16
8.35,Opportunistic,999.12
8.35,Aggressive,998.52
8.35,Conservative,999.72
8.35,Cyclic,998.34
8.4,Opportunistic,999.12
8.4,Conservative,999.72
8.4,Aggressive,998.5
8.4,Cyclic,998.34
8.4,Balanced,999.16
8.45,Conservative,999.72
8.45,Cyclic,998.34
8.45,Aggressive,998.48
8.45,Opportunistic,999.08
8.45,Balanced,999.16
8.5,Balanced,999.16
8.5,Conservative,999.72
8.5,Cyclic,998.34
8.5,Aggressive,998.48
8.5,Opportunistic,999.08
8.55,Cyclic,998.34
8.55,Opportunistic,999.08
8.55,Aggressive,998.46
8.55,Conservative,999.72
8.55,Balanced,999.16
8.6,Aggressive,998.46
8.6,Cyclic,998.32
8.6,Balanced,999.16
8.6,Conservative,999.72
8.6,Opportunistic,999.06
8.65,Opportunistic,999.06
8.65,Aggressive,998.42
8.65,Balanced,999.16
8.65,Cyclic,998.3
8.65,Conservative,999.72
8.7,Aggressive,998.4
8.7,Conservative,999.72
8.7,Opportunistic,999.06
8.7,Balanced,999.16
8.7,Cyclic,998.28
8.75,Aggressive,998.36
8.75,Opportunistic,999.02
8.75,Cyclic,998.28
8.75,Conservative,999.7
8.75,Balanced,999.16
8.8,Balanced,999.12
8.8,Aggressive,998.36
8.8,Cyclic,998.28
8.8,Opportunistic,999.0
8.8,Conservative,999.7
8.85,Cyclic,998.28
8.85,Conservative,999.68
8.85,Balanced,999.12
8.85,Aggressive,998.32
8.85,Opportunistic,999.0
8.9,Conservative,999.68
8.9,Balanced,999.12
8.9,Cyclic,998.28
8.9,Aggressive,998.3
8.9,Opportunistic,998.98
8.95,Opportunistic,998.98
8.95,Conservative,999.68
8.95,Balanced,999.12
8.95,Aggressive,998.3
8.95,Cyclic,998.26
9.0,Balanced,999.1
9.0,Conservative,999.68
9.0,Opportunistic,998.96
9.0,Aggressive,998.3
9.0,Cyclic,998.22
9.05,Balanced,999.08
9.05,Aggressive,998.3
9.05,Opportunistic,998.96
9.05,Conservative,999.68
9.05,Cyclic,998.2
9.1,Conservative,999.66
9.1,Opportunistic,998.96
9.1,Aggressive,998.3
9.1,Cyclic,998.16
9.1,Balanced,999.04
9.15,Cyclic,998.08
9.15,Opportunistic,998.96
9.15,Conservative,999.66
9.15,Aggressive,998.28
9.15,Balanced,999.04
9.2,Cyclic,998.08
9.2,Opportunistic,998.94
9.2,Balanced,999.04
9.2,Conservative,999.66
9.2,Aggressive,998.28
9.25,Cyclic,998.08
9.25,Opportunistic,998.94
9.25,Conservative,999.66
9.25,Balanced,999.04
9.25,Aggressive,998.28
9.3,Cyclic,998.08
9.3,Aggressive,998.28
9.3,Balanced,999.04
9.3,Opportunistic,998.92
9.3,Conservative,999.66
9.35,Balanced,999.04
9.35,Conservative,999.66
9.35,Opportunistic,998.9
9.35,Aggressive,998.24
9.35,Cyclic,998.06
9.4,Aggressive,998.22
9.4,Cyclic,998.06
9.4,Conservative,999.66
9.4,Balanced,999.04
9.4,Opportunistic,998.88
9.45,Conservative,999.66
9.45,Cyclic,998.04
9.45,Opportunistic,998.86
9.45,Aggressive,998.18
9.45,Balanced,999.02
9.5,Cyclic,998.02
9.5,Aggressive,998.18
9.5,Conservative,999.66
9.5,Balanced,999.02
9.5,Opportunistic,998.86
9.55,Opportunistic,998.86
9.55,Aggressive,998.18
9.55,Balanced,999.02
9.55,Conservative,999.66
9.55,Cyclic,998.0
9.6,Opportunistic,998.86
9.6,Aggressive,998.18
9.6,Balanced,999.0
9.6,Cyclic,997.98
9.6,Conservative,999.66
9.65,Balanced,999.0
9.65,Opportunistic,998.86
9.65,Conservative,999.66
9.65,Cyclic,997.96
9.65,Aggressive,998.18
9.7,Balanced,999.0
9.7,Aggressive,998.18
9.7,Cyclic,997.96
9.7,Conservative,999.66
9.7,Opportunistic,998.86
9.75,Cyclic,997.9
9.75,Opportunistic,998.86
9.75,Conservative,999.66
9.75,Balanced,998.98
9.75,Aggressive,998.12
9.8,Cyclic,997.82
9.8,Conservative,999.66
9.8,Opportunistic,998.84
9.8,Aggressive,998.1
9.8,Balanced,998.96
9.85,Opportunistic,998.84
9.85,Cyclic,997.8
9.85,Aggressive,998.1
9.85,Balanced,998.96
9.85,Conservative,999.66
9.9,Cyclic,997.8
9.9,Opportunistic,998.82
9.9,Aggressive,998.04
9.9,Balanced,998.94
9.9,Conservative,999.66
9.95,Cyclic,997.78
9.95,Aggressive,998.04
9.95,Balanced,998.94
9.95,Conservative,999.66
9.95,Opportunistic,998.82
10.0,Aggressive,998.04
10.0,Balanced,998.94
10.0,Conservative,999.66
10.0,Cyclic,997.74
10.0,Opportunistic,998.82
