Time,strategy,fog_count
35.0,Opportunistic,89.3
35.0,Balanced,82.48
35.0,Progressive,83.48
35.0,Conservative,99.16
36.0,Aggressive,56.06
36.0,Progressive,82.56
36.0,Balanced,81.36
36.0,Conservative,99.08
36.0,Opportunistic,88.62
37.0,Balanced,80.4
37.0,Aggressive,53.78
37.0,Opportunistic,87.68
37.0,Progressive,81.58
37.0,Conservative,99.0
38.0,Progressive,80.64
38.0,Aggressive,51.74
38.0,Opportunistic,86.88
38.0,Balanced,79.32
38.0,Conservative,98.96
39.0,Balanced,78.38
39.0,Progressive,79.6
39.0,Conservative,98.84
39.0,Aggressive,49.58
39.0,Opportunistic,86.06
40.0,Opportunistic,85.14
40.0,Progressive,78.14
40.0,Conservative,98.74
40.0,Balanced,77.16
40.0,Aggressive,47.6
41.0,Conservative,98.6
41.0,Balanced,76.3
41.0,Aggressive,45.56
41.0,Progressive,77.08
41.0,Opportunistic,84.48
42.0,Conservative,98.54
42.0,Opportunistic,83.32
42.0,Progressive,75.82
42.0,Balanced,75.22
42.0,Aggressive,43.58
43.0,Opportunistic,82.5
43.0,Conservative,98.44
43.0,Balanced,74.26
43.0,Progressive,74.64
43.0,Aggressive,41.46
44.0,Opportunistic,81.82
44.0,Conservative,98.42
44.0,Balanced,73.24
44.0,Progressive,73.52
44.0,Aggressive,39.64
45.0,Opportunistic,81.06
45.0,Aggressive,37.88
45.0,Progressive,72.62
45.0,Balanced,72.12
45.0,Conservative,98.34
46.0,Balanced,71.14
46.0,Progressive,71.64
46.0,Opportunistic,80.14
46.0,Conservative,98.3
46.0,Aggressive,36.32
47.0,Conservative,98.2
47.0,Opportunistic,79.32
47.0,Aggressive,34.7
47.0,Balanced,69.88
47.0,Progressive,70.56
48.0,Opportunistic,78.48
48.0,Progressive,69.38
48.0,Aggressive,33.14
48.0,Conservative,98.18
48.0,Balanced,68.74
49.0,Progressive,68.3
49.0,Aggressive,31.3
49.0,Opportunistic,77.5
49.0,Conservative,98.16
49.0,Balanced,67.44
50.0,Aggressive,29.68
50.0,Balanced,66.28
50.0,Conservative,98.0
50.0,Opportunistic,76.5
50.0,Progressive,67.2
51.0,Conservative,97.96
51.0,Aggressive,28.16
51.0,Opportunistic,75.66
51.0,Balanced,64.84
51.0,Progressive,66.02
52.0,Conservative,97.92
52.0,Balanced,63.68
52.0,Aggressive,26.78
52.0,Opportunistic,74.76
52.0,Progressive,64.84
53.0,Progressive,63.72
53.0,Aggressive,25.16
53.0,Balanced,62.5
53.0,Opportunistic,73.76
53.0,Conservative,97.78
54.0,Aggressive,23.52
54.0,Progressive,62.62
54.0,Balanced,61.42
54.0,Opportunistic,73.04
54.0,Conservative,97.74
55.0,Aggressive,22.32
55.0,Conservative,97.72
55.0,Progressive,61.7
55.0,Opportunistic,72.12
55.0,Balanced,60.42
56.0,Progressive,60.22
56.0,Conservative,97.62
56.0,Opportunistic,71.28
56.0,Aggressive,21.18
56.0,Balanced,59.06
57.0,Opportunistic,70.46
57.0,Progressive,59.22
57.0,Aggressive,19.78
57.0,Balanced,57.96
57.0,Conservative,97.5
58.0,Opportunistic,69.2
58.0,Progressive,58.26
58.0,Balanced,56.98
58.0,Aggressive,18.38
58.0,Conservative,97.48
59.0,Opportunistic,68.18
59.0,Progressive,57.2
59.0,Balanced,55.52
59.0,Conservative,97.38
59.0,Aggressive,17.48
60.0,Aggressive,16.36
60.0,Progressive,55.98
60.0,Balanced,54.54
60.0,Conservative,97.34
60.0,Opportunistic,67.22
61.0,Progressive,54.94
61.0,Balanced,53.64
61.0,Opportunistic,66.18
61.0,Conservative,97.24
61.0,Aggressive,15.42
62.0,Balanced,52.48
62.0,Aggressive,14.56
62.0,Progressive,53.66
62.0,Conservative,97.18
62.0,Opportunistic,65.24
63.0,Conservative,97.1
63.0,Balanced,50.96
63.0,Aggressive,13.72
63.0,Opportunistic,64.3
63.0,Progressive,52.62
64.0,Aggressive,12.9
64.0,Progressive,51.5
64.0,Balanced,49.76
64.0,Opportunistic,63.38
64.0,Conservative,96.94
65.0,Conservative,96.8
65.0,Aggressive,12.28
65.0,Opportunistic,62.5
65.0,Balanced,48.74
65.0,Progressive,50.66
66.0,Aggressive,11.52
66.0,Opportunistic,61.5
66.0,Progressive,49.58
66.0,Balanced,47.62
66.0,Conservative,96.78
67.0,Conservative,96.62
67.0,Balanced,46.66
67.0,Opportunistic,60.46
67.0,Progressive,48.32
67.0,Aggressive,10.64
68.0,Progressive,47.18
68.0,Conservative,96.46
68.0,Balanced,45.54
68.0,Opportunistic,59.88
68.0,Aggressive,9.8
69.0,Opportunistic,58.96
69.0,Balanced,44.56
69.0,Progressive,46.3
69.0,Aggressive,9.14
69.0,Conservative,96.4
70.0,Balanced,43.5
70.0,Opportunistic,58.26
70.0,Aggressive,8.54
70.0,Conservative,96.3
70.0,Progressive,45.14
71.0,Balanced,42.5
71.0,Aggressive,7.92
71.0,Opportunistic,57.62
71.0,Progressive,43.98
71.0,Conservative,96.24
72.0,Conservative,96.08
72.0,Balanced,41.38
72.0,Progressive,43.0
72.0,Aggressive,7.32
72.0,Opportunistic,56.74
73.0,Conservative,95.92
73.0,Aggressive,6.84
73.0,Opportunistic,55.82
73.0,Progressive,42.28
73.0,Balanced,40.28
74.0,Conservative,95.9
74.0,Opportunistic,55.1
74.0,Balanced,39.34
74.0,Progressive,41.38
74.0,Aggressive,6.46
75.0,Progressive,40.56
75.0,Conservative,95.84
75.0,Opportunistic,54.28
75.0,Balanced,38.42
75.0,Aggressive,5.92
76.0,Opportunistic,53.4
76.0,Aggressive,5.36
76.0,Progressive,39.58
76.0,Conservative,95.76
76.0,Balanced,37.5
77.0,Opportunistic,52.7
77.0,Conservative,95.68
77.0,Balanced,36.6
77.0,Aggressive,4.88
77.0,Progressive,38.64
78.0,Progressive,37.82
78.0,Conservative,95.58
78.0,Aggressive,4.68
78.0,Balanced,35.48
78.0,Opportunistic,51.88
79.0,Balanced,34.56
79.0,Progressive,36.8
79.0,Opportunistic,50.84
79.0,Aggressive,4.26
79.0,Conservative,95.52
80.0,Opportunistic,49.82
80.0,Conservative,95.38
80.0,Progressive,36.08
80.0,Balanced,33.66
80.0,Aggressive,3.92
81.0,Balanced,32.64
81.0,Opportunistic,48.88
81.0,Progressive,35.26
81.0,Aggressive,3.62
81.0,Conservative,95.22
82.0,Progressive,34.26
82.0,Opportunistic,48.12
82.0,Conservative,95.08
82.0,Aggressive,3.22
82.0,Balanced,31.8
83.0,Aggressive,2.86
83.0,Balanced,30.78
83.0,Conservative,95.08
83.0,Progressive,33.44
83.0,Opportunistic,47.32
84.0,Conservative,95.02
84.0,Balanced,29.96
84.0,Opportunistic,46.36
84.0,Progressive,32.62
84.0,Aggressive,2.64
85.0,Progressive,31.88
85.0,Aggressive,2.34
85.0,Opportunistic,45.3
85.0,Balanced,28.94
85.0,Conservative,94.98
86.0,Aggressive,2.06
86.0,Opportunistic,44.46
86.0,Progressive,31.02
86.0,Balanced,28.32
86.0,Conservative,94.88
87.0,Progressive,30.2
87.0,Opportunistic,43.76
87.0,Balanced,27.34
87.0,Conservative,94.8
87.0,Aggressive,1.92
88.0,Opportunistic,43.04
88.0,Balanced,26.46
88.0,Aggressive,1.78
88.0,Conservative,94.68
88.0,Progressive,29.44
89.0,Opportunistic,42.24
89.0,Conservative,94.58
89.0,Balanced,25.62
89.0,Progressive,28.64
89.0,Aggressive,1.64
90.0,Progressive,27.96
90.0,Aggressive,1.48
90.0,Balanced,25.02
90.0,Conservative,94.52
90.0,Opportunistic,41.16
91.0,Opportunistic,40.3
91.0,Aggressive,1.36
91.0,Progressive,27.32
91.0,Balanced,24.2
91.0,Conservative,94.36
92.0,Aggressive,1.26
92.0,Balanced,23.56
92.0,Conservative,94.24
92.0,Progressive,26.6
92.0,Opportunistic,39.48
93.0,Opportunistic,38.88
93.0,Conservative,94.12
93.0,Progressive,25.88
93.0,Aggressive,1.02
93.0,Balanced,22.76
94.0,Opportunistic,37.96
94.0,Progressive,25.18
94.0,Balanced,22.12
94.0,Conservative,94.06
94.0,Aggressive,0.94
95.0,Opportunistic,37.22
95.0,Progressive,24.28
95.0,Aggressive,0.8
95.0,Conservative,93.96
95.0,Balanced,21.2
96.0,Conservative,93.76
96.0,Progressive,23.56
96.0,Opportunistic,36.12
96.0,Aggressive,0.7
96.0,Balanced,20.5
97.0,Opportunistic,35.58
97.0,Balanced,19.76
97.0,Conservative,93.64
97.0,Progressive,22.84
97.0,Aggressive,0.66
98.0,Conservative,93.52
98.0,Opportunistic,35.06
98.0,Balanced,19.08
98.0,Progressive,22.04
98.0,Aggressive,0.52
99.0,Conservative,93.44
99.0,Opportunistic,34.26
99.0,Aggressive,0.42
99.0,Balanced,18.46
99.0,Progressive,21.54
100.0,Conservative,93.28
100.0,Opportunistic,33.48
100.0,Aggressive,0.42
100.0,Progressive,20.94
100.0,Balanced,17.78
101.0,Aggressive,0.34
101.0,Conservative,93.14
101.0,Progressive,20.42
101.0,Opportunistic,32.84
101.0,Balanced,17.22
102.0,Aggressive,0.32
102.0,Conservative,92.98
102.0,Progressive,19.82
102.0,Opportunistic,32.14
102.0,Balanced,16.6
103.0,Balanced,16.02
103.0,Aggressive,0.28
103.0,Opportunistic,31.38
103.0,Progressive,19.22
103.0,Conservative,92.88
104.0,Aggressive,0.24
104.0,Opportunistic,30.5
104.0,Conservative,92.7
104.0,Progressive,18.44
104.0,Balanced,15.24
105.0,Progressive,17.88
105.0,Opportunistic,29.82
105.0,Balanced,14.8
105.0,Aggressive,0.18
105.0,Conservative,92.64
106.0,Aggressive,0.12
106.0,Progressive,17.26
106.0,Balanced,14.18
106.0,Opportunistic,29.14
106.0,Conservative,92.52
107.0,Conservative,92.38
107.0,Balanced,13.86
107.0,Opportunistic,28.44
107.0,Progressive,16.86
107.0,Aggressive,0.12
108.0,Progressive,16.36
108.0,Opportunistic,27.46
108.0,Balanced,13.24
108.0,Conservative,92.24
108.0,Aggressive,0.12
109.0,Aggressive,0.12
109.0,Opportunistic,26.74
109.0,Conservative,92.08
109.0,Progressive,15.88
109.0,Balanced,12.8
110.0,Aggressive,0.12
110.0,Balanced,12.4
110.0,Opportunistic,26.0
110.0,Conservative,91.94
110.0,Progressive,15.48
111.0,Balanced,11.88
111.0,Progressive,14.94
111.0,Aggressive,0.08
111.0,Opportunistic,25.32
111.0,Conservative,91.82
112.0,Opportunistic,24.9
112.0,Progressive,14.52
112.0,Balanced,11.44
112.0,Aggressive,0.08
112.0,Conservative,91.62
113.0,Opportunistic,24.42
113.0,Balanced,11.1
113.0,Conservative,91.56
113.0,Progressive,14.24
113.0,Aggressive,0.08
114.0,Balanced,10.68
114.0,Conservative,91.36
114.0,Progressive,13.82
114.0,Opportunistic,23.82
114.0,Aggressive,0.08
115.0,Balanced,10.14
115.0,Progressive,13.6
115.0,Opportunistic,23.28
115.0,Aggressive,0.08
115.0,Conservative,91.3
116.0,Progressive,13.3
116.0,Balanced,9.62
116.0,Aggressive,0.08
116.0,Opportunistic,22.52
116.0,Conservative,91.08
117.0,Progressive,12.92
117.0,Balanced,9.2
117.0,Opportunistic,21.96
117.0,Aggressive,0.08
117.0,Conservative,90.92
118.0,Conservative,90.8
118.0,Progressive,12.54
118.0,Opportunistic,21.2
118.0,Balanced,8.84
118.0,Aggressive,0.08
119.0,Conservative,90.7
119.0,Opportunistic,20.58
119.0,Balanced,8.32
119.0,Progressive,12.16
119.0,Aggressive,0.08
120.0,Aggressive,0.02
120.0,Balanced,7.88
120.0,Opportunistic,20.04
120.0,Conservative,90.6
120.0,Progressive,11.64
121.0,Balanced,7.54
121.0,Aggressive,0.02
121.0,Opportunistic,19.58
121.0,Conservative,90.36
121.0,Progressive,11.16
122.0,Progressive,10.6
122.0,Aggressive,0.0
122.0,Balanced,7.2
122.0,Opportunistic,19.08
122.0,Conservative,90.26
123.0,Conservative,90.14
123.0,Progressive,10.06
123.0,Balanced,6.9
123.0,Opportunistic,18.4
124.0,Progressive,9.76
124.0,Opportunistic,17.78
124.0,Conservative,90.0
124.0,Balanced,6.48
125.0,Opportunistic,17.06
125.0,Conservative,89.82
125.0,Balanced,6.24
125.0,Progressive,9.48
126.0,Conservative,89.58
126.0,Balanced,5.82
126.0,Opportunistic,16.62
126.0,Progressive,9.16
127.0,Conservative,89.32
127.0,Opportunistic,16.12
127.0,Balanced,5.56
127.0,Progressive,8.92
128.0,Conservative,89.24
128.0,Opportunistic,15.82
128.0,Balanced,5.08
128.0,Progressive,8.54
129.0,Conservative,89.02
129.0,Balanced,4.84
129.0,Opportunistic,15.54
129.0,Progressive,8.34
130.0,Conservative,88.84
130.0,Opportunistic,15.12
130.0,Progressive,8.26
130.0,Balanced,4.56
131.0,Opportunistic,14.68
131.0,Conservative,88.66
131.0,Progressive,8.0
131.0,Balanced,4.44
132.0,Progressive,7.68
132.0,Conservative,88.54
132.0,Opportunistic,14.24
132.0,Balanced,4.26
133.0,Opportunistic,13.8
133.0,Progressive,7.5
133.0,Balanced,4.1
133.0,Conservative,88.42
134.0,Progressive,7.26
134.0,Opportunistic,13.44
134.0,Balanced,3.98
134.0,Conservative,88.26
135.0,Progressive,7.04
135.0,Conservative,88.06
135.0,Balanced,3.8
135.0,Opportunistic,13.04
136.0,Conservative,88.0
136.0,Progressive,6.84
136.0,Balanced,3.66
136.0,Opportunistic,12.58
137.0,Progressive,6.72
137.0,Conservative,87.9
137.0,Opportunistic,12.2
137.0,Balanced,3.58
138.0,Opportunistic,11.82
138.0,Progressive,6.54
138.0,Conservative,87.76
138.0,Balanced,3.28
139.0,Balanced,3.16
139.0,Progressive,6.4
139.0,Conservative,87.58
139.0,Opportunistic,11.34
140.0,Balanced,3.04
140.0,Progressive,6.3
140.0,Conservative,87.44
140.0,Opportunistic,10.82
141.0,Progressive,6.08
141.0,Opportunistic,10.54
141.0,Conservative,87.24
141.0,Balanced,2.92
142.0,Opportunistic,10.08
142.0,Balanced,2.7
142.0,Progressive,5.88
142.0,Conservative,86.98
143.0,Opportunistic,9.84
143.0,Progressive,5.58
143.0,Conservative,86.82
143.0,Balanced,2.62
144.0,Opportunistic,9.6
144.0,Balanced,2.46
144.0,Progressive,5.48
144.0,Conservative,86.64
145.0,Conservative,86.42
145.0,Balanced,2.36
145.0,Opportunistic,9.34
145.0,Progressive,5.36
146.0,Opportunistic,8.88
146.0,Conservative,86.28
146.0,Progressive,5.22
146.0,Balanced,2.18
147.0,Balanced,2.06
147.0,Opportunistic,8.6
147.0,Conservative,86.16
147.0,Progressive,5.12
148.0,Balanced,1.9
148.0,Conservative,85.94
148.0,Opportunistic,8.38
148.0,Progressive,5.0
149.0,Conservative,85.76
149.0,Balanced,1.84
149.0,Opportunistic,8.26
149.0,Progressive,4.88
150.0,Conservative,85.6
150.0,Opportunistic,7.98
150.0,Balanced,1.74
150.0,Progressive,4.8
151.0,Progressive,4.7
151.0,Opportunistic,7.7
151.0,Conservative,85.4
151.0,Balanced,1.66
152.0,Opportunistic,7.48
152.0,Conservative,85.24
152.0,Progressive,4.56
152.0,Balanced,1.58
153.0,Conservative,84.86
153.0,Progressive,4.4
153.0,Opportunistic,7.14
153.0,Balanced,1.44
154.0,Conservative,84.74
154.0,Opportunistic,6.88
154.0,Balanced,1.4
154.0,Progressive,4.26
155.0,Progressive,4.2
155.0,Opportunistic,6.68
155.0,Conservative,84.54
155.0,Balanced,1.36
156.0,Progressive,4.14
156.0,Opportunistic,6.46
156.0,Balanced,1.26
156.0,Conservative,84.22
157.0,Progressive,4.08
157.0,Conservative,84.04
157.0,Balanced,1.18
157.0,Opportunistic,6.3
158.0,Progressive,4.0
158.0,Opportunistic,6.06
158.0,Conservative,83.94
158.0,Balanced,1.12
159.0,Opportunistic,5.88
159.0,Balanced,1.04
159.0,Progressive,3.9
159.0,Conservative,83.64
160.0,Balanced,0.96
160.0,Opportunistic,5.76
160.0,Conservative,83.28
160.0,Progressive,3.8
161.0,Balanced,0.94
161.0,Progressive,3.76
161.0,Conservative,82.96
161.0,Opportunistic,5.6
162.0,Conservative,82.72
162.0,Balanced,0.92
162.0,Progressive,3.56
162.0,Opportunistic,5.32
163.0,Balanced,0.88
163.0,Progressive,3.4
163.0,Opportunistic,5.2
163.0,Conservative,82.46
164.0,Conservative,82.18
164.0,Progressive,3.3
164.0,Opportunistic,5.08
164.0,Balanced,0.82
165.0,Balanced,0.74
165.0,Conservative,81.96
165.0,Progressive,3.24
165.0,Opportunistic,4.88
166.0,Opportunistic,4.64
166.0,Balanced,0.7
166.0,Progressive,3.22
166.0,Conservative,81.66
167.0,Progressive,3.14
167.0,Opportunistic,4.44
167.0,Conservative,81.56
167.0,Balanced,0.62
168.0,Balanced,0.58
168.0,Opportunistic,4.22
168.0,Progressive,3.12
168.0,Conservative,81.3
169.0,Progressive,3.0
169.0,Opportunistic,4.12
169.0,Conservative,81.06
169.0,Balanced,0.54
170.0,Progressive,2.96
170.0,Opportunistic,3.92
170.0,Conservative,80.6
170.0,Balanced,0.54
171.0,Conservative,80.2
171.0,Balanced,0.52
171.0,Opportunistic,3.74
171.0,Progressive,2.86
172.0,Balanced,0.5
172.0,Progressive,2.8
172.0,Conservative,80.0
172.0,Opportunistic,3.62
173.0,Progressive,2.72
173.0,Conservative,79.88
173.0,Balanced,0.44
173.0,Opportunistic,3.5
174.0,Progressive,2.68
174.0,Conservative,79.52
174.0,Opportunistic,3.34
174.0,Balanced,0.4
175.0,Balanced,0.38
175.0,Conservative,79.28
175.0,Progressive,2.64
175.0,Opportunistic,3.22
176.0,Conservative,79.1
176.0,Progressive,2.56
176.0,Opportunistic,3.02
176.0,Balanced,0.36
177.0,Balanced,0.34
177.0,Conservative,78.78
177.0,Progressive,2.54
177.0,Opportunistic,2.88
178.0,Progressive,2.46
178.0,Opportunistic,2.76
178.0,Balanced,0.34
178.0,Conservative,78.5
179.0,Progressive,2.4
179.0,Opportunistic,2.58
179.0,Balanced,0.34
179.0,Conservative,78.4
180.0,Balanced,0.28
180.0,Opportunistic,2.5
180.0,Conservative,77.98
180.0,Progressive,2.36
181.0,Balanced,0.28
181.0,Opportunistic,2.34
181.0,Progressive,2.36
181.0,Conservative,77.64
182.0,Balanced,0.26
182.0,Conservative,77.36
182.0,Opportunistic,2.22
182.0,Progressive,2.28
183.0,Progressive,2.28
183.0,Conservative,77.1
183.0,Balanced,0.22
183.0,Opportunistic,2.06
184.0,Progressive,2.18
184.0,Conservative,76.86
184.0,Balanced,0.2
184.0,Opportunistic,1.92
185.0,Conservative,76.44
185.0,Balanced,0.2
185.0,Opportunistic,1.88
185.0,Progressive,2.14
186.0,Opportunistic,1.84
186.0,Conservative,76.18
186.0,Balanced,0.2
186.0,Progressive,2.06
187.0,Opportunistic,1.8
187.0,Conservative,75.7
187.0,Balanced,0.2
187.0,Progressive,2.02
188.0,Progressive,2.0
188.0,Balanced,0.2
188.0,Conservative,75.36
188.0,Opportunistic,1.64
189.0,Balanced,0.2
189.0,Opportunistic,1.52
189.0,Progressive,1.98
189.0,Conservative,75.1
190.0,Conservative,74.92
190.0,Opportunistic,1.46
190.0,Progressive,1.98
190.0,Balanced,0.18
191.0,Opportunistic,1.44
191.0,Conservative,74.58
191.0,Balanced,0.16
191.0,Progressive,1.94
192.0,Opportunistic,1.4
192.0,Balanced,0.16
192.0,Conservative,74.22
192.0,Progressive,1.92
193.0,Progressive,1.88
193.0,Opportunistic,1.36
193.0,Balanced,0.16
193.0,Conservative,73.94
194.0,Conservative,73.6
194.0,Progressive,1.86
194.0,Balanced,0.16
194.0,Opportunistic,1.3
195.0,Opportunistic,1.26
195.0,Progressive,1.84
195.0,Balanced,0.16
195.0,Conservative,73.3
196.0,Progressive,1.8
196.0,Balanced,0.14
196.0,Opportunistic,1.18
196.0,Conservative,73.1
197.0,Conservative,72.78
197.0,Opportunistic,1.08
197.0,Balanced,0.12
197.0,Progressive,1.76
198.0,Opportunistic,1.0
198.0,Progressive,1.74
198.0,Balanced,0.12
198.0,Conservative,72.58
199.0,Progressive,1.72
199.0,Conservative,72.32
199.0,Balanced,0.12
199.0,Opportunistic,1.0
200.0,Progressive,1.72
200.0,Conservative,72.08
200.0,Balanced,0.1
200.0,Opportunistic,0.98
201.0,Balanced,0.1
201.0,Conservative,71.78
201.0,Opportunistic,0.86
201.0,Progressive,1.7
202.0,Opportunistic,0.84
202.0,Conservative,71.22
202.0,Balanced,0.1
202.0,Progressive,1.7
203.0,Balanced,0.1
203.0,Opportunistic,0.82
203.0,Conservative,70.88
203.0,Progressive,1.62
204.0,Conservative,70.54
204.0,Opportunistic,0.72
204.0,Progressive,1.58
204.0,Balanced,0.1
205.0,Conservative,70.16
205.0,Opportunistic,0.72
205.0,Progressive,1.52
205.0,Balanced,0.1
206.0,Opportunistic,0.68
206.0,Conservative,69.88
206.0,Progressive,1.46
206.0,Balanced,0.1
207.0,Conservative,69.44
207.0,Opportunistic,0.62
207.0,Balanced,0.08
207.0,Progressive,1.44
208.0,Conservative,69.08
208.0,Progressive,1.44
208.0,Balanced,0.08
208.0,Opportunistic,0.62
209.0,Progressive,1.4
209.0,Opportunistic,0.6
209.0,Conservative,68.6
209.0,Balanced,0.04
210.0,Opportunistic,0.58
210.0,Balanced,0.04
210.0,Progressive,1.38
210.0,Conservative,68.18
211.0,Balanced,0.04
211.0,Conservative,67.7
211.0,Progressive,1.36
211.0,Opportunistic,0.58
212.0,Opportunistic,0.56
212.0,Conservative,67.32
212.0,Progressive,1.34
212.0,Balanced,0.04
213.0,Conservative,66.68
213.0,Balanced,0.04
213.0,Progressive,1.3
213.0,Opportunistic,0.52
214.0,Opportunistic,0.48
214.0,Progressive,1.28
214.0,Balanced,0.02
214.0,Conservative,66.26
215.0,Conservative,65.78
215.0,Balanced,0.02
215.0,Progressive,1.22
215.0,Opportunistic,0.46
216.0,Progressive,1.22
216.0,Balanced,0.02
216.0,Opportunistic,0.46
216.0,Conservative,65.3
217.0,Balanced,0.02
217.0,Conservative,65.04
217.0,Opportunistic,0.44
217.0,Progressive,1.18
218.0,Progressive,1.16
218.0,Balanced,0.02
218.0,Conservative,64.62
218.0,Opportunistic,0.44
219.0,Conservative,64.24
219.0,Opportunistic,0.42
219.0,Balanced,0.02
219.0,Progressive,1.16
220.0,Progressive,1.16
220.0,Conservative,63.88
220.0,Balanced,0.02
220.0,Opportunistic,0.42
221.0,Conservative,63.5
221.0,Balanced,0.02
221.0,Progressive,1.16
221.0,Opportunistic,0.4
222.0,Conservative,63.1
222.0,Balanced,0.02
222.0,Progressive,1.1
222.0,Opportunistic,0.36
223.0,Opportunistic,0.34
223.0,Conservative,62.58
223.0,Balanced,0.02
223.0,Progressive,1.1
224.0,Opportunistic,0.34
224.0,Conservative,62.0
224.0,Balanced,0.02
224.0,Progressive,1.06
225.0,Opportunistic,0.3
225.0,Conservative,61.78
225.0,Progressive,1.06
225.0,Balanced,0.02
226.0,Progressive,1.04
226.0,Conservative,61.4
226.0,Balanced,0.02
