Time,strategy,avg_reputation
25.0,Progressive,6.7437941883767545
25.0,Balanced,6.7500872067025615
25.0,Aggressive,6.373409692511895
25.0,Opportunistic,6.675921161680791
26.0,Balanced,6.739103475062576
26.0,Aggressive,6.3512714294676815
26.0,Conservative,7.207545330661322
26.0,Opportunistic,6.662653213575745
26.0,Progressive,6.734661442885772
27.0,Balanced,6.727275648807655
27.0,Progressive,6.724693426853707
27.0,Opportunistic,6.649668759849016
27.0,Conservative,7.2166250501002
27.0,Aggressive,6.327502895656795
28.0,Balanced,6.716927100787922
28.0,Conservative,7.224545450901803
28.0,Opportunistic,6.63680334323265
28.0,Progressive,6.714337274549098
28.0,Aggressive,6.3031985420041625
29.0,Progressive,6.704776624091558
29.0,Balanced,6.705812747261591
29.0,Opportunistic,6.623842896234234
29.0,Conservative,7.233245931863727
29.0,Aggressive,6.281890418727338
30.0,Opportunistic,6.611976516245343
30.0,Progressive,6.696128839204513
30.0,Balanced,6.694884160127484
30.0,Conservative,7.241466813627254
30.0,Aggressive,6.25933151427316
31.0,Balanced,6.684886968478341
31.0,Opportunistic,6.598691738336109
31.0,Progressive,6.687082942431048
31.0,Aggressive,6.233819534980316
31.0,Conservative,7.249207014028056
32.0,Opportunistic,6.583983076514476
32.0,Balanced,6.675561181093044
32.0,Aggressive,6.211536238513759
32.0,Progressive,6.68004085392088
32.0,Conservative,7.2571475751503
33.0,Conservative,7.266207414829658
33.0,Aggressive,6.189746525213407
33.0,Progressive,6.67243515335828
33.0,Opportunistic,6.5749031874190145
33.0,Balanced,6.667299610152728
34.0,Opportunistic,6.565175645427401
34.0,Conservative,7.273927535070141
34.0,Aggressive,6.165296476373145
34.0,Progressive,6.664342243521571
34.0,Balanced,6.658114539892129
35.0,Progressive,6.657736697325869
35.0,Aggressive,6.142832977103894
35.0,Opportunistic,6.550749707768952
35.0,Conservative,7.28140749498998
35.0,Balanced,6.649337043858026
36.0,Progressive,6.647855206148805
36.0,Opportunistic,6.539443095508286
36.0,Aggressive,6.1195836148067295
36.0,Conservative,7.290547855711424
36.0,Balanced,6.640216474755104
37.0,Aggressive,6.097886533853361
37.0,Progressive,6.638461650528357
37.0,Conservative,7.2989282965931865
37.0,Opportunistic,6.530418072863381
37.0,Balanced,6.629232812221991
38.0,Aggressive,6.072264030441297
38.0,Conservative,7.307348496993988
38.0,Progressive,6.630028826487344
38.0,Balanced,6.620043966039571
38.0,Opportunistic,6.520408114285507
39.0,Opportunistic,6.509182981285675
39.0,Balanced,6.611395950648772
39.0,Aggressive,6.051254640843568
39.0,Progressive,6.623339336726762
39.0,Conservative,7.315268697394789
40.0,Opportunistic,6.496513308101743
40.0,Balanced,6.6028608089742455
40.0,Progressive,6.614845065741394
40.0,Aggressive,6.030821375353681
40.0,Conservative,7.322649098196393
41.0,Aggressive,6.010832811696389
41.0,Balanced,6.592392239575698
41.0,Opportunistic,6.484730050756447
41.0,Conservative,7.331669378757515
41.0,Progressive,6.6067650289792175
42.0,Conservative,7.339369579158318
42.0,Aggressive,5.989002140732582
42.0,Balanced,6.582755643974637
42.0,Opportunistic,6.471316399975859
42.0,Progressive,6.598087600295773
43.0,Aggressive,5.968990541535543
43.0,Opportunistic,6.456912583168162
43.0,Progressive,6.585324953083446
43.0,Conservative,7.347749378757515
43.0,Balanced,6.573043735938168
44.0,Conservative,7.356809258517034
44.0,Progressive,6.57645954786267
44.0,Aggressive,5.947033887396083
44.0,Balanced,6.564295179755205
44.0,Opportunistic,6.446236541139859
45.0,Balanced,6.555101353850627
45.0,Aggressive,5.927053615943059
45.0,Opportunistic,6.4322245689810895
45.0,Progressive,6.567223356776529
45.0,Conservative,7.364549739478958
46.0,Conservative,7.3711700601202415
46.0,Opportunistic,6.418875867014101
46.0,Aggressive,5.908229396606512
46.0,Balanced,6.545919294042875
46.0,Progressive,6.558678100377242
47.0,Aggressive,5.886151731468037
47.0,Opportunistic,6.409688555654472
47.0,Progressive,6.554161525746945
47.0,Conservative,7.380050300601202
47.0,Balanced,6.5347261217028025
48.0,Balanced,6.526672157603538
48.0,Conservative,7.388990741482965
48.0,Aggressive,5.864530317383477
48.0,Opportunistic,6.39961688523372
48.0,Progressive,6.542574271880524
49.0,Balanced,6.520350210817252
49.0,Aggressive,5.845247746610049
49.0,Conservative,7.397150380761523
49.0,Opportunistic,6.387303969122351
49.0,Progressive,6.534978812198055
50.0,Opportunistic,6.37358417863293
50.0,Conservative,7.4064104208416826
50.0,Balanced,6.512032343705081
50.0,Aggressive,5.82486967744234
50.0,Progressive,6.525961435176185
51.0,Progressive,6.517894703979287
51.0,Balanced,6.505656227111055
51.0,Opportunistic,6.3621633014594945
51.0,Aggressive,5.805665125970974
51.0,Conservative,7.413990581162324
52.0,Aggressive,5.788105278480974
52.0,Balanced,6.498862801299811
52.0,Progressive,6.5079674946708375
52.0,Conservative,7.424211342685371
52.0,Opportunistic,6.350830096479484
53.0,Balanced,6.489291948087215
53.0,Conservative,7.431530901803608
53.0,Opportunistic,6.3412066551378
53.0,Aggressive,5.767965663534864
53.0,Progressive,6.498437770986715
54.0,Balanced,6.482076393444743
54.0,Conservative,7.44031130260521
54.0,Progressive,6.49186738586354
54.0,Opportunistic,6.329240928710915
54.0,Aggressive,5.74617264533353
55.0,Progressive,6.481216091301401
55.0,Aggressive,5.728711294566758
55.0,Conservative,7.4479719839679355
55.0,Balanced,6.477646507289777
55.0,Opportunistic,6.315973550987196
56.0,Progressive,6.474879648126739
56.0,Conservative,7.455132785571143
56.0,Balanced,6.467571146437214
56.0,Aggressive,5.710912805355324
56.0,Opportunistic,6.302663273595942
57.0,Progressive,6.467038266772133
57.0,Balanced,6.456351615110399
57.0,Opportunistic,6.291585624226466
57.0,Conservative,7.462113346693387
57.0,Aggressive,5.691039849431263
58.0,Conservative,7.470674188376754
58.0,Balanced,6.448793383699442
58.0,Aggressive,5.671253172746032
58.0,Progressive,6.460511335812879
58.0,Opportunistic,6.281258806300243
59.0,Opportunistic,6.268514760273701
59.0,Balanced,6.437634967738419
59.0,Aggressive,5.651151433965679
59.0,Progressive,6.451932174133613
59.0,Conservative,7.480436633266533
60.0,Opportunistic,6.256267401156361
60.0,Aggressive,5.631654860474072
60.0,Progressive,6.441845675380736
60.0,Balanced,6.430564136410667
60.0,Conservative,7.488957915831663
61.0,Opportunistic,6.245117218434177
61.0,Progressive,6.43277931751582
61.0,Balanced,6.424173373567292
61.0,Aggressive,5.612967215187466
61.0,Conservative,7.495479238476954
62.0,Aggressive,5.593687331688812
62.0,Conservative,7.504518396793587
62.0,Opportunistic,6.233190560717949
62.0,Balanced,6.4151338976706995
62.0,Progressive,6.423102209657802
63.0,Balanced,6.402791392320619
63.0,Aggressive,5.575804383532172
63.0,Conservative,7.51286237374347
63.0,Opportunistic,6.221706881873125
63.0,Progressive,6.417090878189893
64.0,Aggressive,5.557583206306662
64.0,Conservative,7.520623416310533
64.0,Opportunistic,6.212111800034034
64.0,Balanced,6.395082782376839
64.0,Progressive,6.411026147399721
65.0,Opportunistic,6.2033166100917745
65.0,Balanced,6.387858536583179
65.0,Progressive,6.406657964845682
65.0,Aggressive,5.540448361919326
65.0,Conservative,7.529465302492536
66.0,Progressive,6.399979874403587
66.0,Opportunistic,6.1913405108186215
66.0,Balanced,6.3768723049914176
66.0,Conservative,7.536867027871003
66.0,Aggressive,5.519140838258759
67.0,Conservative,7.542308913409146
67.0,Progressive,6.394109550617822
67.0,Opportunistic,6.180177287661304
67.0,Balanced,6.370548897882783
67.0,Aggressive,5.503212781610708
68.0,Progressive,6.3869310653884215
68.0,Opportunistic,6.170109006609801
68.0,Conservative,7.549488470917738
68.0,Aggressive,5.484372081504518
68.0,Balanced,6.366951569404331
69.0,Aggressive,5.469789580995276
69.0,Opportunistic,6.156472028994354
69.0,Balanced,6.361044096262379
69.0,Conservative,7.558775327844444
69.0,Progressive,6.379295422455422
70.0,Aggressive,5.454581602737481
70.0,Opportunistic,6.146861096244952
70.0,Conservative,7.566658456350451
70.0,Balanced,6.356003017065096
70.0,Progressive,6.369157577288529
71.0,Conservative,7.57456206774996
71.0,Balanced,6.34588371723653
71.0,Progressive,6.360130923567926
71.0,Opportunistic,6.1380860809014255
71.0,Aggressive,5.436276400343495
72.0,Aggressive,5.418728372059258
72.0,Conservative,7.582304634650828
72.0,Opportunistic,6.1270924935919515
72.0,Progressive,6.351285449622589
72.0,Balanced,6.33762959969088
73.0,Opportunistic,6.118022625952483
73.0,Conservative,7.5901298455545625
73.0,Balanced,6.329445596846574
73.0,Progressive,6.344646066515745
73.0,Aggressive,5.402500147994934
74.0,Opportunistic,6.1061285914044126
74.0,Aggressive,5.3857788189862585
74.0,Progressive,6.3355310453278655
74.0,Balanced,6.319494592694561
74.0,Conservative,7.598501470088771
75.0,Balanced,6.313883869769886
75.0,Opportunistic,6.096882171701784
75.0,Progressive,6.327597662272142
75.0,Aggressive,5.3683231388957315
75.0,Conservative,7.605924800927155
76.0,Conservative,7.613852458491279
76.0,Aggressive,5.35518446714664
76.0,Progressive,6.317284646393478
76.0,Balanced,6.306576926296422
76.0,Opportunistic,6.087148434596895
77.0,Progressive,6.310113369727503
77.0,Aggressive,5.336392105989645
77.0,Conservative,7.621177629636784
77.0,Balanced,6.295701471249532
77.0,Opportunistic,6.074101093714526
78.0,Progressive,6.30231230972181
78.0,Balanced,6.287390304901876
78.0,Opportunistic,6.062299529016684
78.0,Conservative,7.627346368399449
78.0,Aggressive,5.319703181499706
79.0,Balanced,6.277071313019193
79.0,Aggressive,5.303156741962834
79.0,Opportunistic,6.052622787444645
79.0,Conservative,7.633627328552688
79.0,Progressive,6.295580463529884
80.0,Opportunistic,6.04200733429004
80.0,Conservative,7.6403118579327325
80.0,Progressive,6.2889261447754174
80.0,Aggressive,5.287586105133937
80.0,Balanced,6.267673169382572
81.0,Balanced,6.260674789118452
81.0,Opportunistic,6.030360539758767
81.0,Conservative,7.648317713821217
81.0,Aggressive,5.2710999082221095
81.0,Progressive,6.2791114855861565
82.0,Opportunistic,6.020597543169167
82.0,Aggressive,5.255529817626406
82.0,Balanced,6.253056365898005
82.0,Progressive,6.269128746797104
82.0,Conservative,7.656221762561266
83.0,Opportunistic,6.012029717710911
83.0,Progressive,6.261566777878349
83.0,Balanced,6.244543714318061
83.0,Aggressive,5.239756687109523
83.0,Conservative,7.661011049890947
84.0,Progressive,6.255727069375972
84.0,Opportunistic,6.0020428637018055
84.0,Conservative,7.667889056448939
84.0,Aggressive,5.226406849122959
84.0,Balanced,6.237360219684479
85.0,Opportunistic,5.993985422838373
85.0,Conservative,7.673932865842549
85.0,Aggressive,5.210221086936879
85.0,Progressive,6.249530868604836
85.0,Balanced,6.230724265611194
86.0,Conservative,7.681438241414913
86.0,Balanced,6.220934693350615
86.0,Progressive,6.23958093782068
86.0,Aggressive,5.195016843374231
86.0,Opportunistic,5.984472746055138
87.0,Aggressive,5.181205508423716
87.0,Balanced,6.2146994538674925
87.0,Progressive,6.230971838055951
87.0,Conservative,7.6885513970580135
87.0,Opportunistic,5.975716869711433
88.0,Conservative,7.694927593473696
88.0,Aggressive,5.167225842862563
88.0,Progressive,6.22491611998108
88.0,Balanced,6.2083182557163195
88.0,Opportunistic,5.965618148122027
89.0,Aggressive,5.156220142037382
89.0,Opportunistic,5.953691358512324
89.0,Conservative,7.702974415160834
89.0,Progressive,6.218828768618681
89.0,Balanced,6.200437220632102
90.0,Conservative,7.711647593654094
90.0,Aggressive,5.141285770382094
90.0,Progressive,6.2104894745009895
90.0,Balanced,6.194287413060221
90.0,Opportunistic,5.946293951528126
91.0,Conservative,7.7184106012718745
91.0,Balanced,6.187367818072288
91.0,Aggressive,5.130086472349415
91.0,Opportunistic,5.938892646759032
91.0,Progressive,6.204556972458798
92.0,Opportunistic,5.9295280684466105
92.0,Aggressive,5.116263640910267
92.0,Progressive,6.195608211376651
92.0,Balanced,6.179501135939998
92.0,Conservative,7.724808963949732
93.0,Progressive,6.187598290027205
93.0,Balanced,6.172783812105235
93.0,Conservative,7.731111418656404
93.0,Aggressive,5.104716500513657
93.0,Opportunistic,5.9182067659940865
94.0,Progressive,6.181436614375006
94.0,Aggressive,5.0912830747736635
94.0,Conservative,7.738453971889867
94.0,Opportunistic,5.908659539298774
94.0,Balanced,6.165085681558971
95.0,Progressive,6.171653016263308
95.0,Balanced,6.156367111721204
95.0,Opportunistic,5.898762328715775
95.0,Conservative,7.745943248609491
95.0,Aggressive,5.077002479973732
96.0,Conservative,7.753715477883437
96.0,Balanced,6.151396723616687
96.0,Aggressive,5.062748967399856
96.0,Progressive,6.164574687963846
96.0,Opportunistic,5.888433415413926
97.0,Conservative,7.7605319613007655
97.0,Opportunistic,5.8781592168920485
97.0,Aggressive,5.049937602858682
97.0,Balanced,6.145934580493136
97.0,Progressive,6.157615153822259
98.0,Conservative,7.766476457366018
98.0,Opportunistic,5.8712935585493575
98.0,Balanced,6.138774656830503
98.0,Progressive,6.1539922954795125
98.0,Aggressive,5.03622323251782
99.0,Progressive,6.1495184991149685
99.0,Opportunistic,5.862457398709267
99.0,Aggressive,5.0233203769627774
99.0,Balanced,6.1336908933645224
99.0,Conservative,7.7723635229143735
100.0,Opportunistic,5.852699828540199
100.0,Conservative,7.778591791025588
100.0,Aggressive,5.008528446981021
100.0,Progressive,6.142863353248796
100.0,Balanced,6.1272537389948285
101.0,Aggressive,4.992845881793947
101.0,Progressive,6.136395274733391
101.0,Conservative,7.783797166922792
101.0,Opportunistic,5.842559912338803
101.0,Balanced,6.121068904961582
102.0,Aggressive,4.979370579401275
102.0,Opportunistic,5.834277157877121
102.0,Progressive,6.129831096067923
102.0,Conservative,7.790206590906474
102.0,Balanced,6.113995334181994
103.0,Conservative,7.794200132997159
103.0,Balanced,6.106554657179918
103.0,Opportunistic,5.828016841779142
103.0,Progressive,6.125095565662612
103.0,Aggressive,4.968282756844031
104.0,Conservative,7.800966715491054
104.0,Progressive,6.117263146281976
104.0,Balanced,6.101239872032892
104.0,Aggressive,4.958146741013012
104.0,Opportunistic,5.820959655759047
105.0,Opportunistic,5.8123015158291285
105.0,Balanced,6.094854604323602
105.0,Aggressive,4.944997050904343
105.0,Progressive,6.1135064255240605
105.0,Conservative,7.806356145281117
106.0,Aggressive,4.933839171589445
106.0,Progressive,6.1067405847109875
106.0,Opportunistic,5.803469963924596
106.0,Balanced,6.089133980337372
106.0,Conservative,7.8131778125131826
107.0,Conservative,7.818243473805303
107.0,Progressive,6.099789937593701
107.0,Balanced,6.0840946939631815
107.0,Aggressive,4.921330688130457
107.0,Opportunistic,5.792770907504413
108.0,Opportunistic,5.785159325858846
108.0,Progressive,6.0925715279208745
108.0,Balanced,6.07621420105234
108.0,Aggressive,4.910427592213806
108.0,Conservative,7.8228545953254525
109.0,Balanced,6.069223842262767
109.0,Opportunistic,5.778120610963922
109.0,Aggressive,4.89513917945245
109.0,Progressive,6.088029313697663
109.0,Conservative,7.828515418015006
110.0,Balanced,6.062308364524858
110.0,Aggressive,4.885596969875255
110.0,Progressive,6.081785270405481
110.0,Opportunistic,5.767288922261312
110.0,Conservative,7.834223688221674
111.0,Aggressive,4.873584022633801
111.0,Progressive,6.07286990199173
111.0,Balanced,6.056517246072161
111.0,Opportunistic,5.757578314445499
111.0,Conservative,7.840522379510989
112.0,Aggressive,4.858354586987723
112.0,Opportunistic,5.7486978873589605
112.0,Progressive,6.066864741783214
112.0,Balanced,6.049842549365472
112.0,Conservative,7.845600461453157
113.0,Conservative,7.852889894787352
113.0,Aggressive,4.84559101753568
113.0,Progressive,6.060878875739737
113.0,Opportunistic,5.74037706355048
113.0,Balanced,6.043824409379933
114.0,Aggressive,4.832440057430435
114.0,Progressive,6.055158123156949
114.0,Balanced,6.037113605833855
114.0,Opportunistic,5.731469671040512
114.0,Conservative,7.859458771844755
115.0,Opportunistic,5.720878152655019
115.0,Conservative,7.864380522664361
115.0,Progressive,6.047066182386078
115.0,Aggressive,4.819900164749235
115.0,Balanced,6.03082306583224
116.0,Conservative,7.868422995783881
116.0,Opportunistic,5.711205710268267
116.0,Balanced,6.023357689930722
116.0,Progressive,6.040197081064238
116.0,Aggressive,4.807474907679778
117.0,Balanced,6.017804016565968
117.0,Progressive,6.037645143029692
117.0,Aggressive,4.8005837775443485
117.0,Conservative,7.87480766992553
117.0,Opportunistic,5.704195288604462
118.0,Balanced,6.012351042271805
118.0,Aggressive,4.790556171508691
118.0,Opportunistic,5.6981884314209
118.0,Conservative,7.882887641781057
118.0,Progressive,6.032208213147185
119.0,Aggressive,4.780703855514774
119.0,Balanced,6.007499008789505
119.0,Conservative,7.888040776203123
119.0,Opportunistic,5.687547638917639
119.0,Progressive,6.026493168851245
120.0,Opportunistic,5.680077585713961
120.0,Aggressive,4.768682452295562
120.0,Conservative,7.89534106341828
120.0,Balanced,6.002264330127371
120.0,Progressive,6.021946466251985
121.0,Conservative,7.9012892090734725
121.0,Progressive,6.014803978276603
121.0,Aggressive,4.754450485329653
121.0,Balanced,5.995192390857024
121.0,Opportunistic,5.672516040631498
122.0,Conservative,7.907311403899362
122.0,Progressive,6.008280809795796
122.0,Opportunistic,5.665400601242404
122.0,Balanced,5.989914328159293
122.0,Aggressive,4.743055745580702
123.0,Aggressive,4.730288327924477
123.0,Progressive,6.004299204366821
123.0,Conservative,7.911535892720217
123.0,Opportunistic,5.657888281365837
123.0,Balanced,5.985881838992161
124.0,Progressive,5.998478268545868
124.0,Aggressive,4.719451255640202
124.0,Opportunistic,5.650645660935178
124.0,Conservative,7.918650625799842
124.0,Balanced,5.979797481866592
125.0,Aggressive,4.704994270617889
125.0,Conservative,7.925610522480841
125.0,Progressive,5.992314497607306
125.0,Balanced,5.972656422378745
125.0,Opportunistic,5.641890811501205
126.0,Balanced,5.968061716205888
126.0,Aggressive,4.692995696008733
126.0,Opportunistic,5.634754267336068
126.0,Conservative,7.931920732206219
126.0,Progressive,5.988010460505773
127.0,Aggressive,4.680087745455874
127.0,Opportunistic,5.626395058958832
127.0,Progressive,5.983589698451089
127.0,Conservative,7.936693923201772
127.0,Balanced,5.962432495825176
128.0,Conservative,7.940340309173605
128.0,Aggressive,4.666754943575803
128.0,Balanced,5.956946291040011
128.0,Opportunistic,5.6186096881813015
128.0,Progressive,5.981180051440318
129.0,Conservative,7.945211601910947
129.0,Aggressive,4.6553758312059825
129.0,Balanced,5.952239940007721
129.0,Opportunistic,5.610121590331188
129.0,Progressive,5.9753806171765795
130.0,Aggressive,4.6462258884203536
130.0,Balanced,5.947623597088184
130.0,Conservative,7.94983991914553
130.0,Progressive,5.969562531169306
130.0,Opportunistic,5.604543824760091
131.0,Conservative,7.955770488970066
131.0,Progressive,5.964151514476526
131.0,Opportunistic,5.598403885943545
131.0,Balanced,5.942647211627294
131.0,Aggressive,4.6375957944725945
132.0,Conservative,7.962262415423209
132.0,Balanced,5.938712483896518
132.0,Aggressive,4.624836422837814
132.0,Opportunistic,5.590823451126415
132.0,Progressive,5.959271240591367
133.0,Progressive,5.953012984905492
133.0,Aggressive,4.616228568286988
133.0,Conservative,7.968153254944321
133.0,Balanced,5.931763524749101
133.0,Opportunistic,5.582148167315685
134.0,Balanced,5.926362303588949
134.0,Aggressive,4.605509725798235
134.0,Progressive,5.949442682817945
134.0,Opportunistic,5.573739191209785
134.0,Conservative,7.9743252577402135
135.0,Opportunistic,5.56470952962549
135.0,Balanced,5.919671381624402
135.0,Conservative,7.978054372347956
135.0,Progressive,5.942567954569333
135.0,Aggressive,4.5949180903374796
136.0,Opportunistic,5.557332134414318
136.0,Conservative,7.982602674874324
136.0,Aggressive,4.587702337017364
136.0,Balanced,5.912704255747529
136.0,Progressive,5.9388383679556425
137.0,Progressive,5.931427864387185
137.0,Opportunistic,5.5486116227368765
137.0,Conservative,7.988960723667346
137.0,Aggressive,4.579250453898554
137.0,Balanced,5.908750342466837
138.0,Opportunistic,5.54304867407825
138.0,Conservative,7.9953806006486134
138.0,Balanced,5.90394444523775
138.0,Aggressive,4.570339230433183
138.0,Progressive,5.925358613733663
139.0,Opportunistic,5.53609112756929
139.0,Balanced,5.8991663939335615
139.0,Conservative,7.999893543464279
139.0,Aggressive,4.558574709164559
139.0,Progressive,5.917919207485625
140.0,Progressive,5.913554292763006
140.0,Opportunistic,5.529179036364651
140.0,Balanced,5.8924177419566846
140.0,Aggressive,4.552266016898788
140.0,Conservative,8.004648520931893
141.0,Conservative,8.009409433972156
141.0,Progressive,5.910865841876885
141.0,Balanced,5.888163364527698
141.0,Aggressive,4.54425553977052
141.0,Opportunistic,5.519653665446956
142.0,Conservative,8.015045250244968
142.0,Progressive,5.905573493674783
142.0,Opportunistic,5.510888450000277
142.0,Aggressive,4.5335677267049705
142.0,Balanced,5.881815092421911
143.0,Aggressive,4.5182737220789155
143.0,Conservative,8.020180950641862
143.0,Progressive,5.896592590386303
143.0,Opportunistic,5.502942559704528
143.0,Balanced,5.879191609916275
144.0,Conservative,8.025343846628028
144.0,Opportunistic,5.493846597127538
144.0,Balanced,5.87380683883476
144.0,Aggressive,4.510907966588161
144.0,Progressive,5.89193964637103
145.0,Aggressive,4.50497077107443
145.0,Conservative,8.028276004797254
145.0,Balanced,5.87001753913347
145.0,Opportunistic,5.484505653345236
145.0,Progressive,5.886529068325766
146.0,Progressive,5.881707349757011
146.0,Conservative,8.0320262302112
146.0,Opportunistic,5.478169511301429
146.0,Aggressive,4.494852480026603
146.0,Balanced,5.865122092885008
147.0,Balanced,5.859967816739061
147.0,Opportunistic,5.46870865419018
147.0,Aggressive,4.487687147460066
147.0,Progressive,5.877718913540665
147.0,Conservative,8.036025213185498
148.0,Progressive,5.871931912862988
148.0,Balanced,5.851652578625073
148.0,Opportunistic,5.460918275346163
148.0,Conservative,8.040665758562316
148.0,Aggressive,4.480479330673588
149.0,Aggressive,4.471248689458212
149.0,Balanced,5.84603180272731
149.0,Opportunistic,5.454965387157585
149.0,Progressive,5.864557147310272
149.0,Conservative,8.044695002713299
150.0,Opportunistic,5.4485539855670195
150.0,Aggressive,4.465620538138628
150.0,Conservative,8.049712656121823
150.0,Balanced,5.841153322817384
150.0,Progressive,5.858755857657947
151.0,Conservative,8.055586243590804
151.0,Balanced,5.836545035319291
151.0,Aggressive,4.459748099338131
151.0,Opportunistic,5.440441962113511
151.0,Progressive,5.852311766116713
152.0,Balanced,5.82966199420227
152.0,Progressive,5.845734714208232
152.0,Opportunistic,5.433406946409715
152.0,Aggressive,4.450907061308578
152.0,Conservative,8.060887004469336
153.0,Aggressive,4.4410743427474735
153.0,Balanced,5.823800674888248
153.0,Opportunistic,5.424375517590696
153.0,Progressive,5.843580884101971
153.0,Conservative,8.066733150947153
154.0,Opportunistic,5.418595241674126
154.0,Progressive,5.840313224616503
154.0,Balanced,5.820587343369436
154.0,Aggressive,4.435126741793663
154.0,Conservative,8.069206203707415
155.0,Opportunistic,5.409148802720613
155.0,Aggressive,4.427955174569635
155.0,Balanced,5.815928797106635
155.0,Progressive,5.834489865945761
155.0,Conservative,8.073267866576883
156.0,Opportunistic,5.404499003266846
156.0,Aggressive,4.418336952136352
156.0,Progressive,5.83140122449206
156.0,Balanced,5.812856837837152
156.0,Conservative,8.078108216215432
157.0,Progressive,5.827746241668023
157.0,Opportunistic,5.396640733763914
157.0,Balanced,5.807663003710144
157.0,Aggressive,4.407496381225025
157.0,Conservative,8.083046227150508
158.0,Conservative,8.087235221657272
158.0,Opportunistic,5.3884920930961355
158.0,Aggressive,4.398691983768995
158.0,Progressive,5.822953085099737
