Time,strategy,fog_count,avg_reputation,avg_profit,avg_honesty
0,Aggressive,1000,7,0,nan
0,Conservative,1000,7,0,nan
0,Balanced,1000,7,0,nan
0,Cyclic,1000,7,0,nan
0,Opportunistic,1000,7,0,nan
0.009026559547340048,Aggressive,1000,6.997,-0.0010129966666656163,0.16502417503997982
0.030822349388034825,Aggressive,1000,6.994,-0.0020435534610056027,0.16509574997337864
0.03167291446659801,Balanced,1000,7.001,7.104542719622132e-05,0.4901288946878945
0.07347660993600329,Opportunistic,1000,6.997,-0.0010713071528320626,0.42886693175240387
0.07613913508993429,Balanced,1000,7.002,0.0001433182760099676,0.48989042513316616
0.08637214397172256,Aggressive,1000,6.995,-0.0019333004615579331,0.16486886635881595
0.09317352311270743,Aggressive,1000,6.992,-0.002934811976641928,0.1647065030391386
0.10267959960645431,Balanced,1000,6.999,-0.000882802288397774,0.49000114500429975
0.10652856759257266,Cyclic,1000,6.997,-0.0010073500851457756,0.16527735022914578
0.12327993057671612,Balanced,1000,7.0,-0.0007960864108644925,0.49032764064027584
0.12836180311627687,Conservative,1000,7.001,4.039910558898541e-05,0.8337077497430267
0.144381358555883,Conservative,1000,7.002,7.839010069880459e-05,0.8337723042175155
0.1453145348738311,Opportunistic,1000,6.994,-0.00210125215122535,0.4289173815618229
0.1525425580716431,Cyclic,1000,6.994,-0.002036319174635414,0.16550012171580522
0.18195206945077724,Aggressive,1000,6.989,-0.0039621711261412645,0.16482997949997769
0.21313158457768147,Opportunistic,1000,6.991,-0.0031403804318835987,0.4293262007002443
0.21542664802605674,Cyclic,1000,6.991,-0.003045481876653671,0.16528211748023144
0.22208043154958892,Aggressive,1000,6.986,-0.004980318349121077,0.1645649875317051
0.223325949145391,Conservative,1000,6.999,-0.0010127120558683362,0.8337564981220627
0.23572558017110382,Cyclic,1000,6.988,-0.0040494937481212676,0.16537086942226048
0.26730497132435294,Balanced,1000,6.997,-0.0018286691463764474,0.49020112343112315
0.2724142699366369,Conservative,1000,6.996,-0.00209584071286604,0.8338180747103688
0.27252296380753827,Conservative,1000,6.997,-0.0020476851706454306,0.8339401417019842
0.27912556707047687,Conservative,1000,6.994,-0.0031174003352721345,0.8340020089491925
0.2956042538193192,Conservative,1000,6.995,-0.0030532621107309506,0.834224808573717
0.31666240151212244,Conservative,1000,6.996,-0.0029898487104564426,0.8345226739257805
0.32404270460126866,Cyclic,1000,6.985,-0.005067775631123479,0.1655421166007914
0.3796334690222551,Aggressive,1000,6.983,-0.005994909318835723,0.16440356348926458
0.40964763667171955,Cyclic,1000,6.982,-0.006089738736100538,0.16541963403507812
0.4096564429191571,Opportunistic,1000,6.988,-0.004182464902330531,0.4295083059324488
0.4107103015968344,Opportunistic,1000,6.989,-0.004107253897630482,0.42987461397459903
0.42301501906708655,Balanced,1000,6.994,-0.0028894267015537097,0.4904261077834173
0.4385686711912567,Cyclic,1000,6.979,-0.007098824436599672,0.16524254093748614
0.4595434100819309,Balanced,1000,6.991,-0.003932013430448578,0.4903158390836221
0.4603141659667382,Conservative,1000,6.997,-0.0029539092034919453,0.8345770389994568
0.48728042123354337,Opportunistic,1000,6.986,-0.005149652508142169,0.42972624968766776
0.48958622394518625,Opportunistic,999,6.988988988988989,-0.004111365262893375,0.42973199557812897
0.49869385363536345,Balanced,1000,6.988,-0.00499087293068883,0.49016597274133156
0.5025579933142014,Opportunistic,999,6.985985985985986,-0.005154253399921037,0.42973199557812897
0.517230924959644,Cyclic,1000,6.976,-0.008111704991152227,0.1652757409799261
0.5241716137839099,Balanced,1000,6.985,-0.0060153079346158,0.49004146941741433
0.5330972993321252,Aggressive,1000,6.98,-0.007021744344112267,0.16433777918165826
0.5441206249784528,Opportunistic,999,6.982982982982983,-0.006167482197682479,0.430096270775988
0.5719400988785752,Balanced,1000,6.986,-0.005921969598851552,0.4902431949550658
0.5745057689376804,Conservative,1000,6.998,-0.002893706046124346,0.8345107639481666
0.5798657067251705,Opportunistic,999,6.97997997997998,-0.007229459707419002,0.4306539170425493
0.5812038272922643,Opportunistic,999,6.976976976976977,-0.008259669438747308,0.43073071266893104
0.5838140526679081,Balanced,1000,6.983,-0.006971357009323012,0.4904009411867103
0.5961854144978513,Opportunistic,999,6.977977977977978,-0.008171020426550133,0.431258415973103
0.6028502475551364,Cyclic,1000,6.973,-0.009117501604525857,0.1653000516353325
0.6043350019416592,Opportunistic,999,6.974974974974975,-0.00922059726231709,0.43116340556718896
0.6087475591530802,Cyclic,1000,6.97,-0.010141186771660654,0.16526246554750126
0.6115260930632801,Opportunistic,998,6.977955911823647,-0.008179207821767117,0.43110918794820635
0.6378358026827023,Opportunistic,998,6.974949899799599,-0.009232962447796915,0.43110918794820635
0.6924216024743669,Aggressive,1000,6.977,-0.008028834129197979,0.1642718977537373
0.6937062061963397,Opportunistic,998,6.975951903807616,-0.0091367395846628,0.43107230755212134
0.6980846503284609,Conservative,1000,6.999,-0.0028490064895619824,0.8347580686175131
0.7106808900096317,Conservative,1000,7.0,-0.0028060724613749983,0.8347629940196225
0.7159513238563129,Cyclic,1000,6.967,-0.011145273801406539,0.16508614885574194
0.7238205274329277,Balanced,1000,6.984,-0.006915611265124668,0.49046057757605616
0.7239935394810164,Balanced,1000,6.985,-0.006826762257449925,0.49021060041667625
0.7399087329173697,Opportunistic,998,6.9769539078156315,-0.00903476803990925,0.43107744598642794
0.7433189398346827,Opportunistic,998,6.973947895791583,-0.010063078532639741,0.43098247077008606
0.749518491803248,Cyclic,1000,6.964,-0.012146760874948875,0.16521042815735337
0.7634047179194793,Aggressive,1000,6.974,-0.009057672161463342,0.16423921611021017
0.7689365863405666,Cyclic,1000,6.961,-0.013158092251459972,0.16525172361299628
0.7700759817476702,Balanced,1000,6.982,-0.00787886876557973,0.49003179254851364
0.7834362962834442,Balanced,1000,6.983,-0.007788053317060848,0.4900091770128305
0.8082316118886497,Opportunistic,998,6.974949899799599,-0.009987598886053188,0.43115302358279767
