Time,strategy,fog_count,avg_reputation,avg_profit
0.027464055547488268,Opportunistic,1000,6.997,-0.0010317120708423254
0.030118930099537925,Aggressive,1000,6.997,-0.0010198414208063059
0.07426566440223745,Conservative,1000,7.001,7.952892066809092e-05
0.08072978163289594,Aggressive,1000,6.994,-0.002035076271117392
0.09908659902013194,Opportunistic,1000,6.994,-0.0020782168823961318
0.11706254450408951,Cyclic,1000,6.997,-0.0010235911410130224
0.11915868664785763,Opportunistic,1000,6.991,-0.00311130566787409
0.13093127776477867,Aggressive,1000,6.991,-0.0030416510377973154
0.1391997512622909,Opportunistic,1000,6.988,-0.004162731665624857
0.14209241134599254,Conservative,1000,6.998,-0.0009694543771694519
0.16853200275156677,Balanced,1000,6.997,-0.0010541821692640605
0.18131592489177,Opportunistic,1000,6.985,-0.005199079371215211
0.18730517477258068,Aggressive,1000,6.988,-0.00404637287082651
0.22870787887914926,Balanced,1000,6.998,-0.0009597206640851921
0.2414047726585882,Balanced,1000,6.995,-0.0020079020031687376
0.24996270076280316,Conservative,1000,6.999,-0.000919213115616806
0.25023001399561745,Aggressive,1000,6.985,-0.005059893970236513
0.25518178538622116,Cyclic,1000,6.994,-0.002036077951418374
0.26107863224008326,Balanced,1000,6.996,-0.0019413282843214628
0.2756878976555356,Aggressive,1000,6.982,-0.006093617465386852
0.2774252254696544,Aggressive,1000,6.979,-0.0071282386957826314
0.286689247409231,Opportunistic,1000,6.982,-0.006233234022329272
0.2993597366522379,Aggressive,1000,6.976,-0.008131131664810696
0.3230541593645016,Conservative,1000,7.0,-0.0008794873326226638
0.3719219582504303,Cyclic,1000,6.991,-0.003048516801963889
0.3729740675988777,Aggressive,1000,6.973,-0.00915763421159381
0.38198752601488606,Balanced,1000,6.993,-0.0029761294316169584
0.3866503568477384,Aggressive,1000,6.97,-0.010169607244690463
0.3883827617814319,Aggressive,1000,6.967,-0.011194628506584271
0.38988522230974765,Conservative,1000,7.001,-0.0008264057479724958
0.39625443504822505,Aggressive,1000,6.964,-0.012199085382767521
0.40672344805885974,Opportunistic,1000,6.979,-0.007264402951890153
0.4103348281448083,Balanced,1000,6.99,-0.004052018495896472
0.41453189244250815,Opportunistic,1000,6.976,-0.008301423479355072
0.4259207374337419,Opportunistic,1000,6.977,-0.008266462243134608
0.4521934520030602,Opportunistic,1000,6.978,-0.008176289567187679
0.46568512641724746,Opportunistic,1000,6.975,-0.009204951967274014
0.4765714527171482,Aggressive,1000,6.965,-0.0121077231949579
0.493059149989457,Cyclic,1000,6.988,-0.004066370946861509
0.5039696144086538,Conservative,1000,7.002,-0.0007796930025428477
0.5061145167864035,Conservative,1000,7.003,-0.0007267923332583646
0.5170468070586429,Aggressive,1000,6.962,-0.013125069921723992
0.5604509681470787,Cyclic,1000,6.985,-0.0050753551106247725
0.5634691562153176,Opportunistic,1000,6.972,-0.010235021295296107
0.571605827173719,Cyclic,1000,6.982,-0.00609716733498944
0.5718154598948412,Cyclic,1000,6.979,-0.007118148464752798
0.5985140651285006,Conservative,1000,7.004,-0.0006860104586416309
0.6066489807082487,Opportunistic,1000,6.969,-0.0112753169253845
0.6198711961510134,Opportunistic,1000,6.97,-0.01121333429127603
0.6413523308809983,Aggressive,1000,6.959,-0.014133783880986826
0.6423385169290929,Aggressive,1000,6.956,-0.015148665344957492
0.6676912511488884,Opportunistic,1000,6.967,-0.012240928700515113
0.6719346557439768,Opportunistic,1000,6.968,-0.012152456359076884
0.677915343101448,Aggressive,1000,6.953,-0.01617083087676195
0.6813320364722711,Opportunistic,1000,6.965,-0.013171882561138425
0.6816198212163248,Opportunistic,1000,6.962,-0.014206907296385985
0.6899465537307067,Balanced,1000,6.987,-0.0050846564801339846
0.6921351968698528,Aggressive,1000,6.95,-0.01719991648914172
0.7020632547903775,Cyclic,1000,6.976,-0.00814546386163336
0.7067281165783085,Conservative,1000,7.005,-0.0006464265946612073
0.7196585257545982,Cyclic,1000,6.973,-0.009151064577031506
0.7343595737892381,Conservative,1000,7.006,-0.0005664298205314235
0.7611787136469855,Opportunistic,1000,6.959,-0.01526252706467658
0.7632215266297948,Conservative,1000,7.007,-0.0005224995856270081
0.7704598561000362,Conservative,1000,7.004,-0.0015884840675386611
0.7717176883184167,Opportunistic,1000,6.956,-0.016278018176187195
0.80807269346861,Opportunistic,1000,6.953,-0.017339455806842083
0.8111947827467804,Balanced,1000,6.984,-0.006159742655490175
0.8119488774796598,Aggressive,999,6.952952952952953,-0.016211671284242713
0.8295338022298201,Aggressive,998,6.955911823647295,-0.015212363240028524
0.858256638389432,Conservative,1000,7.005,-0.0015518165463974656
0.9053777054147847,Conservative,1000,7.006,-0.0014878493295213398
0.9074940439508624,Cyclic,1000,6.97,-0.010158077360790817
0.9126814786921137,Balanced,1000,6.985,-0.006078321407435849
0.9361133515565092,Aggressive,998,6.952905811623246,-0.016234225902308375
0.9392677715887956,Cyclic,1000,6.967,-0.011176169195921364
0.9401914576475332,Aggressive,998,6.949899799599199,-0.017252844631717806
0.9440769740132622,Balanced,1000,6.982,-0.00710340136682508
0.9525001351617018,Conservative,1000,7.007,-0.0014539480271334036
0.9532500299008242,Opportunistic,1000,6.954,-0.0173299519998778
0.9664414073486222,Conservative,1000,7.004,-0.002531125287689445
0.9731810898771378,Opportunistic,999,6.956956956956957,-0.015353294813865074
0.9732329510651911,Cyclic,1000,6.964,-0.012182611443480951
0.9770719780254298,Conservative,1000,7.005,-0.0024838852540148234
0.9826958588911421,Cyclic,1000,6.961,-0.013196108224520423
0.9937850242647671,Conservative,1000,7.006,-0.0024322929408897957
0.9954473598284138,Opportunistic,999,6.953953953953954,-0.01638579422474338
1.0059251764344754,Aggressive,998,6.94689378757515,-0.01828423126829313
1.0071620764381848,Balanced,1000,6.979,-0.008120568153995728
1.01338495063519,Cyclic,1000,6.958,-0.014239683238932195
1.0146822265146342,Balanced,1000,6.976,-0.009142152017433713
1.0251802802770333,Opportunistic,998,6.956913827655311,-0.01536867887680482
1.0399669245880145,Opportunistic,998,6.9579158316633265,-0.015287532785106675
1.040954809662095,Conservative,1000,7.003,-0.0034939091518204676
1.0535106686640168,Aggressive,998,6.943887775551103,-0.0193090059313958
1.0543206502752005,Opportunistic,998,6.958917835671342,-0.015216913211372942
1.0931126139960536,Balanced,1000,6.973,-0.010185683515166317
1.1004393595368198,Conservative,1000,7.004,-0.0034514959099631
1.1031877972979804,Cyclic,1000,6.955,-0.01526403441832737
1.1036443256926132,Opportunistic,998,6.955911823647295,-0.016276373498239554
1.1098449104522856,Opportunistic,998,6.952905811623246,-0.017321105034405933
1.1173074126904756,Opportunistic,998,6.949899799599199,-0.018382946003684328
1.1263359140933227,Balanced,1000,6.97,-0.01123926878228623
1.1633457217324912,Conservative,1000,7.005,-0.003392006596541589
1.1728744456194624,Cyclic,1000,6.952,-0.016297593957871746
1.1749984265182065,Opportunistic,998,6.9509018036072145,-0.01829351993896452
1.1854499715190179,Cyclic,1000,6.949,-0.01730319091484993
1.2021703859218795,Conservative,1000,7.006,-0.003353008414881913
1.207955026939878,Opportunistic,998,6.947895791583166,-0.01932174238047157
1.2113534272920963,Conservative,1000,7.003,-0.004434245786676958
1.235060638399531,Opportunistic,998,6.948897795591182,-0.019275336113983084
1.2549191045871906,Cyclic,1000,6.946,-0.018321143030630458
1.2634702513601488,Aggressive,998,6.940881763527054,-0.020316288140726144
1.2927619483427146,Balanced,1000,6.967,-0.012291042083196483
1.3147413644948456,Balanced,1000,6.964,-0.013319377232719216
1.3325225104554335,Cyclic,1000,6.943,-0.019330471020795662
1.3346610493186546,Balanced,1000,6.965,-0.013238738636101458
1.3380408466347222,Conservative,1000,7.004,-0.004396438403996163
1.3421122679227315,Conservative,1000,7.005,-0.0043630009692614295
1.3653157395181987,Cyclic,1000,6.94,-0.020337823917184555
1.3843141054774522,Aggressive,998,6.937875751503006,-0.021335528704145654
