Time,strategy,avg_reputation
0.0,Aggressive,7.0
0.0,Balanced,7.0
0.0,Opportunistic,7.0
0.0,Conservative,7.0
0.0,Cyclic,7.0
0.05,Opportunistic,6.998039999999999
0.05,Cyclic,6.997540000000002
0.05,Conservative,7.0002200000000006
0.05,Aggressive,6.997400000000002
0.05,Balanced,6.9989799999999995
0.1,Cyclic,6.9947
0.1,Opportunistic,6.996079999999998
0.1,Aggressive,6.9951799999999995
0.1,Conservative,7.00004
0.1,Balanced,6.99802
0.15,Aggressive,6.9931600000000005
0.15,Balanced,6.996760000000002
0.15,Conservative,7.0
0.15,Cyclic,6.992460000000001
0.15,Opportunistic,6.994400000000001
0.2,Opportunistic,6.99266
0.2,Conservative,7.00054
0.2,Balanced,6.99554
0.2,Aggressive,6.989879999999999
0.2,Cyclic,6.989540000000001
0.25,Conservative,7.0007199999999985
0.25,Balanced,6.99358
0.25,Cyclic,6.986940000000001
0.25,Opportunistic,6.99092
0.25,Aggressive,6.98702
0.3,Opportunistic,6.98968
0.3,Aggressive,6.98328
0.3,Conservative,7.001359999999998
0.3,Balanced,6.9923399999999996
0.3,Cyclic,6.9843995995996
0.35,Aggressive,6.980700000000001
0.35,Conservative,7.001199999999999
0.35,Balanced,6.99078
0.35,Opportunistic,6.98846
0.35,Cyclic,6.98189953953954
0.4,Aggressive,6.978140000000001
0.4,Conservative,7.001720000000001
0.4,Balanced,6.98908
0.4,Opportunistic,6.987459999999999
0.4,Cyclic,6.979599539539539
0.45,Aggressive,6.97504
0.45,Balanced,6.98754
0.45,Conservative,7.001760000000001
0.45,Cyclic,6.977219539539538
0.45,Opportunistic,6.98562
0.5,Balanced,6.98658
0.5,Conservative,7.002040000000001
0.5,Cyclic,6.974819539539539
0.5,Aggressive,6.971659999999999
0.5,Opportunistic,6.98442
0.55,Cyclic,6.97167941941942
0.55,Aggressive,6.968940000000001
0.55,Opportunistic,6.982940000000001
0.55,Conservative,7.0023800000000005
0.55,Balanced,6.9850200000000005
0.6,Balanced,6.983979999999999
0.6,Cyclic,6.96913943943944
0.6,Aggressive,6.9666190590590595
0.6,Conservative,7.0025200000000005
0.6,Opportunistic,6.98154
0.65,Conservative,7.0028
0.65,Opportunistic,6.9799
0.65,Cyclic,6.96775937937938
0.65,Balanced,6.98294
0.65,Aggressive,6.963878998998998
0.7,Cyclic,6.965179319319319
0.7,Balanced,6.981420000000001
0.7,Conservative,7.0032200000000016
0.7,Opportunistic,6.97834
0.7,Aggressive,6.961518878878878
0.75,Conservative,7.003800000000001
0.75,Cyclic,6.962779319319321
0.75,Balanced,6.9803
0.75,Opportunistic,6.976640000000001
0.75,Aggressive,6.958617137137137
0.8,Conservative,7.00434
0.8,Opportunistic,6.974580000000002
0.8,Balanced,6.978539999999999
0.8,Aggressive,6.955716956956957
0.8,Cyclic,6.960259139139139
0.85,Cyclic,6.95767913913914
0.85,Balanced,6.97696
0.85,Opportunistic,6.973000000000002
0.85,Aggressive,6.952956836836836
0.85,Conservative,7.00464
0.9,Conservative,7.00494
0.9,Cyclic,6.954238458458459
0.9,Opportunistic,6.971660000000001
0.9,Aggressive,6.950734714714716
0.9,Balanced,6.9758000000000004
0.95,Opportunistic,6.969919999999999
0.95,Cyclic,6.951578338338337
0.95,Balanced,6.97516
0.95,Aggressive,6.948714674674675
0.95,Conservative,7.005059999999999
1.0,Cyclic,6.949698218218218
1.0,Balanced,6.974060000000001
1.0,Aggressive,6.946154454454455
1.0,Conservative,7.005379999999999
1.0,Opportunistic,6.96808
1.05,Cyclic,6.947397217217217
1.05,Opportunistic,6.966920000000001
1.05,Aggressive,6.943914234234235
1.05,Conservative,7.005719999999999
1.05,Balanced,6.97264
1.1,Opportunistic,6.965080000000001
1.1,Cyclic,6.944837037037038
1.1,Balanced,6.970779399399399
1.1,Conservative,7.0060199999999995
1.1,Aggressive,6.941954174174175
1.15,Cyclic,6.9424369169169164
1.15,Conservative,7.006620000000001
1.15,Balanced,6.9694193993994
1.15,Opportunistic,6.963160000000001
1.15,Aggressive,6.939713833833834
1.2,Balanced,6.9679993993994
1.2,Conservative,7.0062
1.2,Cyclic,6.939116676676677
1.2,Aggressive,6.937012852852852
1.2,Opportunistic,6.96157903903904
1.25,Aggressive,6.934712552552553
1.25,Balanced,6.96701941941942
1.25,Opportunistic,6.960299059059059
1.25,Cyclic,6.937316496496496
1.25,Conservative,7.006539999999998
1.3,Opportunistic,6.95839905905906
1.3,Balanced,6.965959359359359
1.3,Conservative,7.006900000000001
1.3,Aggressive,6.9316720120120126
1.3,Cyclic,6.934876196196197
1.35,Conservative,7.00714
1.35,Aggressive,6.929571731731731
1.35,Opportunistic,6.956959079079079
1.35,Cyclic,6.932273070224534
1.35,Balanced,6.96447935935936
1.4,Cyclic,6.929952829783691
1.4,Opportunistic,6.9548990190190185
1.4,Conservative,7.00748
1.4,Balanced,6.962999299299298
1.4,Aggressive,6.925991511511513
1.45,Balanced,6.961398698698698
1.45,Opportunistic,6.953418958958959
1.45,Cyclic,6.92749260956347
1.45,Aggressive,6.92363091091091
1.45,Conservative,7.00766
1.5,Balanced,6.9599786986986985
1.5,Conservative,7.008179999999999
1.5,Cyclic,6.92537242926293
1.5,Aggressive,6.921568948948948
1.5,Opportunistic,6.951818958958959
1.55,Aggressive,6.919588768768767
1.55,Opportunistic,6.9498789589589585
1.55,Balanced,6.958657797797798
1.55,Cyclic,6.922572028501447
1.55,Conservative,7.0081999999999995
1.6,Aggressive,6.917608348348348
1.6,Conservative,7.00862016016016
1.6,Balanced,6.956857677677678
1.6,Cyclic,6.919610366839786
1.6,Opportunistic,6.947938958958958
1.65,Cyclic,6.917750066539485
1.65,Balanced,6.9555375775775765
1.65,Opportunistic,6.945038838838839
1.65,Conservative,7.008940180180181
1.65,Aggressive,6.91514808808809
1.7,Cyclic,6.914909866218925
1.7,Opportunistic,6.942818598598599
1.7,Balanced,6.954197177177176
1.7,Conservative,7.009240180180182
1.7,Aggressive,6.912647727727728
1.75,Aggressive,6.911467467467467
1.75,Conservative,7.009460240240241
1.75,Cyclic,6.9133862825550985
1.75,Opportunistic,6.9417785985985985
1.75,Balanced,6.953376936936937
1.8,Opportunistic,6.940498558558558
1.8,Balanced,6.951596816816817
1.8,Conservative,7.009700260260259
1.8,Cyclic,6.911643960112417
1.8,Aggressive,6.909146986986986
1.85,Balanced,6.950776816816817
1.85,Opportunistic,6.9389985785785795
1.85,Conservative,7.009800280280279
1.85,Cyclic,6.909283419371276
1.85,Aggressive,6.906664924924926
1.9,Balanced,6.949576816816816
1.9,Cyclic,6.9067029388907955
1.9,Conservative,7.0099203003003
1.9,Opportunistic,6.938058578578579
1.9,Aggressive,6.903484324324325
1.95,Balanced,6.948356616616617
1.95,Cyclic,6.903880956788452
1.95,Aggressive,6.901324144144144
1.95,Conservative,7.01006032032032
1.95,Opportunistic,6.936077977977977
2.0,Opportunistic,6.934477897897897
2.0,Conservative,7.0108003403403405
2.0,Cyclic,6.901839114826249
2.0,Aggressive,6.898643723723723
2.0,Balanced,6.947056496496497
2.05,Balanced,6.945716476476476
2.05,Conservative,7.0108003403403405
2.05,Aggressive,6.896083403403403
2.05,Opportunistic,6.932216536536538
2.05,Cyclic,6.899796352063486
2.1,Balanced,6.944676476476478
2.1,Opportunistic,6.930834654654656
2.1,Cyclic,6.896791742122884
2.1,Conservative,7.011060360360359
2.1,Aggressive,6.893058858858858
2.15,Opportunistic,6.929253113113114
2.15,Aggressive,6.8906584384384395
2.15,Cyclic,6.894191201461982
2.15,Conservative,7.011400380380379
2.15,Balanced,6.9434364364364365
2.2,Conservative,7.011520340340341
2.2,Aggressive,6.887818078078078
2.2,Cyclic,6.892070780921201
2.2,Balanced,6.942296316316317
2.2,Opportunistic,6.927972912912912
