Time,strategy,avg_reliability
5.7,Opportunistic,0.6047878885902321
5.7,Balanced,0.6095249532888302
5.7,Aggressive,0.5926741879550791
5.7,Progressive,0.5928531632004961
5.75,Balanced,0.6094412958258816
5.75,Opportunistic,0.604660483566876
5.75,Aggressive,0.5924076496982833
5.75,Conservative,0.6293585205205204
5.75,Progressive,0.592544145117229
5.8,Balanced,0.6092276109732809
5.8,Opportunistic,0.604509926137667
5.8,Progressive,0.5922988249065774
5.8,Conservative,0.62932851001001
5.8,Aggressive,0.5921271158518759
5.85,Aggressive,0.5919539795197832
5.85,Conservative,0.6294045225225225
5.85,Progressive,0.5920379293706131
5.85,Opportunistic,0.6042747452362524
5.85,Balanced,0.609043814986957
5.9,Progressive,0.5917901329319549
5.9,Aggressive,0.5916865101160443
5.9,Opportunistic,0.6041435869415615
5.9,Conservative,0.629456529029029
5.9,Balanced,0.6089382501493058
5.95,Opportunistic,0.6040055259336085
5.95,Progressive,0.5915762147461253
5.95,Conservative,0.6294895270270271
5.95,Aggressive,0.5914453015657757
5.95,Balanced,0.6087922693048341
6.0,Aggressive,0.5912309039822375
6.0,Balanced,0.6086789022858169
6.0,Conservative,0.6295125235235236
6.0,Opportunistic,0.6038799394464978
6.0,Progressive,0.591285895806697
6.05,Opportunistic,0.6036936944508744
6.05,Conservative,0.6295101676676678
6.05,Balanced,0.6085628236420488
6.05,Progressive,0.5910022396035395
6.05,Aggressive,0.5910472032913243
6.1,Balanced,0.608439282125196
6.1,Progressive,0.5907299519804216
6.1,Conservative,0.6295491751751752
6.1,Aggressive,0.5907851447867504
6.1,Opportunistic,0.6034744374733837
6.15,Aggressive,0.5905533233561715
6.15,Balanced,0.6082720063126205
6.15,Conservative,0.6295561841841841
6.15,Progressive,0.590513451303628
6.15,Opportunistic,0.6033141674126483
6.2,Opportunistic,0.6031439398883017
6.2,Balanced,0.6081508530661965
6.2,Aggressive,0.5903297717395227
6.2,Progressive,0.5903553184369705
6.2,Conservative,0.6295546791791792
6.25,Opportunistic,0.6030047625043662
6.25,Aggressive,0.5900142354235931
6.25,Balanced,0.6080041429838368
6.25,Progressive,0.5900805869594001
6.25,Conservative,0.6296001941941942
6.3,Conservative,0.6296857007007007
6.3,Aggressive,0.5898338310299596
6.3,Opportunistic,0.6028896041233714
6.3,Progressive,0.5897500587133392
6.3,Balanced,0.6079513290440507
6.35,Conservative,0.6296632047047047
6.35,Aggressive,0.5896656987824895
6.35,Balanced,0.6077914461147714
6.35,Opportunistic,0.6027754112350018
6.35,Progressive,0.5894622612172492
6.4,Aggressive,0.5894278210713219
6.4,Opportunistic,0.6025648014828777
6.4,Balanced,0.6077332574658405
6.4,Progressive,0.589093226757727
6.4,Conservative,0.6296827002002002
6.45,Conservative,0.6297352037037036
6.45,Opportunistic,0.6024227038582141
6.45,Progressive,0.5888531596670997
6.45,Aggressive,0.5891877905373962
6.45,Balanced,0.607604256108446
6.5,Conservative,0.6298041966966967
6.5,Opportunistic,0.6022910871432967
6.5,Progressive,0.588519533404874
6.5,Aggressive,0.5889294605037323
6.5,Balanced,0.6074802019641153
6.55,Opportunistic,0.6021353150593635
6.55,Progressive,0.5883062128676217
6.55,Balanced,0.6074108349251379
6.55,Aggressive,0.5886997605473084
6.55,Conservative,0.6298152117117117
6.6,Aggressive,0.5884834115281694
6.6,Balanced,0.6072961087261832
6.6,Progressive,0.5880890547135605
6.6,Conservative,0.6298667242242242
6.6,Opportunistic,0.6019440458839935
6.65,Balanced,0.6071894353542757
6.65,Progressive,0.5877942043956631
6.65,Opportunistic,0.601788773826238
6.65,Conservative,0.6298832232232232
6.65,Aggressive,0.5882267310646974
6.7,Balanced,0.6070968693605587
6.7,Conservative,0.6299513938938939
6.7,Opportunistic,0.6015919785642471
6.7,Aggressive,0.5879845273708036
6.7,Progressive,0.5875438487259822
6.75,Aggressive,0.5877791317546432
6.75,Conservative,0.6299789039039038
6.75,Balanced,0.6069990320052733
6.75,Progressive,0.5872173378975493
6.75,Opportunistic,0.6014888568342918
6.8,Conservative,0.6299939004004004
6.8,Aggressive,0.5875121927448131
6.8,Progressive,0.587052893599741
6.8,Balanced,0.6068498619925662
6.8,Opportunistic,0.6013482226390164
6.85,Progressive,0.5867890173826362
6.85,Balanced,0.6067815779634378
6.85,Conservative,0.6299993748748749
6.85,Opportunistic,0.6011249044452538
6.85,Aggressive,0.5872673640305981
6.9,Balanced,0.6066819174687175
6.9,Aggressive,0.587026369150001
6.9,Opportunistic,0.6009116650968565
6.9,Conservative,0.6300003773773774
6.9,Progressive,0.5865587784764849
6.95,Balanced,0.6065376874951545
6.95,Progressive,0.5863147371197736
6.95,Aggressive,0.5868027278001929
6.95,Opportunistic,0.6007439351403686
6.95,Conservative,0.6300383723723724
7.0,Conservative,0.6300648803803803
7.0,Opportunistic,0.6005412233092291
7.0,Balanced,0.6064986939977939
7.0,Progressive,0.5860882346621268
7.0,Aggressive,0.5866433366261389
7.05,Aggressive,0.5864091824968515
7.05,Balanced,0.6063648774927975
7.05,Progressive,0.5858032683646365
7.05,Conservative,0.6300803833833833
7.05,Opportunistic,0.6003161097925913
7.1,Balanced,0.6062412135839468
7.1,Aggressive,0.586222434852136
7.1,Opportunistic,0.6000722740176099
7.1,Conservative,0.6301373973973974
7.1,Progressive,0.5855493202490756
7.15,Conservative,0.63018590990991
7.15,Opportunistic,0.5998839968394495
7.15,Balanced,0.6061195778660465
7.15,Progressive,0.5852759979556301
7.15,Aggressive,0.5859767692594064
7.2,Progressive,0.5849200562807088
7.2,Balanced,0.6059448693018042
7.2,Conservative,0.6302094814814815
7.2,Aggressive,0.5857772228170927
7.2,Opportunistic,0.5998088128374199
7.25,Conservative,0.6302375005005005
7.25,Aggressive,0.5855430253529161
7.25,Progressive,0.5846904726036618
7.25,Balanced,0.6057552680180232
7.25,Opportunistic,0.5996154317391774
7.3,Conservative,0.630239007007007
7.3,Balanced,0.605626201711409
7.3,Opportunistic,0.5994411796682764
7.3,Progressive,0.5844523165783224
7.3,Aggressive,0.5853684827182812
7.35,Progressive,0.5841928874232813
7.35,Balanced,0.6054245265426851
7.35,Conservative,0.6303170245245245
7.35,Opportunistic,0.5993200901552748
7.35,Aggressive,0.5851989705974712
7.4,Opportunistic,0.5991683213968411
7.4,Aggressive,0.5849563935129162
7.4,Conservative,0.6303825495495495
7.4,Balanced,0.6052712860616356
7.4,Progressive,0.5840010948329317
7.45,Balanced,0.6051731442514376
7.45,Opportunistic,0.5989842297795072
7.45,Progressive,0.5838330077044305
7.45,Conservative,0.6304655645645646
7.45,Aggressive,0.5847232821161
7.5,Aggressive,0.5844277078009918
7.5,Balanced,0.6050433960687959
7.5,Conservative,0.6304996511511511
7.5,Progressive,0.5836546124806324
7.5,Opportunistic,0.5988174195450875
7.55,Conservative,0.63048963013013
7.55,Aggressive,0.5841962154879919
7.55,Opportunistic,0.5986396153800049
7.55,Progressive,0.5833435182717674
7.55,Balanced,0.6049702582172488
7.6,Aggressive,0.5838647064407697
7.6,Opportunistic,0.5984468302336327
7.6,Balanced,0.6048025135451679
7.6,Conservative,0.6305076411411412
7.6,Progressive,0.5831338142184286
7.65,Progressive,0.5828676315899629
7.65,Opportunistic,0.5982399173573539
7.65,Conservative,0.6304976341341342
