Time,strategy,fog_count,avg_reputation,avg_profit,avg_honesty,audit_type,audit_result
0,Aggressive,1000,7,0,nan
0,Conservative,1000,7,0,nan
0,Balanced,1000,7,0,nan
0,Cyclic,1000,7,0,nan
0,Opportunistic,1000,7,0,nan
0.006568116455329415,Opportunistic,1000,6.997,-0.0010499361407937684,0.4241950110656128,True,False
0.012774238726741962,Conservative,1000,7.001,5.4156217134037734e-05,0.8332920893038058,False,True
0.014143412588027735,Aggressive,1000,6.997,-0.0010193660526173493,0.16717405204310642,False,False
0.0822094642830453,Aggressive,1000,6.998,-0.000918940050995988,0.16716717533323844,False,True
0.09072483311300901,Aggressive,1000,6.995,-0.0019381643345654806,0.16704456769493492,False,False
0.10147875893059027,Cyclic,1000,6.997,-0.001017000565994687,0.1672541083180439,False,False
0.11493494706696995,Opportunistic,1000,6.994,-0.002084177926604033,0.4246264864248675,True,False
0.11841234829292706,Cyclic,1000,6.994,-0.002030953175788973,0.16715341496412567,False,False
0.12887827904725746,Conservative,1000,7.002,9.862869022834708e-05,0.8335068472526824,False,True
0.15555948776635298,Cyclic,1000,6.991,-0.003039884977529713,0.1671654609844416,False,False
0.160876576043595,Balanced,1000,6.997,-0.0010505236026245699,0.5023167009524369,False,False
0.18644233742480887,Aggressive,1000,6.992,-0.002962974233926891,0.16703033264137548,False,False
0.19565954767646318,Balanced,1000,6.994,-0.0021232803604276204,0.5023855989014564,False,False
0.21411457441908477,Balanced,1000,6.991,-0.0031826891353798664,0.5018321275992422,False,False
0.21814523645677147,Balanced,1000,6.992,-0.003123905150819506,0.5017492129139651,False,True
0.22852736273560584,Aggressive,1000,6.989,-0.0039793934862316,0.16694434249254775,False,False
0.23154743216006718,Opportunistic,1000,6.991,-0.003128534373484985,0.4251180558438615,True,False
0.24851046369243734,Aggressive,1000,6.986,-0.004996372867913029,0.16704814335110438,False,False
0.25236642347425403,Opportunistic,1000,6.992,-0.003053932942720607,0.42528971479913447,False,True
0.2750260662319862,Aggressive,1000,6.983,-0.006029766202389198,0.16708408987098128,True,False
0.2776627237348282,Aggressive,1000,6.98,-0.00704666539659868,0.1667853260125079,False,False
0.3034114482781302,Balanced,1000,6.989,-0.004176830735013053,0.5015533871109275,False,False
0.30516321548024655,Aggressive,1000,6.977,-0.008055122263270082,0.16670655926910227,False,False
0.3243405333034861,Opportunistic,1000,6.993,-0.0029561801001805527,0.42505188530537247,False,True
0.3269580344341744,Conservative,1000,6.999,-0.0009925180423471448,0.8333338083010645,True,False
0.34165779674547053,Conservative,1000,7.0,-0.0009377410845269685,0.833233253366037,False,True
0.3470443449749683,Balanced,1000,6.99,-0.004103554209507222,0.5014476268677296,False,True
0.366718043630462,Opportunistic,1000,6.994,-0.002871054622631253,0.4249341812874773,False,True
0.38171371221641864,Balanced,1000,6.987,-0.0051570479834556525,0.5014017941846204,False,False
0.38640393909136894,Balanced,1000,6.984,-0.006200768357194745,0.5012981537841991,True,False
0.38701110061910476,Conservative,1000,7.001,-0.0008827558486688645,0.8333763663845037,False,True
0.39229495979820705,Aggressive,1000,6.974,-0.009069081214367622,0.16682526046714402,False,False
0.4054983060033711,Cyclic,1000,6.988,-0.004064401555640533,0.16728532665848309,False,False
0.4207009282451384,Cyclic,1000,6.985,-0.005095510867042746,0.16709985726970797,False,False
0.43836566088700263,Conservative,1000,7.002,-0.0008376343506814577,0.8332968654339762,False,True
0.45254648368004535,Opportunistic,1000,6.995,-0.0027943453263579183,0.4248659663642104,False,True
0.46138238996166625,Conservative,1000,7.003,-0.0007961555475884969,0.8333803577130506,False,True
0.4728179873872955,Balanced,1000,6.981,-0.007258197407580782,0.5013814560368963,False,False
0.48096080212073417,Aggressive,1000,6.971,-0.010074434347738873,0.16674445168176702,False,False
0.48355854820022454,Conservative,1000,7.004,-0.0007586057420889718,0.8333180660336545,False,True
0.48710914961248064,Opportunistic,1000,6.992,-0.00382422864310111,0.4244377512743906,False,False
0.48904028248560705,Opportunistic,1000,6.993,-0.003764135093018079,0.424885970377455,False,True
0.4901354276893885,Conservative,1000,7.005,-0.0007166642089820927,0.8332236277776413,False,True
0.49458327976563116,Aggressive,1000,6.972,-0.009979864117604563,0.16682795922600396,False,True
0.5050638925744153,Aggressive,1000,6.969,-0.010989627003073411,0.16697233014419152,False,False
0.5096448081578896,Opportunistic,1000,6.99,-0.004810251868598967,0.4246181372134663,True,False
0.5260279553684284,Opportunistic,1000,6.987,-0.005839755434350178,0.42481540484148334,False,False
0.5392841954790205,Cyclic,1000,6.982,-0.00609638648055428,0.1669056962401565,False,False
0.5528985496677976,Balanced,1000,6.982,-0.007186094500379448,0.5015630729567288,False,True
0.5533880087795432,Aggressive,1000,6.966,-0.012006537242347558,0.16699376663812115,False,False
0.5557843206997214,Balanced,1000,6.979,-0.008235874067440835,0.5013869921326767,False,False
0.5622893512120039,Opportunistic,1000,6.988,-0.005761496763902814,0.42540458566251665,False,True
0.566680427409864,Cyclic,1000,6.979,-0.007113401471951559,0.16692581657372738,False,False
0.5697927250943653,Conservative,1000,7.006,-0.0006631037403245043,0.8332690591400813,False,True
0.5713165824511982,Opportunistic,1000,6.989,-0.005671248533284431,0.4251761351058769,False,True
0.5820725195774188,Cyclic,1000,6.976,-0.008126166458332496,0.1667697137681409,False,False
0.6009093192618553,Balanced,1000,6.976,-0.009283398748156828,0.5013811945175897,False,False
0.604590992049069,Aggressive,1000,6.963,-0.013010241457765073,0.16698946995391026,False,False
0.6127401077283815,Conservative,1000,7.007,-0.0006298749479087089,0.8334391682392718,False,True
0.6195440781553756,Conservative,1000,7.004,-0.0016800843211665342,0.8333664936464269,False,False
0.630737135372108,Aggressive,1000,6.96,-0.01403562642805805,0.167054237602181,False,False
0.631235911968959,Balanced,1000,6.973,-0.010327574559221418,0.5012867134415864,True,False
0.6511304777358026,Balanced,1000,6.974,-0.010260787420082327,0.5014917117445488,False,True
0.6568728515243419,Balanced,1000,6.971,-0.011303485017007002,0.5012044843528953,False,False
