Time,strategy,avg_collateral
81.25,Conservative,4.7145136493340525
81.3,Opportunistic,4.2566934715194265
81.3,Balanced,4.371796907967361
81.3,Aggressive,4.241572299749286
81.3,Progressive,4.210211592642563
81.3,Conservative,4.714208372395792
81.35,Progressive,4.209798855851131
81.35,Balanced,4.371462842804648
81.35,Conservative,4.713904067166712
81.35,Aggressive,4.241328449558077
81.35,Opportunistic,4.256235186945162
81.4,Balanced,4.371099435277062
81.4,Conservative,4.713736054615743
81.4,Aggressive,4.241161752039538
81.4,Opportunistic,4.255869362850404
81.4,Progressive,4.209537995771329
81.45,Balanced,4.370758733650252
81.45,Aggressive,4.240524692178091
81.45,Opportunistic,4.255455948024528
81.45,Progressive,4.209117652622582
81.45,Conservative,4.713607897007311
81.5,Opportunistic,4.2551464944630535
81.5,Aggressive,4.2402975397911415
81.5,Conservative,4.713404083201677
81.5,Balanced,4.3702901271791665
81.5,Progressive,4.208744327201561
81.55,Opportunistic,4.254765795845746
81.55,Conservative,4.71318054399884
81.55,Balanced,4.370123945679233
81.55,Progressive,4.208465354670773
81.55,Aggressive,4.239942772080365
81.6,Opportunistic,4.254406468414905
81.6,Aggressive,4.239722937144755
81.6,Balanced,4.36967057208874
81.6,Progressive,4.207841518641695
81.6,Conservative,4.712997634651622
81.65,Progressive,4.20739744325696
81.65,Opportunistic,4.254037539825306
81.65,Aggressive,4.239297442562009
81.65,Conservative,4.712808456724806
81.65,Balanced,4.369169900257849
81.7,Balanced,4.368802483864663
81.7,Opportunistic,4.253603894543177
81.7,Progressive,4.207103255771858
81.7,Conservative,4.712619514313783
81.7,Aggressive,4.238883487030124
81.75,Balanced,4.368353662704809
81.75,Opportunistic,4.253154501249664
81.75,Aggressive,4.238308856132214
81.75,Progressive,4.206665975586983
81.75,Conservative,4.712450602724802
81.8,Opportunistic,4.252599409139447
81.8,Aggressive,4.238066748526106
81.8,Balanced,4.368062089645114
81.8,Progressive,4.205790085724813
81.8,Conservative,4.71222100888193
81.85,Aggressive,4.237621114315357
81.85,Opportunistic,4.252412681831624
81.85,Progressive,4.20532749018113
81.85,Conservative,4.712031323006142
81.85,Balanced,4.367672395485272
81.9,Aggressive,4.237235913952489
81.9,Opportunistic,4.2517910338796705
81.9,Progressive,4.205121573320119
81.9,Conservative,4.7119331624550735
81.9,Balanced,4.367283412837432
81.95,Aggressive,4.2368110649111
81.95,Progressive,4.204951075984393
81.95,Conservative,4.71183141094854
81.95,Balanced,4.3669434981535815
81.95,Opportunistic,4.251314112806625
82.0,Conservative,4.711505974948463
82.0,Progressive,4.204674491713614
82.0,Aggressive,4.236214870483752
82.0,Opportunistic,4.2507939295964885
82.0,Balanced,4.366665834011653
82.05,Opportunistic,4.250300918276455
82.05,Conservative,4.711322590993255
82.05,Aggressive,4.2357871196679
82.05,Progressive,4.204368424737755
82.05,Balanced,4.36647019476317
82.1,Conservative,4.711174200081077
82.1,Aggressive,4.235281304247236
82.1,Balanced,4.3661883143641
82.1,Progressive,4.204020717860478
82.1,Opportunistic,4.249717409722019
82.15,Conservative,4.710924306745147
82.15,Opportunistic,4.2492946923968065
82.15,Aggressive,4.2348656710440284
82.15,Progressive,4.203768285769595
82.15,Balanced,4.365825906443777
82.2,Progressive,4.203448383191859
82.2,Opportunistic,4.248798548462679
82.2,Balanced,4.3653448746865475
82.2,Conservative,4.710700497897496
82.2,Aggressive,4.234605953638802
82.25,Conservative,4.710537791369837
82.25,Aggressive,4.234086082600218
82.25,Opportunistic,4.2483265529888286
82.25,Balanced,4.364926325725895
82.25,Progressive,4.203272601603071
82.3,Balanced,4.364520473779641
82.3,Opportunistic,4.248146265205395
82.3,Progressive,4.202951925116159
82.3,Conservative,4.7103892388483946
82.3,Aggressive,4.2335970940088625
82.35,Aggressive,4.233344974496098
82.35,Progressive,4.202373063246209
82.35,Opportunistic,4.247735797915198
82.35,Balanced,4.364132542020976
82.35,Conservative,4.710246668723677
82.4,Balanced,4.363722269917262
82.4,Conservative,4.710127545507443
82.4,Progressive,4.202057525097589
82.4,Opportunistic,4.2473225047774665
82.4,Aggressive,4.232774124539219
82.45,Progressive,4.201524756419353
82.45,Conservative,4.709973696538479
82.45,Aggressive,4.23234918403688
82.45,Opportunistic,4.2468672343879135
82.45,Balanced,4.363183028923671
82.5,Progressive,4.201275366211029
82.5,Balanced,4.362982711628952
82.5,Opportunistic,4.246502011162023
82.5,Conservative,4.709724168451699
82.5,Aggressive,4.232100556527098
82.55,Progressive,4.201052253524315
82.55,Aggressive,4.231740441843457
82.55,Conservative,4.709541136427045
82.55,Opportunistic,4.2461455762937
82.55,Balanced,4.362665995909941
82.6,Balanced,4.362204023656897
82.6,Progressive,4.200486070065673
82.6,Opportunistic,4.245790184313034
82.6,Aggressive,4.231428096761152
82.6,Conservative,4.709371913632835
82.65,Conservative,4.709269934675467
82.65,Aggressive,4.231136110080575
82.65,Opportunistic,4.245278569586839
82.65,Balanced,4.361730813539098
82.65,Progressive,4.200119402081645
82.7,Conservative,4.709147879272419
82.7,Aggressive,4.23074594840522
82.7,Balanced,4.361334906821149
82.7,Progressive,4.19969541275366
82.7,Opportunistic,4.244806362482047
82.75,Conservative,4.70882238305039
82.75,Opportunistic,4.244489851566093
82.75,Balanced,4.360985048829681
82.75,Progressive,4.1992998563282775
82.75,Aggressive,4.230342515530742
82.8,Opportunistic,4.244123648141266
82.8,Aggressive,4.230000913550614
82.8,Balanced,4.360550570577975
82.8,Progressive,4.198942984244075
82.8,Conservative,4.7085175222739
82.85,Progressive,4.198468653381251
82.85,Balanced,4.36017708417817
82.85,Aggressive,4.229749815271191
82.85,Conservative,4.7084157499191415
82.85,Opportunistic,4.2437727204717985
82.9,Aggressive,4.229662388339867
82.9,Balanced,4.359936824544292
82.9,Conservative,4.708252668713859
82.9,Opportunistic,4.243358802097912
82.9,Progressive,4.197925529258223
82.95,Conservative,4.7081306333147435
82.95,Aggressive,4.229359792174812
82.95,Progressive,4.197654792975471
82.95,Balanced,4.35945480953846
82.95,Opportunistic,4.2430031414689156
83.0,Conservative,4.707955640586666
83.0,Aggressive,4.229221044102839
83.0,Balanced,4.358899210204474
83.0,Opportunistic,4.24254067128091
83.0,Progressive,4.1973596746262
83.05,Progressive,4.197027253400632
83.05,Opportunistic,4.242012263341286
83.05,Conservative,4.707752425994673
83.05,Aggressive,4.229263329483111
83.05,Balanced,4.358486548340277
83.1,Progressive,4.196521655840484
83.1,Aggressive,4.22895487828992
83.1,Opportunistic,4.241731852615873
83.1,Balanced,4.3583218130224735
83.1,Conservative,4.707502685404549
83.15,Aggressive,4.228504043065236
83.15,Opportunistic,4.241317982111057
83.15,Balanced,4.35785941872
83.15,Conservative,4.7072732041879
83.15,Progressive,4.196237176878409
83.2,Progressive,4.195849553971265
83.2,Aggressive,4.2281437031119
83.2,Opportunistic,4.240699192360498
83.2,Balanced,4.357456725866354
83.2,Conservative,4.707083782388331
83.25,Progressive,4.195399257779737
83.25,Aggressive,4.227970957796456
83.25,Opportunistic,4.240112913099944
83.25,Conservative,4.707022889066846
83.25,Balanced,4.357135102066767
83.3,Conservative,4.706848525647756
83.3,Aggressive,4.227640990155482
83.3,Balanced,4.3566776539281475
83.3,Progressive,4.195085484546034
83.3,Opportunistic,4.239757225135769
83.35,Aggressive,4.227108124467059
83.35,Balanced,4.356383183479304
83.35,Progressive,4.194999264285488
83.35,Conservative,4.706624031223802
83.35,Opportunistic,4.239424147926089
83.4,Conservative,4.706557643816789
83.4,Progressive,4.1945773211136235
83.4,Balanced,4.356087463070654
83.4,Opportunistic,4.239044972573144
83.4,Aggressive,4.226725513667707
83.45,Balanced,4.355728622038967
83.45,Conservative,4.70637413508119
83.45,Opportunistic,4.23855462791885
83.45,Aggressive,4.226422935896881
83.45,Progressive,4.194300089375924
83.5,Conservative,4.706129815809581
83.5,Opportunistic,4.238107321464542
83.5,Aggressive,4.225906346993063
83.5,Balanced,4.355500296429456
83.5,Progressive,4.193900913308437
83.55,Progressive,4.193645347989425
83.55,Opportunistic,4.237826096374691
83.55,Balanced,4.35502515678654
83.55,Aggressive,4.225385637703648
83.55,Conservative,4.7058185150935845
83.6,Progressive,4.193035884171278
83.6,Opportunistic,4.237221278407403
83.6,Conservative,4.705577457399855
83.6,Aggressive,4.2248933020594395
83.6,Balanced,4.35453201548329
83.65,Opportunistic,4.2368593178991265
83.65,Aggressive,4.224431101187688
83.65,Balanced,4.354065174716333
83.65,Conservative,4.705367792934493
83.65,Progressive,4.1925285178451155
83.7,Progressive,4.1922830352766605
83.7,Balanced,4.353499085298093
83.7,Conservative,4.705245839066506
83.7,Opportunistic,4.236218731138453
83.7,Aggressive,4.2242668689120695
83.75,Opportunistic,4.235884247857959
83.75,Conservative,4.7050562117664745
83.75,Aggressive,4.2240232372440625
83.75,Balanced,4.353246106035698
83.75,Progressive,4.192054813326573
83.8,Aggressive,4.223376116072384
83.8,Conservative,4.7048596427566585
83.8,Balanced,4.352883810513312
83.8,Opportunistic,4.235478149753873
83.8,Progressive,4.191654449602639
83.85,Progressive,4.191419134962399
83.85,Aggressive,4.222950430304359
83.85,Opportunistic,4.235045375736002
83.85,Conservative,4.7047522306927325
83.85,Balanced,4.352520340047806
83.9,Aggressive,4.222434085992945
83.9,Balanced,4.352197576666696
83.9,Opportunistic,4.234636699768811
83.9,Progressive,4.190872795310107
83.9,Conservative,4.70444099214994
83.95,Balanced,4.351928198152802
83.95,Conservative,4.704205283816106
83.95,Opportunistic,4.2344065167151905
83.95,Progressive,4.190381374780136
83.95,Aggressive,4.22198174896589
84.0,Opportunistic,4.234026258096509
84.0,Balanced,4.351672073953636
84.0,Progressive,4.189894259029876
84.0,Conservative,4.704083040001478
84.0,Aggressive,4.221563682328466
84.05,Conservative,4.703920084552699
84.05,Balanced,4.351084738450534
84.05,Progressive,4.189508573805438
84.05,Aggressive,4.221530742678752
84.05,Opportunistic,4.23350620195148
84.1,Aggressive,4.221214399757625
84.1,Opportunistic,4.232900334223934
84.1,Conservative,4.703710797382179
84.1,Balanced,4.3506833074299776
84.1,Progressive,4.189242728651175
84.15,Aggressive,4.220716717563997
84.15,Progressive,4.189074521965904
84.15,Balanced,4.350285927090541
84.15,Conservative,4.7036230153264516
84.15,Opportunistic,4.232493067985188
84.2,Opportunistic,4.231960419711193
84.2,Progressive,4.188485111714146
84.2,Aggressive,4.220230989570689
84.2,Conservative,4.703439670443718
84.2,Balanced,4.349762403689081
84.25,Conservative,4.703210126529136
84.25,Opportunistic,4.231478130456368
84.25,Aggressive,4.21997056030589
84.25,Balanced,4.349371327886818
84.25,Progressive,4.188245020841051
84.3,Conservative,4.703006125230274
84.3,Progressive,4.187683676526366
84.3,Opportunistic,4.230926841927037
84.3,Aggressive,4.219708124037047
84.3,Balanced,4.349075791432752
84.35,Balanced,4.348745351538577
84.35,Progressive,4.187391125857174
84.35,Aggressive,4.219484565141233
84.35,Conservative,4.702837125476485
84.35,Opportunistic,4.2306462010246175
84.4,Conservative,4.702714799880755
84.4,Aggressive,4.2187750502217884
84.4,Balanced,4.3483592823174755
84.4,Opportunistic,4.230336808774577
84.4,Progressive,4.187037686455711
84.45,Opportunistic,4.229933451817238
84.45,Conservative,4.702504681834906
84.45,Progressive,4.1864801094829405
84.45,Balanced,4.347890877110665
84.45,Aggressive,4.218314202735553
84.5,Opportunistic,4.229502995462628
84.5,Aggressive,4.217849638830039
84.5,Progressive,4.186070411097933
84.5,Balanced,4.347522948651572
84.5,Conservative,4.702234079602151
84.55,Conservative,4.7021401268009235
84.55,Opportunistic,4.229016053925497
84.55,Progressive,4.185399765570191
84.55,Aggressive,4.217713502458729
84.55,Balanced,4.3472449162556375
84.6,Conservative,4.702011296051853
84.6,Progressive,4.18506613074472
84.6,Aggressive,4.217169279625883
84.6,Balanced,4.346760443838009
84.6,Opportunistic,4.228613646776594
84.65,Conservative,4.701720094970283
84.65,Aggressive,4.2167353103790495
84.65,Opportunistic,4.228187731658606
84.65,Progressive,4.184602300236624
84.65,Balanced,4.346414368437864
84.7,Opportunistic,4.2275159564198015
84.7,Progressive,4.184289717536369
84.7,Balanced,4.345994244726994
84.7,Aggressive,4.216468131211936
84.7,Conservative,4.701536979903692
84.75,Opportunistic,4.226940746989689
84.75,Balanced,4.3456758258469055
84.75,Aggressive,4.216086444899601
84.75,Progressive,4.183860323556034
84.75,Conservative,4.701327441703089
84.8,Aggressive,4.21572507403487
84.8,Balanced,4.345351896214381
84.8,Progressive,4.183559687069045
84.8,Opportunistic,4.226580361093319
84.8,Conservative,4.701104048922113
84.85,Balanced,4.344964627099053
84.85,Progressive,4.183176684615098
84.85,Aggressive,4.215356218527068
84.85,Conservative,4.700859893932138
84.85,Opportunistic,4.226031016194829
84.9,Balanced,4.344629599898535
84.9,Conservative,4.700574300906028
84.9,Progressive,4.182876978364492
84.9,Aggressive,4.214933357626731
84.9,Opportunistic,4.225588553963074
84.95,Opportunistic,4.224977729848495
84.95,Aggressive,4.214816756114594
84.95,Balanced,4.344301705667059
84.95,Progressive,4.182333935778787
84.95,Conservative,4.70025640685742
85.0,Balanced,4.344241913719052
85.0,Progressive,4.182004275749603
85.0,Opportunistic,4.224494003609626
85.0,Conservative,4.700154634157991
85.0,Aggressive,4.214358006430592
85.05,Progressive,4.181401515211418
85.05,Conservative,4.699828348307677
85.05,Aggressive,4.2141811363169595
85.05,Opportunistic,4.224223417890184
85.05,Balanced,4.343739427848657
85.1,Conservative,4.699543585625375
85.1,Progressive,4.181069424563558
85.1,Balanced,4.343221631482122
85.1,Aggressive,4.213542771692485
85.1,Opportunistic,4.223840578597965
85.15,Balanced,4.342936891205441
85.15,Aggressive,4.213157536847925
85.15,Opportunistic,4.223513581496308
85.15,Progressive,4.180843075763007
85.15,Conservative,4.699380214603396
85.2,Aggressive,4.2128696504757155
85.2,Balanced,4.342488474885272
85.2,Conservative,4.699258447923411
85.2,Opportunistic,4.222986029368631
85.2,Progressive,4.180328702557522
85.25,Opportunistic,4.222598734315654
85.25,Balanced,4.341978873757288
85.25,Conservative,4.699083603580008
85.25,Aggressive,4.212285046916449
85.25,Progressive,4.179888457118705
85.3,Progressive,4.179603608335615
85.3,Conservative,4.698812812143597
85.3,Opportunistic,4.222413141450079
85.3,Aggressive,4.211778064009399
85.3,Balanced,4.341601822112823
85.35,Balanced,4.341141958296665
85.35,Opportunistic,4.221907280561261
85.35,Conservative,4.698556190451416
85.35,Aggressive,4.211459675710415
85.35,Progressive,4.179168255020198
85.4,Conservative,4.698325979282668
85.4,Balanced,4.3406355420210145
85.4,Progressive,4.178764187211492
85.4,Aggressive,4.211088955491409
85.4,Opportunistic,4.221657132263162
85.45,Balanced,4.340186241741499
85.45,Aggressive,4.21097136360146
85.45,Opportunistic,4.22108310907944
85.45,Progressive,4.17826228074898
85.45,Conservative,4.6980554395238014
85.5,Opportunistic,4.2206996578588765
85.5,Aggressive,4.210631222096063
85.5,Progressive,4.177854002785496
85.5,Conservative,4.69791281020204
85.5,Balanced,4.3398778307485175
85.55,Opportunistic,4.220406740586996
85.55,Balanced,4.339533808153158
85.55,Progressive,4.177306232066683
85.55,Aggressive,4.21020224053184
85.55,Conservative,4.697688567849427
85.6,Aggressive,4.209999707069824
85.6,Progressive,4.177207759468041
85.6,Balanced,4.339151886007162
85.6,Opportunistic,4.219924045869816
85.6,Conservative,4.697342227378517
85.65,Conservative,4.697146558466368
85.65,Aggressive,4.209791992333451
85.65,Progressive,4.176991313552494
85.65,Opportunistic,4.219238028496863
85.65,Balanced,4.338814566202614
85.7,Opportunistic,4.218697710503255
85.7,Conservative,4.696895849606061
85.7,Aggressive,4.209418814917272
85.7,Progressive,4.176646169283685
85.7,Balanced,4.3386381215129735
85.75,Aggressive,4.209140278533153
85.75,Balanced,4.338188879071871
85.75,Opportunistic,4.21831468649045
85.75,Conservative,4.69664517821985
85.75,Progressive,4.1759571236029105
85.8,Opportunistic,4.217974484002447
85.8,Progressive,4.175601645034392
85.8,Conservative,4.696319595568909
85.8,Aggressive,4.208650969962562
85.8,Balanced,4.337955366621932
85.85,Balanced,4.337504867851285
85.85,Opportunistic,4.217546928224474
85.85,Conservative,4.696110126115661
85.85,Progressive,4.175162978455564
85.85,Aggressive,4.208427923686059
85.9,Conservative,4.695880270429274
85.9,Opportunistic,4.217294208314744
85.9,Progressive,4.1748561204548285
85.9,Balanced,4.337363540699013
85.9,Aggressive,4.2078853406449666
85.95,Opportunistic,4.216869011500617
85.95,Progressive,4.174293766301637
85.95,Balanced,4.336924038826982
85.95,Conservative,4.695696760214174
85.95,Aggressive,4.207714382090918
86.0,Opportunistic,4.216482052658443
86.0,Progressive,4.173693264217874
86.0,Aggressive,4.207335335910414
86.0,Conservative,4.695569235643337
86.0,Balanced,4.336561321333291
86.05,Balanced,4.33621525641981
86.05,Aggressive,4.206888378411203
86.05,Progressive,4.173299385074043
86.05,Opportunistic,4.215933963132567
86.05,Conservative,4.69526577885312
86.1,Opportunistic,4.215349423660353
86.1,Balanced,4.335897753649349
86.1,Progressive,4.172987089087121
86.1,Aggressive,4.206575315405379
86.1,Conservative,4.695001278668986
86.15,Opportunistic,4.215020941734527
86.15,Conservative,4.694797215332908
86.15,Balanced,4.335459928888137
86.15,Progressive,4.172634141758578
86.15,Aggressive,4.206082542461904
86.2,Opportunistic,4.214426730405421
86.2,Balanced,4.335261495812216
86.2,Aggressive,4.205660280046299
86.2,Conservative,4.694566789882897
86.2,Progressive,4.172216229978485
86.25,Progressive,4.171795616151326
86.25,Balanced,4.334895410598805
86.25,Opportunistic,4.214029615589414
86.25,Aggressive,4.205309653581309
86.25,Conservative,4.69432207597173
86.3,Aggressive,4.205052922858724
86.3,Opportunistic,4.213694173818698
86.3,Progressive,4.1713754877379206
86.3,Balanced,4.334510809715631
86.3,Conservative,4.694066223838707
86.35,Progressive,4.170913944483014
86.35,Conservative,4.693957624296303
86.35,Balanced,4.334192251836889
86.35,Aggressive,4.204808006809473
86.35,Opportunistic,4.213320974743235
86.4,Opportunistic,4.212729975640759
86.4,Aggressive,4.204446253466678
86.4,Conservative,4.69372776374844
86.4,Balanced,4.334018766301429
86.4,Progressive,4.1704965818881545
86.45,Conservative,4.693585238783429
86.45,Aggressive,4.204280727964468
86.45,Opportunistic,4.212405606703434
86.45,Progressive,4.170126787094025
86.45,Balanced,4.333617096584466
86.5,Progressive,4.169747644697719
86.5,Balanced,4.333332483778781
86.5,Conservative,4.693477402938159
86.5,Opportunistic,4.211895049021874
86.5,Aggressive,4.203998891385848
86.55,Progressive,4.169402443547818
86.55,Opportunistic,4.21157784970902
86.55,Conservative,4.693348924782195
86.55,Balanced,4.332769559144316
86.55,Aggressive,4.20372354082432
86.6,Opportunistic,4.2111062668055315
86.6,Balanced,4.332313225939242
86.6,Aggressive,4.203451742054842
86.6,Progressive,4.169114839881638
86.6,Conservative,4.693063308703983
86.65,Aggressive,4.2030436757142295
86.65,Opportunistic,4.210758027904819
86.65,Progressive,4.168571448841592
86.65,Balanced,4.332082006672872
86.65,Conservative,4.692879820043459
86.7,Aggressive,4.20275022339569
86.7,Opportunistic,4.210333439737081
86.7,Progressive,4.168019324147875
86.7,Balanced,4.331429284363599
86.7,Conservative,4.69271099160229
86.75,Opportunistic,4.20997045820463
86.75,Conservative,4.692405156004466
86.75,Progressive,4.167970110210146
86.75,Aggressive,4.202604401190893
86.75,Balanced,4.330977842891086
86.8,Progressive,4.167727713065793
86.8,Conservative,4.692195483223609
86.8,Opportunistic,4.209669561265493
86.8,Aggressive,4.202438696249895
86.8,Balanced,4.330527248971721
86.85,Balanced,4.330052025540987
86.85,Progressive,4.167401704799566
86.85,Aggressive,4.2023971705108565
86.85,Opportunistic,4.209118887088303
86.85,Conservative,4.691985212556319
86.9,Opportunistic,4.208667007206706
86.9,Progressive,4.166716045304444
86.9,Balanced,4.329665048612757
86.9,Aggressive,4.201974936338111
86.9,Conservative,4.691781315362705
86.95,Progressive,4.166302832885864
86.95,Balanced,4.329392685033378
86.95,Aggressive,4.201495614490325
86.95,Opportunistic,4.20824180221592
86.95,Conservative,4.69159038576974
87.0,Progressive,4.165819592150168
87.0,Aggressive,4.201039455329759
87.0,Conservative,4.691380515497837
87.0,Balanced,4.329041012726316
87.0,Opportunistic,4.207778343580509
87.05,Aggressive,4.200438544185843
87.05,Conservative,4.6911357798188895
87.05,Progressive,4.165125886038435
87.05,Opportunistic,4.207173483267166
87.05,Balanced,4.32846952614576
87.1,Aggressive,4.200050598693098
87.1,Conservative,4.690980569827402
87.1,Progressive,4.164628603928887
87.1,Balanced,4.32802132300133
87.1,Opportunistic,4.206764635349256
87.15,Progressive,4.164175474578371
87.15,Opportunistic,4.206192325671638
87.15,Balanced,4.327519393818383
87.15,Aggressive,4.199796158697963
87.15,Conservative,4.6907495744416705
87.2,Balanced,4.327013567700091
87.2,Conservative,4.690505150769898
87.2,Progressive,4.163750421589321
87.2,Aggressive,4.199310309680092
87.2,Opportunistic,4.205891880629514
87.25,Opportunistic,4.20548085377166
87.25,Progressive,4.163498818845694
87.25,Conservative,4.690254368083368
87.25,Aggressive,4.19890543639046
87.25,Balanced,4.326564289027275
87.3,Aggressive,4.1983867116426445
87.3,Conservative,4.689860796643834
87.3,Opportunistic,4.2051833306673
87.3,Progressive,4.162681397534531
87.3,Balanced,4.3261357980078134
87.35,Conservative,4.689737970599739
87.35,Balanced,4.32593955796457
87.35,Aggressive,4.19827002923744
87.35,Opportunistic,4.204684478400461
87.35,Progressive,4.16227784619626
87.4,Aggressive,4.197899340624376
87.4,Opportunistic,4.204172080759537
87.4,Conservative,4.689507506445511
87.4,Balanced,4.32557964870123
87.4,Progressive,4.161838840550605
87.45,Opportunistic,4.2038648991117835
87.45,Balanced,4.325281041721503
87.45,Aggressive,4.197487756644701
87.45,Progressive,4.161597693001651
87.45,Conservative,4.689305277744807
87.5,Opportunistic,4.203381382531693
87.5,Aggressive,4.197326656319606
87.5,Balanced,4.32481997063761
87.5,Progressive,4.161232113226095
87.5,Conservative,4.689136522715106
87.55,Balanced,4.324490248288075
87.55,Progressive,4.160662830704525
87.55,Opportunistic,4.203015060402992
87.55,Aggressive,4.196904683701195
87.55,Conservative,4.688953221342838
87.6,Progressive,4.160407900317441
87.6,Balanced,4.324248386314452
87.6,Aggressive,4.196566964440964
87.6,Conservative,4.68870859086281
87.6,Opportunistic,4.202445543443546
87.65,Balanced,4.323859136497387
87.65,Opportunistic,4.202072635525104
87.65,Aggressive,4.19616243465386
87.65,Progressive,4.160157990469844
87.65,Conservative,4.688423227143885
87.7,Aggressive,4.195652194225292
87.7,Conservative,4.688178553110353
87.7,Balanced,4.323572547380423
87.7,Opportunistic,4.201380310507434
87.7,Progressive,4.159731259481707
87.75,Conservative,4.6880236377550535
87.75,Aggressive,4.195155412854619
87.75,Balanced,4.323377464610679
87.75,Progressive,4.159374729322423
87.75,Opportunistic,4.20107971044542
87.8,Opportunistic,4.200717062538644
87.8,Balanced,4.3230430711125845
87.8,Progressive,4.159084081756299
87.8,Aggressive,4.194901503252965
87.8,Conservative,4.687819881783231
87.85,Aggressive,4.194575403481441
87.85,Conservative,4.687697514491765
87.85,Opportunistic,4.200205719643783
87.85,Progressive,4.158757912777714
87.85,Balanced,4.32266842978436
87.9,Aggressive,4.194225030758922
87.9,Conservative,4.687527532380188
87.9,Opportunistic,4.199678070964933
87.9,Progressive,4.1582344328766565
87.9,Balanced,4.322157621167469
87.95,Progressive,4.1581436320787795
87.95,Aggressive,4.1937656574016255
87.95,Opportunistic,4.1992214524921305
87.95,Balanced,4.321641827454307
87.95,Conservative,4.687439818828976
88.0,Aggressive,4.193388514020732
88.0,Opportunistic,4.198793208555193
88.0,Progressive,4.157885311747674
88.0,Conservative,4.68719531241293
88.0,Balanced,4.321251720321019
88.05,Balanced,4.320831832859652
88.05,Opportunistic,4.1984809523666495
88.05,Progressive,4.157569100263872
88.05,Conservative,4.687046401841477
88.05,Aggressive,4.193050469727933
88.1,Balanced,4.320445637810947
88.1,Opportunistic,4.198126305207226
88.1,Aggressive,4.192341334671747
88.1,Conservative,4.686890216184232
88.1,Progressive,4.157204814089658
88.15,Opportunistic,4.19760547981887
88.15,Conservative,4.686788692881563
88.15,Balanced,4.3202051817557665
88.15,Aggressive,4.192035200481294
88.15,Progressive,4.156749902524286
88.2,Aggressive,4.1916390616429275
88.2,Balanced,4.319829325553641
88.2,Opportunistic,4.19726114155101
88.2,Conservative,4.68648283625916
88.2,Progressive,4.156549040315667
88.25,Opportunistic,4.1968881851243856
88.25,Aggressive,4.191432121660776
88.25,Balanced,4.319563787991812
88.25,Conservative,4.686197720789114
88.25,Progressive,4.1562007898392554
88.3,Aggressive,4.191332836156161
88.3,Balanced,4.3191801912987655
88.3,Conservative,4.685925733630151
88.3,Progressive,4.155782177181642
88.3,Opportunistic,4.196463473042959
88.35,Balanced,4.318888180362919
88.35,Progressive,4.155242314858279
88.35,Aggressive,4.190961821310069
88.35,Conservative,4.685817138382609
88.35,Opportunistic,4.1961633296269705
88.4,Opportunistic,4.195708978463601
88.4,Conservative,4.685551910506475
88.4,Balanced,4.318635684897494
88.4,Progressive,4.154970903750581
88.4,Aggressive,4.190332769343337
88.45,Conservative,4.685335009061204
88.45,Opportunistic,4.194988959878394
88.45,Aggressive,4.190020828160953
88.45,Balanced,4.3184191343130225
88.45,Progressive,4.154739498907628
88.5,Aggressive,4.1895764788667025
88.5,Progressive,4.154461217915383
88.5,Conservative,4.685172446599141
88.5,Opportunistic,4.194696537749807
88.5,Balanced,4.318049860416228
88.55,Aggressive,4.189283293373835
88.55,Conservative,4.685138831517927
88.55,Balanced,4.317656190911247
88.55,Progressive,4.154192065035854
88.55,Opportunistic,4.194492174823315
88.6,Aggressive,4.188825335230799
88.6,Progressive,4.153904235740106
88.6,Opportunistic,4.1939457179519515
88.6,Conservative,4.6849145458958805
88.6,Balanced,4.317275365822337
88.65,Conservative,4.684731140590173
88.65,Aggressive,4.188493201557853
88.65,Balanced,4.316953686313166
88.65,Progressive,4.153633391182397
88.65,Opportunistic,4.193613785739999
88.7,Aggressive,4.1882497031273545
88.7,Conservative,4.684501046144181
88.7,Balanced,4.316572054659162
88.7,Progressive,4.1532630254150185
88.7,Opportunistic,4.193276968537683
88.75,Opportunistic,4.192885097432359
88.75,Aggressive,4.187788939484012
88.75,Progressive,4.152904471379624
88.75,Balanced,4.316212227092981
88.75,Conservative,4.68427690605595
88.8,Progressive,4.1525631970890995
88.8,Opportunistic,4.1924313745728226
88.8,Balanced,4.315702363370101
88.8,Conservative,4.68413448392881
88.8,Aggressive,4.187482708103064
88.85,Aggressive,4.187319340356724
88.85,Progressive,4.152119935110117
88.85,Opportunistic,4.191983752503187
88.85,Balanced,4.315234588279279
88.85,Conservative,4.683944803691159
88.9,Opportunistic,4.191598344345121
88.9,Balanced,4.3148901278637455
88.9,Conservative,4.683883556825403
88.9,Aggressive,4.186871425984432
88.9,Progressive,4.1516968319264205
88.95,Aggressive,4.186321811545778
88.95,Conservative,4.683660184218867
88.95,Balanced,4.314398690788973
88.95,Progressive,4.151387351886551
88.95,Opportunistic,4.191204581141129
89.0,Aggressive,4.1858092826610145
89.0,Conservative,4.683435960079999
89.0,Balanced,4.313931879893143
89.0,Progressive,4.151171340332704
89.0,Opportunistic,4.1908098355956
89.05,Conservative,4.683313613213465
89.05,Balanced,4.3135882964297965
89.05,Aggressive,4.185381065389566
89.05,Progressive,4.150690716801862
89.05,Opportunistic,4.190019041213636
89.1,Opportunistic,4.189625174618688
89.1,Conservative,4.683150346170405
89.1,Balanced,4.313164950449317
89.1,Progressive,4.150265798169295
89.1,Aggressive,4.185336920074742
89.15,Opportunistic,4.189255258037167
89.15,Balanced,4.312765032927866
89.15,Conservative,4.68302219114047
