Time,strategy,avg_reputation
0.0,Aggressive,7.0
0.0,Balanced,7.0
0.0,Progressive,7.0
0.0,Conservative,7.0
0.0,Opportunistic,7.0
1.0,Balanced,6.78078775510204
1.0,Progressive,6.814399999999999
1.0,Conservative,7.1704
1.0,Aggressive,6.509775510204082
1.0,Opportunistic,6.728122448979591
2.0,Opportunistic,6.4558
2.0,Conservative,7.327489795918367
2.0,Progressive,6.663114285714285
2.0,Aggressive,6.0636612244897945
2.0,Balanced,6.59365306122449
3.0,Conservative,7.462212244897959
3.0,Balanced,6.459902380952382
3.0,Opportunistic,6.238175510204082
3.0,Progressive,6.4992340136054425
3.0,Aggressive,5.652870125922708
4.0,Progressive,6.368673306556665
4.0,Opportunistic,6.022057142857143
4.0,Balanced,6.311670238095237
4.0,Conservative,7.630820408163265
4.0,Aggressive,5.311350323197427
5.0,Conservative,7.766273469387755
5.0,Balanced,6.222982842847284
5.0,Opportunistic,5.839466156462586
5.0,Progressive,6.248439103270047
5.0,Aggressive,5.012366869428745
6.0,Progressive,6.127043496720304
6.0,Balanced,6.087073723834277
6.0,Opportunistic,5.689216885662683
6.0,Aggressive,4.78723263343834
6.0,Conservative,7.9243999999999994
7.0,Progressive,5.993938522751349
7.0,Opportunistic,5.565033382885854
7.0,Balanced,6.0027449520360925
7.0,Conservative,8.078532993197278
7.0,Aggressive,4.567671894951268
8.0,Conservative,8.180074489795919
8.0,Progressive,5.906060488030364
8.0,Opportunistic,5.452037591984906
8.0,Aggressive,4.36150841659314
8.0,Balanced,5.917966737941639
9.0,Aggressive,4.249614423152586
9.0,Conservative,8.281265986394558
9.0,Balanced,5.835818780126069
9.0,Progressive,5.814283075875639
9.0,Opportunistic,5.372230592014854
10.0,Progressive,5.7199080881692295
10.0,Opportunistic,5.287480836815027
10.0,Balanced,5.779715137762273
10.0,Conservative,8.363601190476192
10.0,Aggressive,4.176323510354055
11.0,Conservative,8.410715425531913
11.0,Opportunistic,5.2287322150121165
11.0,Balanced,5.730553228551213
11.0,Progressive,5.664768137048143
11.0,Aggressive,4.090126985339067
12.0,Balanced,5.665712518354695
12.0,Progressive,5.671778009843352
12.0,Conservative,8.465994597626285
12.0,Opportunistic,5.155235213819192
12.0,Aggressive,4.011704127225835
13.0,Aggressive,3.95048637941598
13.0,Conservative,8.524055872774642
13.0,Balanced,5.638155901027414
13.0,Progressive,5.644971988661184
13.0,Opportunistic,5.080932392775711
14.0,Conservative,8.5629759009987
14.0,Aggressive,3.9019234715223297
14.0,Progressive,5.603694808190591
14.0,Opportunistic,5.069418206790267
14.0,Balanced,5.614053917316508
15.0,Opportunistic,5.059849898312597
15.0,Balanced,5.5801410538248195
15.0,Conservative,8.5851371942394
15.0,Progressive,5.645660494341423
15.0,Aggressive,3.821286980976428
16.0,Opportunistic,5.003429326302457
16.0,Conservative,8.611540209629952
16.0,Progressive,5.64617316381933
16.0,Aggressive,3.821661564090625
16.0,Balanced,5.517832992060175
17.0,Progressive,5.6392026279941785
17.0,Conservative,8.65023484438487
17.0,Aggressive,3.8352306425085065
17.0,Opportunistic,4.997173050668842
17.0,Balanced,5.512761037833185
18.0,Opportunistic,4.950039914675583
18.0,Progressive,5.694198722010575
18.0,Balanced,5.468499227862012
18.0,Aggressive,3.7989436396936394
18.0,Conservative,8.642730494122635
19.0,Aggressive,3.8459788617814934
19.0,Balanced,5.4200386235421885
19.0,Conservative,8.670877404527253
19.0,Progressive,5.746815458094142
19.0,Opportunistic,4.911154410112402
20.0,Opportunistic,4.89187273469063
20.0,Aggressive,3.769107503607504
20.0,Balanced,5.408829455947778
20.0,Conservative,8.681660165065102
20.0,Progressive,5.7123134873129
21.0,Aggressive,3.8900347985347987
21.0,Balanced,5.393724455995749
21.0,Conservative,8.69468539405839
21.0,Opportunistic,4.905156587582493
21.0,Progressive,5.6709796667098535
22.0,Opportunistic,4.857039532008927
22.0,Aggressive,3.845181818181818
22.0,Balanced,5.405631979147526
22.0,Conservative,8.70782092552468
22.0,Progressive,5.589816951242496
23.0,Opportunistic,4.885949765157888
23.0,Aggressive,3.6160238095238095
23.0,Balanced,5.395821975047138
23.0,Conservative,8.71210960894249
23.0,Progressive,5.623050630785249
24.0,Aggressive,3.5189166666666667
24.0,Balanced,5.364090749350136
24.0,Opportunistic,4.87422664305211
24.0,Progressive,5.570778617267853
24.0,Conservative,8.712963746676872
25.0,Opportunistic,4.821323046205597
25.0,Balanced,5.351168284601609
25.0,Progressive,5.560434128716589
25.0,Conservative,8.705128410606005
25.0,Aggressive,3.595
26.0,Progressive,5.573685912419195
26.0,Balanced,5.350179209473764
26.0,Aggressive,3.5626666666666664
26.0,Conservative,8.700166099303708
26.0,Opportunistic,4.788053058031676
27.0,Progressive,5.5588848890654825
27.0,Aggressive,3.4826666666666664
27.0,Opportunistic,4.857247088563956
27.0,Balanced,5.308831311055197
27.0,Conservative,8.709327659872045
28.0,Conservative,8.700471330767892
28.0,Balanced,5.346590706678942
28.0,Opportunistic,4.856941047088209
28.0,Aggressive,3.4066666666666663
28.0,Progressive,5.563923615118224
29.0,Conservative,8.700910087432057
29.0,Aggressive,3.358333333333333
29.0,Opportunistic,4.835978121721082
29.0,Balanced,5.377895566851449
29.0,Progressive,5.547066965370373
30.0,Aggressive,3.36
30.0,Opportunistic,4.8147784521145125
30.0,Balanced,5.357979585988487
30.0,Conservative,8.682797673284403
30.0,Progressive,5.510127023776018
31.0,Progressive,5.547407799802536
31.0,Balanced,5.300996320672791
31.0,Opportunistic,4.822749251685308
31.0,Aggressive,3.335
31.0,Conservative,8.703197349937524
32.0,Aggressive,3.315
32.0,Conservative,8.725711909140056
32.0,Opportunistic,4.789597007643797
32.0,Balanced,5.3010253496503505
32.0,Progressive,5.573140656084543
33.0,Opportunistic,4.7090802912744865
33.0,Progressive,5.598957390648567
33.0,Aggressive,3.3
33.0,Balanced,5.307676157176157
33.0,Conservative,8.736939065945949
34.0,Opportunistic,4.6549246898369425
34.0,Progressive,5.660914807414807
34.0,Conservative,8.748695888852275
34.0,Balanced,5.286145881895882
34.0,Aggressive,3.35
35.0,Progressive,5.6761324786324785
35.0,Conservative,8.799749834721032
35.0,Balanced,5.039300227550227
35.0,Opportunistic,4.759366204658774
35.0,Aggressive,3.19
36.0,Conservative,8.772155020845805
36.0,Balanced,5.0487376234876225
36.0,Opportunistic,4.755795093923964
36.0,Progressive,5.5819974747474745
36.0,Aggressive,3.16
37.0,Progressive,5.588349400599401
37.0,Balanced,5.007863636363636
37.0,Conservative,8.82936763150288
37.0,Opportunistic,4.738868898817041
37.0,Aggressive,3.11
38.0,Conservative,8.807845945099325
38.0,Aggressive,3.11
38.0,Progressive,5.647339466089466
38.0,Balanced,5.188987012987013
38.0,Opportunistic,4.780831324935814
39.0,Aggressive,3.11
39.0,Opportunistic,4.731945525063172
39.0,Progressive,5.8003733766233765
39.0,Balanced,5.281055555555555
39.0,Conservative,8.806863371547038
40.0,Aggressive,3.06
40.0,Opportunistic,4.840621036643096
40.0,Progressive,5.850230158730158
40.0,Balanced,5.249638888888889
40.0,Conservative,8.767025869019262
41.0,Progressive,5.724130952380953
41.0,Conservative,8.754484962368517
41.0,Balanced,5.041710317460318
41.0,Opportunistic,4.856522644022643
42.0,Progressive,5.916412698412699
42.0,Balanced,5.024849206349206
42.0,Conservative,8.796088848409353
42.0,Opportunistic,4.689835775335776
43.0,Balanced,4.668952380952381
43.0,Progressive,5.9961746031746035
43.0,Conservative,8.78162584271287
43.0,Opportunistic,4.755224081474082
44.0,Progressive,6.021928571428572
44.0,Opportunistic,4.76300974025974
44.0,Balanced,4.7476666666666665
44.0,Conservative,8.784958679421804
45.0,Conservative,8.78913461148927
45.0,Progressive,6.044678571428571
45.0,Opportunistic,4.9553447385947385
