Time,strategy,avg_reputation
0.0,Aggressive,5.0
0.0,Conservative,5.0
0.0,Progressive,5.0
0.0,Balanced,5.0
0.0,Opportunistic,5.0
1.0,Aggressive,4.975479198396794
1.0,Progressive,4.99034
1.0,Balanced,4.99172
1.0,Conservative,5.004700000000001
1.0,Opportunistic,4.99486
2.0,Progressive,4.980256713426853
2.0,Balanced,4.982238436873748
2.0,Opportunistic,4.988160000000001
2.0,Conservative,5.011939999999999
2.0,Aggressive,4.951204729458918
3.0,Opportunistic,4.98238
3.0,Aggressive,4.925916700871622
3.0,Balanced,4.97025374749499
3.0,Progressive,4.971429329502379
3.0,Conservative,5.018280000000001
4.0,Progressive,4.959243037400102
4.0,Opportunistic,4.977157595190381
4.0,Balanced,4.961286733466934
4.0,Aggressive,4.90306669290388
4.0,Conservative,5.02402
5.0,Opportunistic,4.970274388777555
5.0,Progressive,4.951065664179765
5.0,Balanced,4.951660154043026
5.0,Aggressive,4.882707177505156
5.0,Conservative,5.0323400000000005
6.0,Aggressive,4.858391905445437
6.0,Opportunistic,4.9638730661322645
6.0,Balanced,4.94355875536128
6.0,Conservative,5.03798
6.0,Progressive,4.943288188015669
7.0,Opportunistic,4.958104685354645
7.0,Aggressive,4.836540096605182
7.0,Balanced,4.934970113751774
7.0,Progressive,4.933094740712668
7.0,Conservative,5.0449399999999995
8.0,Balanced,4.923008390882172
8.0,Conservative,5.0500249298597195
8.0,Opportunistic,4.95155361405542
8.0,Aggressive,4.811906859736507
8.0,Progressive,4.92552198249286
9.0,Balanced,4.915818943322797
9.0,Conservative,5.058330661322645
9.0,Opportunistic,4.945662230646032
9.0,Aggressive,4.789132069678965
9.0,Progressive,4.9176918806138845
10.0,Conservative,5.0660147094188375
10.0,Opportunistic,4.938444252682071
10.0,Progressive,4.908218079158312
10.0,Balanced,4.906654237286568
10.0,Aggressive,4.7700366827560075
11.0,Balanced,4.9001012261719
11.0,Conservative,5.0742878557114235
11.0,Aggressive,4.752549219118081
11.0,Opportunistic,4.933131303731962
11.0,Progressive,4.898810965782268
12.0,Balanced,4.8949223140207785
12.0,Conservative,5.081951783567134
12.0,Opportunistic,4.927346745539271
12.0,Progressive,4.887736392912055
12.0,Aggressive,4.732713690633101
13.0,Progressive,4.8800535138726255
13.0,Aggressive,4.7127773119311005
13.0,Opportunistic,4.92074734446874
13.0,Conservative,5.0897903006012015
13.0,Balanced,4.885984891141416
14.0,Opportunistic,4.9155180551129165
14.0,Balanced,4.87638049070742
14.0,Aggressive,4.692422453350636
14.0,Progressive,4.871677588130454
14.0,Conservative,5.097722004008016
15.0,Progressive,4.862491844746666
15.0,Aggressive,4.670621162781181
15.0,Conservative,5.105887671085142
15.0,Balanced,4.86806948396011
15.0,Opportunistic,4.910452558902036
16.0,Progressive,4.853720639577958
16.0,Balanced,4.85924432563318
16.0,Conservative,5.115093638200094
16.0,Opportunistic,4.902276798664789
16.0,Aggressive,4.651658132284793
17.0,Opportunistic,4.897961483696565
17.0,Aggressive,4.634254688444751
17.0,Balanced,4.852142333665853
17.0,Progressive,4.848099208030511
17.0,Conservative,5.121972493420576
18.0,Balanced,4.84620048297774
18.0,Conservative,5.128680158067138
18.0,Progressive,4.840217059627322
18.0,Aggressive,4.616086912900425
18.0,Opportunistic,4.893679039690956
19.0,Opportunistic,4.890173480692696
19.0,Conservative,5.1345621136802215
19.0,Aggressive,4.597015476293268
19.0,Balanced,4.839324733987517
19.0,Progressive,4.83571556414053
20.0,Progressive,4.826571917286145
20.0,Conservative,5.143718860746713
20.0,Balanced,4.832726235389272
20.0,Opportunistic,4.883953801483713
20.0,Aggressive,4.580450423565341
21.0,Conservative,5.1512784996201075
21.0,Opportunistic,4.881378372931418
21.0,Balanced,4.8238552198321205
21.0,Aggressive,4.5633055733421415
21.0,Progressive,4.818701155468186
22.0,Aggressive,4.544497772779319
22.0,Progressive,4.810250041359976
22.0,Opportunistic,4.875582849183497
22.0,Conservative,5.159525952627501
22.0,Balanced,4.817345259163699
23.0,Balanced,4.811990365526358
23.0,Aggressive,4.526707679356143
23.0,Conservative,5.16700602830543
23.0,Progressive,4.806040467973518
23.0,Opportunistic,4.870874153486367
24.0,Progressive,4.796410670468621
24.0,Aggressive,4.508845017252723
24.0,Conservative,5.171691379409538
24.0,Balanced,4.805133128372406
24.0,Opportunistic,4.866451161846385
25.0,Balanced,4.797536684185264
25.0,Aggressive,4.494649360872886
25.0,Conservative,5.178168907690269
25.0,Progressive,4.78951402112763
25.0,Opportunistic,4.8629661831651
26.0,Balanced,4.790323734711394
26.0,Progressive,4.780850793374699
26.0,Conservative,5.1861294900899635
26.0,Aggressive,4.475635803148533
26.0,Opportunistic,4.860008420868203
27.0,Aggressive,4.458554343984401
27.0,Opportunistic,4.856316970977571
27.0,Progressive,4.776082748045097
27.0,Conservative,5.193242571879562
27.0,Balanced,4.782645768360926
28.0,Aggressive,4.445179008523453
28.0,Progressive,4.769843290956756
28.0,Opportunistic,4.8536714721844625
28.0,Conservative,5.200268351538285
28.0,Balanced,4.775653064850459
29.0,Opportunistic,4.846261971373811
29.0,Progressive,4.767106437074019
29.0,Conservative,5.209161097045484
29.0,Aggressive,4.42963086474023
29.0,Balanced,4.768876661274103
30.0,Opportunistic,4.8422132514100875
30.0,Aggressive,4.414664307032969
30.0,Conservative,5.216390030232537
30.0,Balanced,4.762272735729587
30.0,Progressive,4.762027049702508
31.0,Aggressive,4.399882817766883
31.0,Progressive,4.755256125469126
31.0,Balanced,4.754324041624541
31.0,Conservative,5.224627060664858
31.0,Opportunistic,4.835905587311048
32.0,Balanced,4.745684988830701
32.0,Aggressive,4.385840520292221
32.0,Conservative,5.234669527658024
32.0,Progressive,4.749706727788426
32.0,Opportunistic,4.832000639442098
33.0,Aggressive,4.37117357854727
33.0,Conservative,5.242224568932654
33.0,Progressive,4.740785436732981
33.0,Opportunistic,4.828104110214467
33.0,Balanced,4.738584284210749
34.0,Progressive,4.7340144115416365
34.0,Balanced,4.735104975556287
34.0,Aggressive,4.354987066458657
34.0,Opportunistic,4.823752799652861
34.0,Conservative,5.252223408035908
35.0,Progressive,4.7275953401075155
35.0,Aggressive,4.344121395372471
35.0,Balanced,4.730421259189464
35.0,Opportunistic,4.81836287458059
35.0,Conservative,5.262184380574801
36.0,Balanced,4.72115651508689
36.0,Conservative,5.271387784851329
36.0,Opportunistic,4.8163435358456335
36.0,Progressive,4.722994493987908
36.0,Aggressive,4.32801811302873
37.0,Conservative,5.277914368316423
37.0,Progressive,4.7215044524919145
37.0,Opportunistic,4.81122607002107
37.0,Balanced,4.717411236311795
37.0,Aggressive,4.314093553302087
38.0,Balanced,4.712208603642929
38.0,Progressive,4.717618609436149
38.0,Opportunistic,4.807718860407565
38.0,Conservative,5.289014518340468
38.0,Aggressive,4.296860474454516
39.0,Balanced,4.709054638080804
39.0,Conservative,5.297478963907394
39.0,Opportunistic,4.805165681969315
39.0,Aggressive,4.283441657179055
39.0,Progressive,4.713243650702883
40.0,Conservative,5.307629114350153
40.0,Balanced,4.705981754335529
40.0,Progressive,4.705497977024441
40.0,Aggressive,4.2698519389824146
40.0,Opportunistic,4.801179387191132
41.0,Balanced,4.702631674179106
41.0,Aggressive,4.258794471363645
41.0,Progressive,4.701509677214951
41.0,Opportunistic,4.797428293581594
41.0,Conservative,5.318725099325872
42.0,Balanced,4.6940076009243406
42.0,Progressive,4.694703432142099
42.0,Opportunistic,4.793991044283453
42.0,Conservative,5.329838255437377
42.0,Aggressive,4.241448745248656
43.0,Balanced,4.688899109087107
43.0,Progressive,4.686845174009203
43.0,Aggressive,4.2289311463267225
43.0,Opportunistic,4.789923812569745
43.0,Conservative,5.3383681262733536
44.0,Opportunistic,4.784501174273525
44.0,Aggressive,4.216561369078956
44.0,Balanced,4.686093141124375
44.0,Conservative,5.347348991586451
44.0,Progressive,4.683694202712919
45.0,Conservative,5.356410090783709
45.0,Opportunistic,4.78181132892257
45.0,Aggressive,4.202266586498658
45.0,Balanced,4.679781622427633
45.0,Progressive,4.68027238655458
46.0,Progressive,4.674687585636127
46.0,Aggressive,4.191405623432767
46.0,Opportunistic,4.779358057215533
46.0,Conservative,5.3665380319653195
46.0,Balanced,4.674324811153169
47.0,Aggressive,4.1752886741320046
47.0,Balanced,4.6717379530694005
47.0,Progressive,4.672808284519987
47.0,Conservative,5.372964062280201
47.0,Opportunistic,4.772654753485975
48.0,Opportunistic,4.771453814359431
48.0,Progressive,4.669466636333007
48.0,Balanced,4.666837371695679
48.0,Conservative,5.38056114783762
48.0,Aggressive,4.166001779978395
49.0,Conservative,5.389109248905325
49.0,Balanced,4.662554689267317
49.0,Progressive,4.665145764247367
49.0,Aggressive,4.151664893194061
49.0,Opportunistic,4.767568416176125
50.0,Opportunistic,4.7650473388321215
50.0,Conservative,5.398711355719274
50.0,Balanced,4.659260902378747
50.0,Progressive,4.662318792667509
50.0,Aggressive,4.138344460286524
51.0,Progressive,4.656627830624378
51.0,Opportunistic,4.762980831841216
51.0,Aggressive,4.125792537381354
51.0,Balanced,4.652773221905969
51.0,Conservative,5.40760353550916
52.0,Aggressive,4.114472317702369
52.0,Opportunistic,4.758826062295059
52.0,Progressive,4.6515619405995325
52.0,Balanced,4.6469957406159095
52.0,Conservative,5.4169708367877085
